"province_code","province_name_eng","province_name_dari","province_name_pashto","district_code","district_name_eng","district_name_dari","district_name_pashto","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto"
"01","KABUL","کابل","کابل","0101","Nahia 06","ناحیه 06","ناحیه 06","0101114","Baqer ul Uloom Madrassah","مدرسه باقرالعلوم","مدرسه باقرالعلوم","Qalla e Ainullah","قلعه عين الله","قلعه عين الله"
"01","KABUL","کابل","کابل","0101","Nahia 06","ناحیه 06","ناحیه 06","0101115","Salman e Farsi Mosque","مسجد سلمان فارسي","مسجد سلمان فارسي","Qalla e Abbas Quli","قلعه عباس قلي","قلعه عباس قلي"
"01","KABUL","کابل","کابل","0101","Nahia 06","ناحیه 06","ناحیه 06","0101116","Safiullah Afzali High School","لیسه صفی الله افضلی","لیسه صفی الله افضلی","Qalla e Muslim, Sar Aasyab","قلعه مسلم سر آسیاب","قلعه مسلم سر آسیاب"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101117","Lais Bin e Qais Mosque","مسجد لیث بن قیس","مسجد لیث بن قیس","Reeshkhor Sufla","ریشخور سفلی","ریشخور سفلی"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101118","Family Haee Reeshkhor High School","ليسه فاميلي هاي ريش خور","ليسه فاميلي هاي ريش خور","Family hai Reeshkhor","فاميلي هاي ريش خور","فاميلي هاي ريش خور"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101119","Qalla e Fatoh Ahmadia Mosque","مسجد احمدیه قلعه فتوح","مسجد احمدیه قلعه فتوح","Qalla e Fatoh","قلعه فتوح","قلعه فتوح"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101120","Ghazi Abdullah High School","ليسه غازي عبدالله","ليسه غازي عبدالله","Qalla e Asfandyar","قلعه اسفندیار","قلعه اسفندیار"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101121","Ibrahim Khalil Jame Mosque","مسجد جامع ابراهیم خلیل","مسجد جامع ابراهیم خلیل","Dogh Abad Shahsdarak","دوغ آباد شش درک","دوغ آباد شش درک"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101122","Chehlsutoon Girls High School","ليسه نسوان چهلستون","ليسه نسوان چهلستون","Noh Burjah Chehelsutoon","نه برجه چهلستون","نه برجه چهلستون"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101123","Eidgah Mosque","مسجد عيد گاه","مسجد عيد گاه","Chehelsutoon","چهلستون","چهلستون"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101124","Ghazi Ade Girls High School","ليسه نسوان غازي ادي","ليسه نسوان غازي ادي","Tannai Kot","تني کوت","تني کوت"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101125","Technical Institute","انستیتوت تخنيکي","انستیتوت تخنيکي","Tannai Kot","تني کوت","تني کوت"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101126","Omara Khan High School","ليسه عمرا خان","ليسه عمرا خان","Wasel Abad","واصل آباد","واصل آباد"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101127","Hazarat E Nabawi Mosque","مسجد حضرت نبوي","مسجد حضرت نبوي","Wasel Abad","واصل آباد","واصل آباد"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101128","Aaqa Ali Shams High Shool","لیسه عالی آقا علی شمس","لیسه عالی آقا علی شمس","Aqa Ali Shams, Chehelsutoon","آقا علي شمس چهلستون","آقا علي شمس چهلستون"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101129","Sultan Razia Girls High School","ليسه نسوان سلطان راضيه","ليسه نسوان سلطان راضيه","Bagh e Raees","باغ رييس","باغ رييس"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101130","Aemeni Girls High School","ليسه نسوان ايميني","ليسه نسوان ايميني","Jangalak","جنگلک","جنگلک"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101131","Khushal Khan High School","ليسه خوشحال خان","ليسه خوشحال خان","Chehelsutoon Road","سرک چهلستون","سرک چهلستون"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101132","Guzargah Girls Secondary School","مکتب متوسطه نسوان گذرگاه","مکتب متوسطه نسوان گذرگاه","Hesa e Doum","حصه دوم","حصه دوم"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101133","Guzargah Girls High School","ليسه نسوان گذرگاه","ليسه نسوان گذرگاه","Guzargah","گذر گاه","گذر گاه"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101134","Habibia Girls High School","لیسه حبیبیه","لیسه حبیبیه","Darulaman road","سرک دارالامان","سرک دارالامان"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101135","Ayub Khan Mosque","مسجد ايوب خان","مسجد ايوب خان","Ayub Khan Mena","ايوب خان مينه","ايوب خان مينه"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101136","Sardar e Kabuli Girls High School","لیسه نسوان سردار کابلی","لیسه نسوان سردار کابلی","Seh(3) Rahi Allauddin","سه راهی علاوالدین","سه راهی علاوالدین"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101137","Mohammadia Mosque","مسجد محمدیه","مسجد محمدیه","Jai Raees","جاي رييس","جاي رييس"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101138","Ataullah Faizani Secondary School","مکتب متوسطه عطاالله فیضانی","مکتب متوسطه عطاالله فیضانی","Deh Murad Khan Road","سرک ده مرادخان","سرک ده مرادخان"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101139","Deh Dana Girls High School","ليسه نسوان ده دانا","ليسه نسوان ده دانا","Deh Dana","ده دانا","ده دانا"
"01","KABUL","کابل","کابل","0101","Nahia 07","ناحیه 07","ناحیه 07","0101140","Mehrabuddin High School","لیسه محراب الدین","لیسه محراب الدین","Chehelsutoon Road, Deh Dana","سرک چهلستون - ده دانا","سرک چهلستون - ده دانا"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101141","Abdul Rahman e Pazhwak High School","لیسه عبدالرحمن پژواک","لیسه عبدالرحمن پژواک","Puroujah Rahman Mena","پروژه رحمن مينه","پروژه رحمن مينه"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101142","Zabihullah Esmati High School","لیسه ذبیح الله عصمتی","لیسه ذبیح الله عصمتی","Du sad Family","دوصد فاميلي","دوصد فاميلي"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101143","Hazrat Bilal Mosque","مسجد حضرت بلال","مسجد حضرت بلال","Rahman Mena Chamandi","رحمن مینه چمندی","رحمن مینه چمندی"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101144","Zakhil wa Mohmand Mosque","مسجد زاخیل و مهمند","مسجد زاخیل و مهمند","Kart e Naw","کارته نو","کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101145","Huzoor Hazrat Nabi Mosque","مسجد حضور حضرت نبی","مسجد حضور حضرت نبی","Behind the CoCa Cola factory","عقب فابریکه کوکاکولا","عقب فابریکه کوکاکولا"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101146","Hazarat Bilal Mosque","مسجد حضرت بلال","مسجد حضرت بلال","Kart e Naw","کارته نو","کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101147","Omer Farooq Mosque","مسجد عمر فاروق","مسجد عمر فاروق","Tapah e dosti khil Kart e Naw","تپه دوستی خیل کارته نو","تپه دوستی خیل کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101148","Ahmadi Mosque","مسجد احمدي","مسجد احمدي","Kart e Naw","کارته نو","کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101149","Ghaws Azam Dastagir Mosque","مسجد غوث اعظم دستگير","مسجد غوث اعظم دستگير","Aab Rasani","آب رساني","آب رساني"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101150","Abdul Qader Jailani Mosque","مسجد عبد القادر جیلانی","مسجد عبد القادر جیلانی","Sar e Tapah Market","سر تپه مارکیت","سر تپه مارکیت"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101151","Sayed Noor Mohammad Shah Mohamadia Mosque","مسجد محمدیه سیدنورمحمد شاه","مسجد محمدیه سیدنورمحمد شاه","Kart e Naw","کارته نو","کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101152","Totya High School","لیسه توتیا","لیسه توتیا","Sarak 3. Kart e Naw","سرک ١٣ کارته نو","سرک ١٣ کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101153","Sayed Noor Mohammad Shah Mena Girls High School","لیسه نسوان سید نورمحمد شاه مینه","لیسه نسوان سید نورمحمد شاه مینه","Sar e Tapah, Kart e Naw","سر تپه کارته نو","سر تپه کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101154","Rahman Mena Girls High School","ليسه نسوان رحمن مينه","ليسه نسوان رحمن مينه","Project A- Street 3, Rahman Mena","پروژه الف، سرک سوم رحمن مینه","پروژه الف، سرک سوم رحمن مینه"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101155","Sayed Noor Mohammad Shah Mena Boys High School","لیسه ذکور سید نورمحمد شاه مینه","لیسه ذکور سید نورمحمد شاه مینه","Hesa e Alif, sarak 3, Kart e Naw","حصه الف سرک سه کارته نو","حصه الف سرک سه کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101156","Ranga Mosque","مسجد رنگه","مسجد رنگه","Qalacha","قلعچه","قلعچه"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101157","Abdul Hai Habibi High School","ليسه عبدالحي حبيبي","ليسه عبدالحي حبيبي","Qalacha","قلعچه","قلعچه"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101158","Abubakar Sedique Mosque","مسجد ابوبکر صدیق","مسجد ابوبکر صدیق","Jadidabad village","قریه جدید آباد","قریه جدید آباد"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101159","Usman Ghani Mosque","مسجد عثمان غنی","مسجد عثمان غنی","Sarak e Naw, Shast Metra, Rahman Mena","سرک نوشصت متره، رحمان مینه","سرک نوشصت متره، رحمان مینه"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101160","Shah Pacha Mosque","مسجد شاه  پاچا","مسجد شاه  پاچا","Street no. 1, Rahman Mena, behind the Coal factory","سرک اول رحمان مینه عقب فابریکه قیر","سرک اول رحمان مینه عقب فابریکه قیر"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101161","Sarak e Awal Mosque","مسجد سرک اول","مسجد سرک اول","Noor Mohammad Shah Mena","نور محمدشاه مینه","نور محمدشاه مینه"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101162","Shahrak e Telayee Mosque","مسجد جامع شهرک طلائی","مسجد جامع شهرک طلائی","Shahrak Telayee","شهرک طلایی","شهرک طلایی"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101163","Shaheed Abdul Sabour Fareed School","مکتب شهید عبدالصبورفرید","مکتب شهید عبدالصبورفرید","Street no. 3 , Kart e Naw","سرک سه کارته نو","سرک سه کارته نو"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101164","Abdul Rahim Ghafourzai High School","لیسه عبدالرحیم غفورزی","لیسه عبدالرحیم غفورزی","Next to the Naqlia e Syah Sang","متصل نقلیه سیاه سنگ","متصل نقلیه سیاه سنگ"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101165","Amena Fidawi Girls High School","ليسه نسوان آمينه فدوي","ليسه نسوان آمينه فدوي","Itefaq Mosque","مسجد اتفاق","مسجد اتفاق"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101166","Tapah e Balkh Mosque","مسجد تپه بلخ","مسجد تپه بلخ","Shah Shaheed","شاه شهيد","شاه شهيد"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101167","Ustad Betab High School","ليسه استاد بيتاب","ليسه استاد بيتاب","Street no. 1 Shah Shaheed","سرک اول شاه شهيد","سرک اول شاه شهيد"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101168","Ashab e Keram Mosque","مسجد اصحاب کرام","مسجد اصحاب کرام","Tank Logar","تانک لوگر","تانک لوگر"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101169","Qalla e Hashmat Khan High School","لیسه قلعه حشمت خان","لیسه قلعه حشمت خان","Baghcha e Sayeed","باغچه سعيد","باغچه سعيد"
"01","KABUL","کابل","کابل","0101","Nahia 08","ناحیه 08","ناحیه 08","0101170","Qalla e Hashmat Khan Secondary School","متوسطه قلعه حشمت خان","متوسطه قلعه حشمت خان","Nahia no.8/ district 8","ناحیه هشتم","ناحیه هشتم"
