"pc","list_position","x"
"0607179 -  Hesar Shahi Mosque - 607179",7,"#pc > option:nth-child(7)"
"0607180 -  Muftia Qalla Jame Mosque - 607180",8,"#pc > option:nth-child(8)"
"0607181 -  Chaghari Jame Mosque - 607181",9,"#pc > option:nth-child(9)"
"0607182 -  Hazrat Omer Farouq Darul Uloom - 607182",10,"#pc > option:nth-child(10)"
"0607183 -  Barro High School - 607183",11,"#pc > option:nth-child(11)"
"0607184 -  Barro Girls School - 607184",12,"#pc > option:nth-child(12)"
"0607185 -  Hejrat Abad High School - 607185",13,"#pc > option:nth-child(13)"
"0607186 -  Tube well Mosque - 607186",14,"#pc > option:nth-child(14)"
"0607187 -  Hesar Shahi Camp School - 607187",15,"#pc > option:nth-child(15)"
"0607188 -  Abu Baker Sedique Jame Mosque - 607188",16,"#pc > option:nth-child(16)"
"0607189 -  Katarghe Mosque - 607189",17,"#pc > option:nth-child(17)"
"0607190 -  Kan High School - 607190",18,"#pc > option:nth-child(18)"
"0607191 -  Zakhil Primary School - 607191",19,"#pc > option:nth-child(19)"
"0608192 -  Khidar Khil Primary School - 608192",1,"#pc > option:nth-child(1)"
"0608193 -  Sangani Primary School - 608193",2,"#pc > option:nth-child(2)"
"0608194 -  Kambo Primary School, Khwaza Khil - 608194",3,"#pc > option:nth-child(3)"
"0608195 -  Aabko Madrassah - 608195",4,"#pc > option:nth-child(4)"
"0608196 -  Jihadi Boys High School - 608196",5,"#pc > option:nth-child(5)"
"0608197 -  Haji Rokhan Mosque - 608197",6,"#pc > option:nth-child(6)"
"0608198 -  Hakim Abad Mosque - 608198",7,"#pc > option:nth-child(7)"
"0608199 -  Qailagho High School - 608199",8,"#pc > option:nth-child(8)"
"0608200 -  Malik Yar Hotak High School - 608200",9,"#pc > option:nth-child(9)"
"0608201 -  Kaji Girls High School - 608201",10,"#pc > option:nth-child(10)"
"0608202 -  Sayed Agha Banda - 608202",11,"#pc > option:nth-child(11)"
"0608203 -  Sour Daag High School - 608203",12,"#pc > option:nth-child(12)"
"0608204 -  Bar Bahar High School - 608204",13,"#pc > option:nth-child(13)"
"0608205 - Koz Bahar High School  - 608205",14,"#pc > option:nth-child(14)"
"0608206 -  Kala Khil Primary School - 608206",15,"#pc > option:nth-child(15)"
"0608207 -  Lokhi High School - 608207",16,"#pc > option:nth-child(16)"
"0608208 -  Chamtala Mosque - 608208",17,"#pc > option:nth-child(17)"
"0608209 -  Chimtala High School - 608209",18,"#pc > option:nth-child(18)"
"0608210 -  Chimtala Camp Clinic - 608210",19,"#pc > option:nth-child(19)"
"0608211 -  Arghach Mosque - 608211",20,"#pc > option:nth-child(20)"
"0608215 -  Ghulam Haider Khan High School - 608215",21,"#pc > option:nth-child(21)"
"0608217 -  Shiekhano Kalai Mosque - 608217",22,"#pc > option:nth-child(22)"
"0608218 -  Do Aabah School - 608218",23,"#pc > option:nth-child(23)"
"0608219 -  Tatang School - 608219",24,"#pc > option:nth-child(24)"
"0608220 -  Tatang Clinic - 608220",25,"#pc > option:nth-child(25)"
"0609221 -  Girls High Shool - 609221",1,"#pc > option:nth-child(1)"
"0609222 -  Lowarrtai Mosque - 609222",2,"#pc > option:nth-child(2)"
"0609223 -  Se Pai Kali Mosque - 609223",3,"#pc > option:nth-child(3)"
"0609224 -  Bati Kot School - 609224",4,"#pc > option:nth-child(4)"
"0609225 -  Daman Mosque - 609225",5,"#pc > option:nth-child(5)"
"0609226 -  Spagani Konj - 609226",6,"#pc > option:nth-child(6)"
"0609227 -  Farm 3 Jame Mosque - 609227",7,"#pc > option:nth-child(7)"
"0609228 -  Speen Khowarr Mosque - 609228",8,"#pc > option:nth-child(8)"
"0609229 -  25 Wyale School - 609229",9,"#pc > option:nth-child(9)"
"0609230 -  Garbawah Mosque - 609230",10,"#pc > option:nth-child(10)"
"0609231 -  Takyah School - 609231",11,"#pc > option:nth-child(11)"
"0609232 -  Gandyani Mosque - 609232",12,"#pc > option:nth-child(12)"
"0609233 -  Zyarat Mosque - 609233",13,"#pc > option:nth-child(13)"
"0609234 -  Chahardehi Mosque - 609234",14,"#pc > option:nth-child(14)"
"0609235 -  Mashwanni Clinic - 609235",15,"#pc > option:nth-child(15)"
"0609236 -  Boys High School - 609236",16,"#pc > option:nth-child(16)"
"0609237 -  Kochi Banda Mosque - 609237",17,"#pc > option:nth-child(17)"
"0609238 -  Barekab School - 609238",18,"#pc > option:nth-child(18)"
"0609239 -  Sofyano Kali Mosque - 609239",19,"#pc > option:nth-child(19)"
"0609240 -  Farm 4 Jame Mosque - 609240",20,"#pc > option:nth-child(20)"
"0609241 -  Gerah tai Girls School - 609241",21,"#pc > option:nth-child(21)"
"0610243 -  Primary School - 610243",1,"#pc > option:nth-child(1)"
"0610244 -  Jaw Darah Jame Mosque - 610244",2,"#pc > option:nth-child(2)"
"0610245 -  Deh Bala High School - 610245",3,"#pc > option:nth-child(3)"
"0610246 -  Da Ghokht Maidan Mosque - 610246",4,"#pc > option:nth-child(4)"
"0610247 -  Mareez Boys High School - 610247",5,"#pc > option:nth-child(5)"
"0610248 -  Yaghiband Primary School - 610248",6,"#pc > option:nth-child(6)"
"0610249 -  Ghalnai School - 610249",7,"#pc > option:nth-child(7)"
"0610250 -   Da Guzari Mosque - 610250",8,"#pc > option:nth-child(8)"
"0610251 -  Shpolah Boys High School - 610251",9,"#pc > option:nth-child(9)"
"0610254 -  Payeen Lycee High School - 610254",10,"#pc > option:nth-child(10)"
"0611258 -  Bangzar Mosque - 611258",1,"#pc > option:nth-child(1)"
"0611259 -  Payenda Khil Mosque - 611259",2,"#pc > option:nth-child(2)"
"0611260 -  Pacheer Primary School - 611260",3,"#pc > option:nth-child(3)"
"0611261 -  Mullah Saheb Mosque - 611261",4,"#pc > option:nth-child(4)"
"0611262 -  Barbarah Mosque - 611262",5,"#pc > option:nth-child(5)"
"0611263 -  Kozagam High School - 611263",6,"#pc > option:nth-child(6)"
"0611264 -  Koz Saber Mosque - 611264",7,"#pc > option:nth-child(7)"
"0611265 -  Omer Bin Khetab Madrassah - 611265",8,"#pc > option:nth-child(8)"
"0611266 -  Landi Khil School - 611266",9,"#pc > option:nth-child(9)"
"0611267 -  Morkai Primary School - 611267",10,"#pc > option:nth-child(10)"
"0611268 -  Marah Kala Primary School - 611268",11,"#pc > option:nth-child(11)"
"0611269 -  Pacheera Gam School - 611269",12,"#pc > option:nth-child(12)"
"0611270 -  Bami Khil Mosque - 611270",13,"#pc > option:nth-child(13)"
"0611271 -  Garikhil School - 611271",14,"#pc > option:nth-child(14)"
"0612273 -  Girls Secondary School - 612273",1,"#pc > option:nth-child(1)"
"0612274 -  Qalla Shahi Boys High School - 612274",2,"#pc > option:nth-child(2)"
"0612275 -  Qalla Shahi Girls School - 612275",3,"#pc > option:nth-child(3)"
"0612276 -  Bar Kot School - 612276",4,"#pc > option:nth-child(4)"
"0612277 -  Shakyali Mosque - 612277",5,"#pc > option:nth-child(5)"
"0612278 -  Bambah Kot Mosque - 612278",6,"#pc > option:nth-child(6)"
"0612279 -  Sotan Mosque - 612279",7,"#pc > option:nth-child(7)"
"0612280 -  Lamah Tak Mosque - 612280",8,"#pc > option:nth-child(8)"
"0612281 -  Majgandol School - 612281",9,"#pc > option:nth-child(9)"
"0612282 -  Watran School - 612282",10,"#pc > option:nth-child(10)"
"0612283 -  Sheemol Mosque - 612283",11,"#pc > option:nth-child(11)"
"0612284 -  Kandak Mosque - 612284",12,"#pc > option:nth-child(12)"
"0612285 -  Waigal Mosque - 612285",13,"#pc > option:nth-child(13)"
"0612286 -  Odrak School - 612286",14,"#pc > option:nth-child(14)"
"0612287 -  Shaheed Mahmoud Shah Secondary School - 612287",15,"#pc > option:nth-child(15)"
"0612288 -  Sarwarr Mosque - 612288",16,"#pc > option:nth-child(16)"
"0613289 -  School  - 613289",1,"#pc > option:nth-child(1)"
"0613290 -  Pourshah Khil Girls High School - 613290",2,"#pc > option:nth-child(2)"
"0613291 -  Pourshah Khil Primary School - 613291",3,"#pc > option:nth-child(3)"
"0613292 -  Loy Jomat Bandook Mosque - 613292",4,"#pc > option:nth-child(4)"
"0613293 -  Loy Jomat Se Pai Kalai Mosque - 613293",5,"#pc > option:nth-child(5)"
"0613294 -  Open ground Se pai Kalai - 613294",6,"#pc > option:nth-child(6)"
"0613295 -  Pourshah Khil Boys High School - 613295",7,"#pc > option:nth-child(7)"
"0613296 -  Sayed Ahmad Khil Secondary School - 613296",8,"#pc > option:nth-child(8)"
"0613297 -  Dwani Kali Maidan (Dwani Kali Ground) - 613297",9,"#pc > option:nth-child(9)"
"0613298 -  Dwani Kali Loy Jomat Mosque - 613298",10,"#pc > option:nth-child(10)"
"0613299 -  Atta Khan Maidan (Atta Khan Ground) - 613299",11,"#pc > option:nth-child(11)"
"0613300 -  Atta Khan Loy Jomat Mosque - 613300",12,"#pc > option:nth-child(12)"
"0613301 -  Kot High School - 613301",13,"#pc > option:nth-child(13)"
"0613302 -  Haidar Khani Loy Jomat Mosque - 613302",14,"#pc > option:nth-child(14)"
"0613303 - Azad Maidan (Open Ground) - 613303",15,"#pc > option:nth-child(15)"
"0613304 -  Tarli Maidan (Tarli Ground) - 613304",16,"#pc > option:nth-child(16)"
"0613305 -  Tareli Old Mosque - 613305",17,"#pc > option:nth-child(17)"
"0614306 -  Sarband Primary School - 614306",1,"#pc > option:nth-child(1)"
"0614307 -  Arrkhi Mosque - 614307",2,"#pc > option:nth-child(2)"
"0614308 -  Goshtah Girls Secondary School - 614308",3,"#pc > option:nth-child(3)"
"0614309 -  Hameed Momand School - 614309",4,"#pc > option:nth-child(4)"
"0614310 -  Mullah Rahmat Ba Ba Girls High School - 614310",5,"#pc > option:nth-child(5)"
"0614311 -  Yaqoub Khil Mosque - 614311",6,"#pc > option:nth-child(6)"
"0614312 -  Warsak School - 614312",7,"#pc > option:nth-child(7)"
"0614313 -  Aragha Kali Mosque - 614313",8,"#pc > option:nth-child(8)"
"0614314 -  Zyarat Gaad School - 614314",9,"#pc > option:nth-child(9)"
"0614315 -  Shah Lala School - 614315",10,"#pc > option:nth-child(10)"
"0614316 -  Torgani School - 614316",11,"#pc > option:nth-child(11)"
"0614317 -  Darukhil School - 614317",12,"#pc > option:nth-child(12)"
"0614318 -  Da Lalo Kali Mosque - 614318",13,"#pc > option:nth-child(13)"
"0614319 -  Mamakhil School - 614319",14,"#pc > option:nth-child(14)"
"0614320 -  Daag Kali Primary School - 614320",15,"#pc > option:nth-child(15)"
"0615321 -  Zaree Khola Jomat Mosque - 615321",1,"#pc > option:nth-child(1)"
"0615324 -  Bar Akbar Khil Miajee Mosque - 615324",2,"#pc > option:nth-child(2)"
"0615325 -  Bar Akbar Khil Mosque - 615325",3,"#pc > option:nth-child(3)"
"0615326 -  Shaheed Gul Asghar High School - 615326",4,"#pc > option:nth-child(4)"
"0615327 -  Meerano Kalai Mosque - 615327",5,"#pc > option:nth-child(5)"
"0615328 -  Garroko Zyarat Madrassah - 615328",6,"#pc > option:nth-child(6)"
"0615329 -  Bandar Kholah Jame Mosque - 615329",7,"#pc > option:nth-child(7)"
"0615330 -  Peero Khil New Jame Mosque - 615330",8,"#pc > option:nth-child(8)"
"0615331 -  Da Sarak Kuhna High School - 615331",9,"#pc > option:nth-child(9)"
"0615332 -  Khwar Akhundzadagan Jame Mosque - 615332",10,"#pc > option:nth-child(10)"
"0615333 -  Khadi Ragha Khwaga Khil Mosque - 615333",11,"#pc > option:nth-child(11)"
"0615339 -  Zorr Jomat Mosque (OLD Mosque) - 615339",12,"#pc > option:nth-child(12)"
"0615346 -  Gawi Kali Mosque - 615346",13,"#pc > option:nth-child(13)"
"0615347 -  Raagha Kali Mosque - 615347",14,"#pc > option:nth-child(14)"
"0615348 -  Pekhi Primary School - 615348",15,"#pc > option:nth-child(15)"
"0615349 -  Pekhi Dokan Kali Mosque - 615349",16,"#pc > option:nth-child(16)"
"0616358 -  Kangalan Mosque - 616358",1,"#pc > option:nth-child(1)"
"0616359 -  Dagah School - 616359",2,"#pc > option:nth-child(2)"
"0616360 -  Hazrat Bilal Madrassah - 616360",3,"#pc > option:nth-child(3)"
"0616361 -  Al Fatah High School - 616361",4,"#pc > option:nth-child(4)"
"0616362 -  Tableeghiano Markaz (Tableeghi center) - 616362",5,"#pc > option:nth-child(5)"
"0616363 -  Hospital Mosque - 616363",6,"#pc > option:nth-child(6)"
"0616364 -  28 Weyalah School - 616364",7,"#pc > option:nth-child(7)"
"0616365 -  Speen Pul Mosque - 616365",8,"#pc > option:nth-child(8)"
"0616366 -  Mar Koh High School - 616366",9,"#pc > option:nth-child(9)"
"0616367 -  26 Weyalah High School - 616367",10,"#pc > option:nth-child(10)"
"0616368 -  Hazrat Bilal Mosque - 616368",11,"#pc > option:nth-child(11)"
"0616369 -  Golayee High School - 616369",12,"#pc > option:nth-child(12)"
"0616370 -  Syah Chob Mosque - 616370",13,"#pc > option:nth-child(13)"
"0617371 -  Torkham Clinic - 617371",1,"#pc > option:nth-child(1)"
"0617372 -  Kamah Dagah Mosque - 617372",2,"#pc > option:nth-child(2)"
"0617373 -  Dakah High School - 617373",3,"#pc > option:nth-child(3)"
"0617374 -  Sulh e Azadi Tujarati High School - 617374",4,"#pc > option:nth-child(4)"
"0617375 -  Utmanzai Mosque - 617375",5,"#pc > option:nth-child(5)"
"0617376 -  Gerdi Ghous High School - 617376",6,"#pc > option:nth-child(6)"
"0617377 -  Kolali Kali Mosque - 617377",7,"#pc > option:nth-child(7)"
"0617378 -  Ghazgai High School - 617378",8,"#pc > option:nth-child(8)"
"0617379 -  Kandaw Kali Mosque - 617379",9,"#pc > option:nth-child(9)"
"0617380 -  Hazar Naw High School - 617380",10,"#pc > option:nth-child(10)"
"0617381 -  Pass Kalai Pacha Khil Mosque - 617381",11,"#pc > option:nth-child(11)"
"0617382 -  Hadeere Kali Mosque - 617382",12,"#pc > option:nth-child(12)"
"0617383 -  Imal Khan High School - 617383",13,"#pc > option:nth-child(13)"
"0617387 -  Ali Jan Qalla Mosque - 617387",14,"#pc > option:nth-child(14)"
"0617388 -  Daman Kali Speen Jomat Mosque - 617388",15,"#pc > option:nth-child(15)"
"0618390 -  Sher Abad High School - 618390",1,"#pc > option:nth-child(1)"
"0618391 -  Eidgah Mosque - 618391",2,"#pc > option:nth-child(2)"
"0618392 -  Gul Daag High School - 618392",3,"#pc > option:nth-child(3)"
"0618393 -  Chaknoor High School - 618393",4,"#pc > option:nth-child(4)"
"0619399 -  Mama Khil High School - 619399",1,"#pc > option:nth-child(1)"
"0620413 -  Jai Sar Mosque - 620413",1,"#pc > option:nth-child(1)"
"0620414 -  Morchal Kali Maidan (Morchal village ground) - 620414",2,"#pc > option:nth-child(2)"
"0620415 -  Tarkhi Primary School - 620415",3,"#pc > option:nth-child(3)"
"0620416 -  Speen Jomat Maidan (Speen Jomat Mosque ground) - 620416",4,"#pc > option:nth-child(4)"
"0620417 -  Surobi High School - 620417",5,"#pc > option:nth-child(5)"
"0620418 -  Nasrat Mosque - 620418",6,"#pc > option:nth-child(6)"
"0620419 -  Gharbi Landai Mosque - 620419",7,"#pc > option:nth-child(7)"
"0620420 -  Zarrah Landai Mosque - 620420",8,"#pc > option:nth-child(8)"
"0621428 -  Aragha School - 621428",1,"#pc > option:nth-child(1)"
"0621430 -  Raagha Mosque - 621430",2,"#pc > option:nth-child(2)"
"0621431 -  Syah Aab - 621431",3,"#pc > option:nth-child(3)"
"0622446 -  Srah Gatah Secondary School - 622446",1,"#pc > option:nth-child(1)"
"0622447 -  Chinar Secondary School - 622447",2,"#pc > option:nth-child(2)"
"0622448 -  Koze Wachi Lagdai Mosque - 622448",3,"#pc > option:nth-child(3)"
"0622449 -  Sasobai School - 622449",4,"#pc > option:nth-child(4)"
"0622450 -  Garrhoko Kali Jame Mosque - 622450",5,"#pc > option:nth-child(5)"
"0622451 -  Khowarr Menah Jame Mosque - 622451",6,"#pc > option:nth-child(6)"
"0622452 -  Enzar Kalai Secondary School - 622452",7,"#pc > option:nth-child(7)"
"0622453 -  Sholgar School - 622453",8,"#pc > option:nth-child(8)"
"0622454 -  Soor Kandaw Mosque - 622454",9,"#pc > option:nth-child(9)"
"0622455 -  Shagai Jame Mosque - 622455",10,"#pc > option:nth-child(10)"
"0622456 -  Zyarat Kali Mosque - 622456",11,"#pc > option:nth-child(11)"
"0622457 -  Ghozgai Primary School - 622457",12,"#pc > option:nth-child(12)"
"0623334 -  Marouf Cheenah Jame Mosque - 623334",1,"#pc > option:nth-child(1)"
"0623337 -  Maidanak Jame Mosque - 623337",2,"#pc > option:nth-child(2)"
"0623338 -  Da Kahi High School - 623338",3,"#pc > option:nth-child(3)"
"0623341 -  Sandooq Kali Jame Mosque - 623341",4,"#pc > option:nth-child(4)"
"0623342 -  Da Wach Kotaio aw Dawlat Khilo Mosque - 623342",5,"#pc > option:nth-child(5)"
"0623343 -  Ali Aka Khil Old Mosque - 623343",6,"#pc > option:nth-child(6)"
"0623344 -  Acheen High School - 623344",7,"#pc > option:nth-child(7)"
"0623345 -  Tereli Primary School - 623345",8,"#pc > option:nth-child(8)"
"0623350 -  Mullah Saeb Zyarat Mosque - 623350",9,"#pc > option:nth-child(9)"
"0623351 -  Asad Khilo School - 623351",10,"#pc > option:nth-child(10)"
"0623352 -  Ilyas Ba Ba School - 623352",11,"#pc > option:nth-child(11)"
"0623353 -  Mast Ba Ba School - 623353",12,"#pc > option:nth-child(12)"
"0623355 -  Shokannai Primary School - 623355",13,"#pc > option:nth-child(13)"
"0601001 - Abdul Rahim School - 601001",1,"#pc > option:nth-child(1)"
"0601002 - Abdul Wakeel High School - 601002",2,"#pc > option:nth-child(2)"
"0601003 - Hazrat Abu Qatadah Jame Mosque - 601003",3,"#pc > option:nth-child(3)"
"0601004 - Campono Mosque - 601004",4,"#pc > option:nth-child(4)"
"0601005 - Sediqullah Reshteen School - 601005",5,"#pc > option:nth-child(5)"
"0601006 - Speen Jumat Mosque - 601006",6,"#pc > option:nth-child(6)"
"0601007 - Serajul Emarat garden - 601007",7,"#pc > option:nth-child(7)"
"0601047 - Abdullah Bin Maoud Mosque - 601047",8,"#pc > option:nth-child(8)"
"0601008 - Angor Bagh Jame Mosque - 601008",1,"#pc > option:nth-child(1)"
"0601009 - Gumrak Mosque - 601009",2,"#pc > option:nth-child(2)"
"0601010 - Ameer Shaheed Garden - 601010",3,"#pc > option:nth-child(3)"
"0601011 - Bibi Hawa High School - 601011",4,"#pc > option:nth-child(4)"
"0601012 - Mia Omer School - 601012",5,"#pc > option:nth-child(5)"
"0601013 - Itefaq Mosque - 601013",6,"#pc > option:nth-child(6)"
"0601014 - Arabano School - 601014",1,"#pc > option:nth-child(1)"
"0601015 - Taqwa Mosque - 601015",2,"#pc > option:nth-child(2)"
"0601016 - Imam Bukhari High School - 601016",3,"#pc > option:nth-child(3)"
"0601017 - Lycee Tajrubawi (Experimental High School) - 601017",4,"#pc > option:nth-child(4)"
"0601018 - Bibi Zainab School - 601018",5,"#pc > option:nth-child(5)"
"0601019 - Chaknori High School - 601019",6,"#pc > option:nth-child(6)"
"0601020 - Directorate of Women Affairs - 601020",7,"#pc > option:nth-child(7)"
"0601021 - Mehtarlam Jame Mosque - 601021",8,"#pc > option:nth-child(8)"
"0601022 - Zafar Abad Mosque - 601022",1,"#pc > option:nth-child(1)"
"0601023 - Majboor Abad Jame Mosque - 601023",2,"#pc > option:nth-child(2)"
"0601024 - Majboor Abad School - 601024",3,"#pc > option:nth-child(3)"
"0601025 - Irrigation Directorate - 601025",4,"#pc > option:nth-child(4)"
"0601026 - Abdullah Bin Masoud Jame Mosque - 601026",5,"#pc > option:nth-child(5)"
"0601027 - Base Ikmalati Mosque - 601027",6,"#pc > option:nth-child(6)"
"0601028 - Zarat High School (Agricultur Lycee) - 601028",7,"#pc > option:nth-child(7)"
"0601029 - Nusrat High School - 601029",8,"#pc > option:nth-child(8)"
"0601030 - Bibi Ayesha High School - 601030",9,"#pc > option:nth-child(9)"
"0601031 - Eidgah Mosque - 601031",10,"#pc > option:nth-child(10)"
"0601032 - Nangarhar High School - 601032",11,"#pc > option:nth-child(11)"
"0601033 - Shanzdah Family Mosque - 601033",12,"#pc > option:nth-child(12)"
