"pc_code","ps_code","ps_type","planned_ps","prelim_results_reporting","final_results_reporting","ps_status"
"0101076","0101076-01","M","YES","YES","YES","PS Validated"
"0101076","0101076-02","F","YES","YES","YES","PS Validated"
"0101077","0101077-01","M","YES","YES","YES","PS Validated"
"0101077","0101077-02","M","YES","YES","YES","PS Validated"
"0101077","0101077-03","M","YES","YES","YES","PS Validated"
"0101077","0101077-04","M","YES","YES","YES","PS Validated"
"0101077","0101077-05","M","YES","YES","YES","PS Validated"
"0101077","0101077-06","M","YES","YES","YES","PS Validated"
"0101077","0101077-07","F","YES","YES","YES","PS Validated"
"0101077","0101077-08","F","YES","YES","YES","PS Validated"
"0101077","0101077-09","F","YES","YES","YES","PS Validated"
"0101078","0101078-01","M","YES","YES","YES","PS Validated"
"0101078","0101078-02","K","YES","YES","YES","PS Validated"
"0101078","0101078-03","K","YES","YES","NO","PS Validated"
"0101078","0101078-04","K","YES","YES","NO","PS Validated"
"0101078","0101078-05","K","YES","YES","NO","PS Validated"
"0101078","0101078-06","K","YES","YES","NO","PS Validated"
"0101078","0101078-07","K","YES","YES","NO","PS Validated"
"0101079","0101079-01","M","YES","YES","YES","PS Validated"
"0101079","0101079-02","F","YES","YES","YES","PS Validated"
"0101080","0101080-01","M","YES","YES","YES","PS Validated"
"0101080","0101080-02","M","YES","YES","YES","PS Validated"
"0101080","0101080-03","F","YES","YES","YES","PS Validated"
"0101081","0101081-01","M","YES","YES","YES","PS Validated"
"0101081","0101081-02","M","YES","YES","YES","PS Validated"
"0101081","0101081-03","F","YES","YES","YES","PS Validated"
"0101082","0101082-01","M","YES","YES","YES","PS Validated"
"0101082","0101082-02","M","YES","YES","YES","PS Validated"
"0101082","0101082-03","M","YES","YES","YES","PS Validated"
"0101082","0101082-04","M","YES","YES","YES","PS Validated"
"0101082","0101082-05","M","YES","YES","YES","PS Validated"
"0101082","0101082-06","F","YES","YES","YES","PS Validated"
"0101082","0101082-07","F","YES","YES","YES","PS Validated"
"0101082","0101082-08","F","YES","YES","YES","PS Validated"
"0101083","0101083-01","M","YES","YES","YES","PS Validated"
"0101083","0101083-02","M","YES","YES","YES","PS Validated"
"0101083","0101083-03","F","YES","YES","YES","PS Validated"
"0101084","0101084-01","F","YES","YES","YES","PS Validated"
"0101084","0101084-02","K","YES","YES","YES","PS Validated"
"0101084","0101084-03","K","YES","YES","YES","PS Validated"
"0101084","0101084-04","K","YES","YES","YES","PS Validated"
"0101085","0101085-01","M","YES","YES","YES","PS Validated"
"0101085","0101085-02","F","YES","YES","YES","PS Validated"
"0101086","0101086-01","M","YES","YES","YES","PS Validated"
"0101086","0101086-02","M","YES","YES","YES","PS Validated"
"0101086","0101086-03","M","YES","YES","YES","PS Validated"
"0101086","0101086-04","M","YES","YES","YES","PS Validated"
"0101086","0101086-05","M","YES","YES","YES","PS Validated"
"0101086","0101086-06","M","YES","YES","YES","PS Validated"
"0101086","0101086-07","F","YES","YES","YES","PS Validated"
"0101086","0101086-08","F","YES","YES","YES","PS Validated"
"0101086","0101086-09","F","YES","YES","YES","PS Validated"
"0101086","0101086-10","F","YES","YES","YES","PS Validated"
"0101087","0101087-01","M","YES","YES","YES","PS Validated"
"0101087","0101087-02","M","YES","YES","YES","PS Validated"
"0101087","0101087-03","M","YES","YES","YES","PS Validated"
"0101087","0101087-04","M","YES","YES","YES","PS Validated"
"0101087","0101087-05","M","YES","YES","YES","PS Validated"
"0101087","0101087-06","M","YES","YES","YES","PS Validated"
"0101087","0101087-07","M","YES","YES","YES","PS Validated"
"0101087","0101087-08","F","YES","YES","YES","PS Validated"
"0101087","0101087-09","F","YES","YES","YES","PS Validated"
"0101087","0101087-10","F","YES","YES","YES","PS Validated"
"0101087","0101087-11","F","YES","YES","YES","PS Validated"
"0101088","0101088-01","M","YES","YES","YES","PS Validated"
"0101088","0101088-02","M","YES","YES","YES","PS Validated"
"0101088","0101088-03","F","YES","YES","YES","PS Validated"
"0101089","0101089-01","M","YES","YES","YES","PS Validated"
"0101089","0101089-02","M","YES","YES","YES","PS Validated"
"0101089","0101089-03","M","YES","YES","YES","PS Validated"
"0101089","0101089-04","M","YES","YES","YES","PS Validated"
"0101089","0101089-05","M","YES","YES","YES","PS Validated"
"0101089","0101089-06","M","YES","YES","YES","PS Validated"
"0101089","0101089-07","F","YES","YES","YES","PS Validated"
"0101089","0101089-08","F","YES","YES","YES","PS Validated"
"0101089","0101089-09","F","YES","YES","YES","PS Validated"
"0101089","0101089-10","F","YES","YES","YES","PS Validated"
"0101090","0101090-01","M","YES","YES","YES","PS Validated"
"0101090","0101090-02","F","YES","YES","YES","PS Validated"
"0101091","0101091-01","M","YES","YES","YES","PS Validated"
"0101091","0101091-02","M","YES","YES","YES","PS Validated"
"0101091","0101091-03","M","YES","YES","YES","PS Validated"
"0101091","0101091-04","F","YES","YES","YES","PS Validated"
"0101091","0101091-05","F","YES","YES","YES","PS Validated"
"0101092","0101092-01","M","YES","YES","YES","PS Validated"
"0101092","0101092-02","M","YES","YES","YES","PS Validated"
"0101092","0101092-03","F","YES","YES","YES","PS Validated"
"0101093","0101093-01","M","YES","NO","NO","PS Validated"
"0101093","0101093-02","M","YES","NO","NO","PS Validated"
"0101093","0101093-03","F","YES","NO","NO","PS Validated"
"0101094","0101094-01","M","YES","YES","YES","PS Validated"
"0101094","0101094-02","M","YES","YES","YES","PS Validated"
"0101094","0101094-03","M","YES","YES","YES","PS Validated"
"0101094","0101094-04","M","YES","YES","YES","PS Validated"
"0101094","0101094-05","M","YES","YES","YES","PS Validated"
"0101094","0101094-06","M","YES","YES","YES","PS Validated"
"0101094","0101094-07","M","YES","YES","YES","PS Validated"
"0101094","0101094-08","F","YES","YES","YES","PS Validated"
"0101094","0101094-09","F","YES","YES","YES","PS Validated"
"0101094","0101094-10","F","YES","YES","YES","PS Validated"
"0101095","0101095-01","M","YES","YES","YES","PS Validated"
"0101095","0101095-02","M","YES","YES","YES","PS Validated"
"0101095","0101095-03","M","YES","YES","YES","PS Validated"
"0101095","0101095-04","M","YES","YES","YES","PS Validated"
"0101095","0101095-05","M","YES","YES","YES","PS Validated"
"0101095","0101095-06","F","YES","YES","YES","PS Validated"
"0101095","0101095-07","F","YES","YES","YES","PS Validated"
"0101095","0101095-08","F","YES","YES","YES","PS Validated"
"0101096","0101096-01","M","YES","YES","YES","PS Validated"
"0101096","0101096-02","M","YES","YES","YES","PS Validated"
"0101096","0101096-03","M","YES","YES","YES","PS Validated"
"0101096","0101096-04","F","YES","YES","YES","PS Validated"
"0101096","0101096-05","F","YES","YES","YES","PS Validated"
"0101097","0101097-01","M","YES","YES","YES","PS Validated"
"0101097","0101097-02","M","YES","YES","YES","PS Validated"
"0101097","0101097-03","M","YES","YES","YES","PS Validated"
"0101097","0101097-04","M","YES","YES","YES","PS Validated"
"0101097","0101097-05","M","YES","YES","YES","PS Validated"
"0101097","0101097-06","F","YES","YES","YES","PS Validated"
"0101097","0101097-07","F","YES","YES","YES","PS Validated"
"0101097","0101097-08","F","YES","YES","YES","PS Validated"
"0101098","0101098-01","M","YES","YES","YES","PS Validated"
"0101098","0101098-02","M","YES","YES","YES","PS Validated"
"0101098","0101098-03","M","YES","YES","YES","PS Validated"
"0101098","0101098-04","M","YES","YES","YES","PS Validated"
"0101098","0101098-05","M","YES","YES","YES","PS Validated"
"0101098","0101098-06","M","YES","YES","YES","PS Validated"
"0101098","0101098-07","F","YES","YES","YES","PS Validated"
"0101098","0101098-08","F","YES","YES","YES","PS Validated"
"0101098","0101098-09","F","YES","YES","YES","PS Validated"
"0101098","0101098-10","F","YES","YES","YES","PS Validated"
"0101099","0101099-01","M","YES","YES","YES","PS Validated"
"0101099","0101099-02","M","YES","YES","YES","PS Validated"
"0101099","0101099-03","F","YES","YES","YES","PS Validated"
"0101100","0101100-01","M","YES","YES","YES","PS Validated"
"0101100","0101100-02","M","YES","YES","YES","PS Validated"
"0101100","0101100-03","M","YES","YES","YES","PS Validated"
"0101100","0101100-04","M","YES","YES","YES","PS Validated"
"0101100","0101100-05","M","YES","YES","YES","PS Validated"
"0101100","0101100-06","M","YES","YES","YES","PS Validated"
"0101100","0101100-07","M","YES","YES","YES","PS Validated"
"0101100","0101100-08","M","YES","YES","YES","PS Validated"
"0101100","0101100-09","F","YES","YES","YES","PS Validated"
"0101100","0101100-10","F","YES","YES","YES","PS Validated"
"0101100","0101100-11","F","YES","YES","YES","PS Validated"
"0101100","0101100-12","F","YES","YES","YES","PS Validated"
"0101101","0101101-01","M","YES","YES","YES","PS Validated"
"0101101","0101101-02","M","YES","YES","YES","PS Validated"
"0101101","0101101-03","M","YES","YES","YES","PS Validated"
"0101101","0101101-04","F","YES","YES","YES","PS Validated"
"0101102","0101102-01","M","YES","YES","YES","PS Validated"
"0101102","0101102-02","M","YES","YES","YES","PS Validated"
"0101102","0101102-03","F","YES","YES","YES","PS Validated"
"0101103","0101103-01","M","YES","YES","YES","PS Validated"
"0101103","0101103-02","M","YES","YES","YES","PS Validated"
"0101103","0101103-03","M","YES","YES","YES","PS Validated"
"0101103","0101103-04","M","YES","YES","YES","PS Validated"
"0101103","0101103-05","F","YES","YES","YES","PS Validated"
"0101103","0101103-06","F","YES","YES","YES","PS Validated"
"0101104","0101104-01","M","YES","YES","YES","PS Validated"
"0101104","0101104-02","M","YES","YES","YES","PS Validated"
"0101104","0101104-03","M","YES","YES","YES","PS Validated"
"0101104","0101104-04","M","YES","YES","YES","PS Validated"
"0101104","0101104-05","M","YES","YES","YES","PS Validated"
"0101104","0101104-06","M","YES","YES","YES","PS Validated"
"0101104","0101104-07","M","YES","YES","YES","PS Validated"
"0101104","0101104-08","M","YES","YES","YES","PS Validated"
"0101104","0101104-09","M","YES","YES","YES","PS Validated"
"0101104","0101104-10","M","YES","YES","YES","PS Validated"
"0101104","0101104-11","F","YES","YES","YES","PS Validated"
"0101104","0101104-12","F","YES","YES","YES","PS Validated"
"0101104","0101104-13","F","YES","YES","YES","PS Validated"
"0101104","0101104-14","F","YES","YES","YES","PS Validated"
"0101104","0101104-15","F","YES","YES","YES","PS Validated"
"0101105","0101105-01","M","YES","YES","YES","PS Validated"
"0101105","0101105-02","M","YES","YES","YES","PS Validated"
"0101105","0101105-03","F","YES","YES","YES","PS Validated"
"0101106","0101106-01","M","YES","YES","YES","PS Validated"
"0101106","0101106-02","M","YES","YES","YES","PS Validated"
"0101106","0101106-03","M","YES","YES","YES","PS Validated"
"0101106","0101106-04","F","YES","YES","NO","PS Validated"
"0101106","0101106-05","F","YES","YES","NO","PS Validated"
"0101107","0101107-01","M","YES","YES","YES","PS Validated"
"0101107","0101107-02","M","YES","YES","YES","PS Validated"
"0101107","0101107-03","M","YES","YES","YES","PS Validated"
"0101107","0101107-04","F","YES","YES","NO","PS Validated"
"0101107","0101107-05","F","YES","YES","NO","PS Validated"
"0101108","0101108-01","M","YES","YES","YES","PS Validated"
"0101108","0101108-02","M","YES","YES","YES","PS Validated"
"0101108","0101108-03","M","YES","YES","YES","PS Validated"
"0101108","0101108-04","M","YES","YES","YES","PS Validated"
"0101108","0101108-05","M","YES","YES","YES","PS Validated"
"0101108","0101108-06","M","YES","YES","YES","PS Validated"
"0101108","0101108-07","M","YES","YES","YES","PS Validated"
"0101108","0101108-08","M","YES","YES","YES","PS Validated"
"0101108","0101108-09","M","YES","YES","YES","PS Validated"
"0101108","0101108-10","F","YES","YES","YES","PS Validated"
"0101108","0101108-11","F","YES","YES","YES","PS Validated"
"0101108","0101108-12","F","YES","YES","YES","PS Validated"
"0101108","0101108-13","F","YES","YES","YES","PS Validated"
"0101109","0101109-01","M","YES","YES","YES","PS Validated"
"0101109","0101109-02","M","YES","YES","YES","PS Validated"
"0101109","0101109-03","M","YES","YES","YES","PS Validated"
"0101109","0101109-04","M","YES","YES","YES","PS Validated"
"0101109","0101109-05","M","YES","YES","YES","PS Validated"
"0101109","0101109-06","M","YES","YES","YES","PS Validated"
"0101109","0101109-07","M","YES","YES","YES","PS Validated"
"0101109","0101109-08","M","YES","YES","YES","PS Validated"
"0101109","0101109-09","F","YES","YES","YES","PS Validated"
"0101109","0101109-10","F","YES","YES","YES","PS Validated"
"0101109","0101109-11","F","YES","YES","YES","PS Validated"
"0101109","0101109-12","F","YES","YES","YES","PS Validated"
"0101110","0101110-01","M","YES","YES","YES","PS Validated"
"0101110","0101110-02","M","YES","YES","YES","PS Validated"
"0101110","0101110-03","M","YES","YES","YES","PS Validated"
"0101110","0101110-04","F","YES","YES","YES","PS Validated"
"0101111","0101111-01","M","YES","YES","YES","PS Validated"
"0101111","0101111-02","M","YES","YES","YES","PS Validated"
"0101111","0101111-03","M","YES","YES","YES","PS Validated"
"0101111","0101111-04","M","YES","YES","YES","PS Validated"
"0101111","0101111-05","F","YES","YES","YES","PS Validated"
"0101111","0101111-06","F","YES","YES","YES","PS Validated"
"0101112","0101112-01","M","YES","YES","YES","PS Validated"
"0101112","0101112-02","M","YES","YES","YES","PS Validated"
"0101112","0101112-03","M","YES","YES","YES","PS Validated"
"0101112","0101112-04","M","YES","YES","YES","PS Validated"
"0101112","0101112-05","F","YES","YES","YES","PS Validated"
"0101112","0101112-06","F","YES","YES","YES","PS Validated"
"0101113","0101113-01","M","YES","YES","YES","PS Validated"
"0101113","0101113-02","M","YES","YES","YES","PS Validated"
"0101113","0101113-03","M","YES","YES","YES","PS Validated"
"0101113","0101113-04","M","YES","YES","YES","PS Validated"
"0101113","0101113-05","F","YES","YES","YES","PS Validated"
"0101113","0101113-06","F","YES","YES","YES","PS Validated"
"0101114","0101114-01","M","YES","YES","YES","PS Validated"
"0101114","0101114-02","M","YES","YES","YES","PS Validated"
"0101114","0101114-03","M","YES","YES","YES","PS Validated"
"0101114","0101114-04","F","YES","YES","YES","PS Validated"
"0101114","0101114-05","F","YES","YES","YES","PS Validated"
"0101115","0101115-01","M","YES","YES","YES","PS Validated"
"0101115","0101115-02","M","YES","YES","YES","PS Validated"
"0101115","0101115-03","M","YES","YES","YES","PS Validated"
"0101115","0101115-04","M","YES","YES","YES","PS Validated"
"0101115","0101115-05","M","YES","YES","YES","PS Validated"
"0101115","0101115-06","F","YES","YES","YES","PS Validated"
"0101115","0101115-07","F","YES","YES","YES","PS Validated"
"0101116","0101116-01","M","YES","YES","YES","PS Validated"
"0101116","0101116-02","M","YES","YES","YES","PS Validated"
"0101116","0101116-03","F","YES","YES","YES","PS Validated"
"0101116","0101116-04","F","YES","YES","YES","PS Validated"
"0101117","0101117-01","M","YES","YES","YES","PS Validated"
"0101117","0101117-02","M","YES","YES","YES","PS Validated"
"0101117","0101117-03","F","YES","YES","YES","PS Validated"
"0101118","0101118-01","M","YES","YES","YES","PS Validated"
"0101118","0101118-02","M","YES","YES","YES","PS Validated"
"0101118","0101118-03","M","YES","YES","YES","PS Validated"
"0101118","0101118-04","M","YES","YES","YES","PS Validated"
"0101118","0101118-05","M","YES","YES","YES","PS Validated"
"0101118","0101118-06","M","YES","YES","YES","PS Validated"
"0101118","0101118-07","M","YES","YES","YES","PS Validated"
"0101118","0101118-08","F","YES","YES","YES","PS Validated"
"0101118","0101118-09","F","YES","YES","YES","PS Validated"
"0101118","0101118-10","F","YES","YES","YES","PS Validated"
"0101118","0101118-11","F","YES","YES","YES","PS Validated"
"0101119","0101119-01","M","YES","YES","YES","PS Validated"
"0101119","0101119-02","M","YES","YES","YES","PS Validated"
"0101119","0101119-03","M","YES","YES","YES","PS Validated"
"0101119","0101119-04","F","YES","YES","YES","PS Validated"
"0101120","0101120-01","M","YES","YES","YES","PS Validated"
"0101120","0101120-02","M","YES","YES","YES","PS Validated"
