"pc_code","ps_code","ps_type","planned_ps","prelim_results_reporting","final_results_reporting","ps_status"
"1020471","1020471-02","M","YES","YES","YES","PS Validated"
"1020471","1020471-03","M","YES","YES","YES","PS Validated"
"1020471","1020471-04","M","YES","YES","NO","PS Validated"
"1020472","1020472-01","F","YES","YES","YES","PS Validated"
"1020472","1020472-02","F","YES","YES","YES","PS Validated"
"1020472","1020472-03","F","YES","YES","YES","PS Validated"
"1020472","1020472-04","F","YES","YES","YES","PS Validated"
"1020473","1020473-01","M","YES","YES","YES","PS Validated"
"1020473","1020473-02","M","YES","YES","YES","PS Validated"
"1020473","1020473-03","M","YES","YES","YES","PS Validated"
"1020473","1020473-04","M","YES","YES","YES","PS Validated"
"1020473","1020473-05","K","YES","YES","YES","PS Validated"
"1020473","1020473-06","K","YES","NO","NO","PS Validated"
"1020474","1020474-01","F","YES","YES","YES","PS Validated"
"1020474","1020474-02","F","YES","YES","YES","PS Validated"
"1020474","1020474-03","F","YES","YES","YES","PS Validated"
"1020474","1020474-04","K","YES","YES","NO","PS Validated"
"1020475","1020475-01","M","YES","YES","YES","PS Validated"
"1020475","1020475-02","M","YES","YES","YES","PS Validated"
"1020475","1020475-03","M","YES","YES","YES","PS Validated"
"1020476","1020476-01","F","YES","YES","YES","PS Validated"
"1020476","1020476-02","F","YES","YES","YES","PS Validated"
"1020477","1020477-01","M","YES","YES","YES","PS Validated"
"1020477","1020477-02","F","YES","YES","YES","PS Validated"
"1020478","1020478-01","M","YES","YES","YES","PS Validated"
"1020478","1020478-02","M","YES","YES","YES","PS Validated"
"1020478","1020478-03","F","YES","YES","NO","PS Validated"
"1020479","1020479-01","M","YES","YES","YES","PS Validated"
"1020479","1020479-02","M","YES","YES","YES","PS Validated"
"1020479","1020479-03","M","YES","YES","YES","PS Validated"
"1020480","1020480-01","F","YES","YES","YES","PS Validated"
"1020480","1020480-02","F","YES","YES","NO","PS Validated"
"1020481","1020481-01","M","YES","YES","YES","PS Validated"
"1020481","1020481-02","M","YES","YES","YES","PS Validated"
"1020481","1020481-03","F","YES","YES","YES","PS Validated"
"1020482","1020482-01","K","YES","YES","YES","PS Validated"
"1020482","1020482-02","K","YES","YES","YES","PS Validated"
"1020482","1020482-03","K","YES","YES","YES","PS Validated"
"1020483","1020483-01","M","YES","YES","YES","PS Validated"
"1020483","1020483-02","F","YES","YES","YES","PS Validated"
"1020483","1020483-03","K","YES","YES","YES","PS Validated"
"1020483","1020483-04","K","YES","YES","NO","PS Validated"
"1021484","1021484-01","M","YES","YES","YES","PS Validated"
"1021484","1021484-02","M","YES","YES","YES","PS Validated"
"1021484","1021484-03","F","YES","YES","YES","PS Validated"
"1021484","1021484-04","F","YES","YES","YES","PS Validated"
"1021485","1021485-01","F","YES","YES","YES","PS Validated"
"1021485","1021485-02","F","YES","YES","YES","PS Validated"
"1021485","1021485-03","F","YES","YES","YES","PS Validated"
"1021486","1021486-01","M","YES","YES","YES","PS Validated"
"1021486","1021486-02","M","YES","YES","YES","PS Validated"
"1021486","1021486-03","M","YES","YES","YES","PS Validated"
"1021487","1021487-01","M","YES","YES","YES","PS Validated"
"1021487","1021487-02","M","YES","YES","YES","PS Validated"
"1021487","1021487-03","M","YES","YES","YES","PS Validated"
"1021487","1021487-04","M","YES","YES","YES","PS Validated"
"1021488","1021488-01","F","YES","YES","YES","PS Validated"
"1021488","1021488-02","F","YES","YES","YES","PS Validated"
"1021488","1021488-03","F","YES","YES","YES","PS Validated"
"1021489","1021489-01","F","YES","YES","YES","PS Validated"
"1021489","1021489-02","F","YES","YES","YES","PS Validated"
"1021489","1021489-03","F","YES","YES","YES","PS Validated"
"1021490","1021490-01","M","YES","YES","YES","PS Validated"
"1021490","1021490-02","M","YES","YES","YES","PS Validated"
"1021490","1021490-03","M","YES","YES","YES","PS Validated"
"1021491","1021491-01","F","YES","YES","YES","PS Validated"
"1021491","1021491-02","F","YES","YES","YES","PS Validated"
"1021492","1021492-01","M","YES","YES","YES","PS Validated"
"1021492","1021492-02","M","YES","YES","YES","PS Validated"
"1021493","1021493-01","M","YES","YES","YES","PS Validated"
"1021493","1021493-02","F","YES","YES","NO","PS Validated"
"1021494","1021494-01","F","YES","YES","YES","PS Validated"
"1021494","1021494-02","F","YES","YES","YES","PS Validated"
"1021495","1021495-01","M","YES","YES","YES","PS Validated"
"1021495","1021495-02","M","YES","YES","YES","PS Validated"
"1021496","1021496-01","M","YES","YES","YES","PS Validated"
"1021496","1021496-02","M","YES","YES","NO","PS Validated"
"1021497","1021497-01","F","YES","YES","YES","PS Validated"
"1021497","1021497-02","F","YES","YES","YES","PS Validated"
"1021498","1021498-01","M","YES","YES","YES","PS Validated"
"1021498","1021498-02","M","YES","YES","NO","PS Validated"
"1021499","1021499-01","F","YES","NO","NO","PS Validated"
"1021499","1021499-02","F","YES","NO","NO","PS Validated"
"1021500","1021500-01","M","YES","YES","YES","PS Validated"
"1021500","1021500-02","M","YES","YES","YES","PS Validated"
"1021500","1021500-03","F","YES","YES","YES","PS Validated"
"1021500","1021500-04","F","YES","YES","YES","PS Validated"
"1021501","1021501-01","M","YES","YES","YES","PS Validated"
"1021501","1021501-02","F","YES","YES","YES","PS Validated"
"1022502","1022502-01","M","YES","YES","YES","PS Validated"
"1022502","1022502-02","M","YES","YES","YES","PS Validated"
"1022502","1022502-03","M","YES","YES","YES","PS Validated"
"1022502","1022502-04","M","YES","YES","YES","PS Validated"
"1022502","1022502-05","F","YES","YES","YES","PS Validated"
"1022502","1022502-06","F","YES","YES","YES","PS Validated"
"1022502","1022502-07","F","YES","YES","NO","PS Validated"
"1022502","1022502-08","F","YES","YES","NO","PS Validated"
"1022503","1022503-01","M","YES","YES","YES","PS Validated"
"1022503","1022503-02","M","YES","YES","YES","PS Validated"
"1022503","1022503-03","M","YES","YES","YES","PS Validated"
"1022503","1022503-04","M","YES","YES","YES","PS Validated"
"1022503","1022503-05","F","YES","YES","NO","PS Validated"
"1022503","1022503-06","F","YES","YES","NO","PS Validated"
"1022503","1022503-07","F","YES","YES","NO","PS Validated"
"1022503","1022503-08","F","YES","NO","NO","PS Validated"
"1022504","1022504-01","M","YES","YES","YES","PS Validated"
"1022504","1022504-02","M","YES","YES","YES","PS Validated"
"1022504","1022504-03","F","YES","YES","YES","PS Validated"
"1022504","1022504-04","F","YES","YES","YES","PS Validated"
"1022505","1022505-01","M","YES","YES","YES","PS Validated"
"1022505","1022505-02","M","YES","YES","YES","PS Validated"
"1022505","1022505-03","M","YES","YES","YES","PS Validated"
"1022505","1022505-04","M","YES","YES","YES","PS Validated"
"1022505","1022505-05","F","YES","YES","YES","PS Validated"
"1022505","1022505-06","F","YES","YES","YES","PS Validated"
"1022505","1022505-07","F","YES","YES","YES","PS Validated"
"1101001","1101001-01","M","YES","YES","YES","PS Validated"
"1101001","1101001-02","M","YES","YES","YES","PS Validated"
"1101001","1101001-03","M","YES","YES","YES","PS Validated"
"1101001","1101001-04","M","YES","YES","YES","PS Validated"
"1101001","1101001-05","M","YES","YES","YES","PS Validated"
"1101001","1101001-06","M","YES","YES","YES","PS Validated"
"1101001","1101001-07","M","YES","YES","YES","PS Validated"
"1101002","1101002-01","M","YES","YES","YES","PS Validated"
"1101002","1101002-02","M","YES","YES","YES","PS Validated"
"1101002","1101002-03","M","YES","YES","YES","PS Validated"
"1101002","1101002-04","F","YES","YES","YES","PS Validated"
"1101002","1101002-05","F","YES","YES","YES","PS Validated"
"1101002","1101002-06","F","YES","YES","NO","PS Validated"
"1101003","1101003-01","M","YES","YES","YES","PS Validated"
"1101003","1101003-02","M","YES","YES","YES","PS Validated"
"1101003","1101003-03","M","YES","YES","YES","PS Validated"
"1101003","1101003-04","M","YES","YES","YES","PS Validated"
"1101003","1101003-05","F","YES","YES","YES","PS Validated"
"1101003","1101003-06","F","YES","YES","YES","PS Validated"
"1101003","1101003-07","F","YES","YES","YES","PS Validated"
"1101003","1101003-08","F","YES","YES","YES","PS Validated"
"1101003","1101003-09","F","YES","YES","YES","PS Validated"
"1101003","1101003-10","F","YES","YES","YES","PS Validated"
"1101004","1101004-01","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1101004","1101004-02","M","YES","YES","YES","PS Validated"
"1101004","1101004-03","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1101004","1101004-04","M","YES","YES","YES","PS Validated"
"1101004","1101004-05","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1101004","1101004-06","M","YES","YES","YES","PS Validated"
"1101004","1101004-07","F","YES","YES","NO","PS Validated"
"1101004","1101004-08","F","YES","YES","NO","PS Validated"
"1101004","1101004-09","F","YES","YES","NO","PS Validated"
"1101004","1101004-10","F","YES","YES","NO","PS Validated"
"1101004","1101004-11","F","YES","YES","NO","PS Validated"
"1101005","1101005-01","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1101005","1101005-02","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1101005","1101005-03","M","YES","YES","YES","PS Validated"
"1101005","1101005-04","M","YES","YES","YES","PS Validated"
"1101005","1101005-05","M","YES","YES","YES","PS Validated"
"1101005","1101005-06","M","YES","YES","YES","PS Validated"
"1101005","1101005-07","F","YES","YES","YES","PS Validated"
"1101005","1101005-08","F","YES","YES","YES","PS Validated"
"1101005","1101005-09","F","YES","YES","NO","PS Validated"
"1101005","1101005-10","F","YES","YES","NO","PS Validated"
"1101005","1101005-11","F","YES","NO","NO","PS Validated"
"1101006","1101006-01","M","YES","YES","YES","PS Validated"
"1101006","1101006-02","M","YES","YES","YES","PS Validated"
"1101006","1101006-03","M","YES","YES","YES","PS Validated"
"1101006","1101006-04","M","YES","YES","YES","PS Validated"
"1101006","1101006-05","F","YES","YES","YES","PS Validated"
"1101006","1101006-06","F","YES","YES","YES","PS Validated"
"1101006","1101006-07","F","YES","YES","YES","PS Validated"
"1101006","1101006-08","F","YES","YES","YES","PS Validated"
"1101007","1101007-01","M","YES","YES","YES","PS Validated"
"1101007","1101007-02","M","YES","YES","YES","PS Validated"
"1101007","1101007-03","M","YES","YES","YES","PS Validated"
"1101007","1101007-04","M","YES","YES","YES","PS Validated"
"1101007","1101007-05","M","YES","YES","YES","PS Validated"
"1101008","1101008-01","M","YES","YES","YES","PS Validated"
"1101008","1101008-02","M","YES","YES","YES","PS Validated"
"1101008","1101008-03","F","YES","YES","YES","PS Validated"
"1101008","1101008-04","F","YES","YES","YES","PS Validated"
"1101009","1101009-01","M","YES","YES","YES","PS Validated"
"1101009","1101009-02","M","YES","YES","YES","PS Validated"
"1101009","1101009-03","M","YES","YES","YES","PS Validated"
"1101009","1101009-04","M","YES","YES","YES","PS Validated"
"1101009","1101009-05","F","YES","YES","YES","PS Validated"
"1101009","1101009-06","F","YES","YES","NO","PS Validated"
"1101009","1101009-07","F","YES","YES","NO","PS Validated"
"1101010","1101010-01","M","YES","YES","YES","PS Validated"
"1101010","1101010-02","M","YES","YES","YES","PS Validated"
"1101010","1101010-03","M","YES","YES","YES","PS Validated"
"1101010","1101010-04","M","YES","YES","YES","PS Validated"
"1101010","1101010-05","F","YES","YES","YES","PS Validated"
"1101010","1101010-06","F","YES","YES","NO","PS Validated"
"1101010","1101010-07","F","YES","YES","NO","PS Validated"
"1102011","1102011-01","M","YES","YES","YES","PS Validated"
"1102011","1102011-02","M","YES","YES","YES","PS Validated"
"1102011","1102011-03","M","YES","YES","NO","PS Validated"
"1102011","1102011-04","F","YES","YES","NO","PS Validated"
"1102011","1102011-05","F","YES","YES","NO","PS Validated"
"1102012","1102012-01","M","YES","YES","YES","PS Validated"
"1102012","1102012-02","M","YES","YES","YES","PS Validated"
"1102012","1102012-03","M","YES","YES","NO","PS Validated"
"1102012","1102012-04","F","YES","YES","NO","PS Validated"
"1102012","1102012-05","F","YES","YES","NO","PS Validated"
"1102013","1102013-01","M","YES","YES","YES","PS Validated"
"1102013","1102013-02","M","YES","YES","YES","PS Validated"
"1102013","1102013-03","M","YES","YES","NO","PS Validated"
"1102013","1102013-04","F","YES","YES","NO","PS Validated"
"1102013","1102013-05","F","YES","YES","NO","PS Validated"
"1102014","1102014-01","M","YES","YES","YES","PS Validated"
"1102014","1102014-02","M","YES","YES","NO","PS Validated"
"1102014","1102014-03","M","YES","NO","NO","PS Validated"
"1102014","1102014-04","F","YES","NO","NO","PS Validated"
"1102014","1102014-05","F","YES","NO","NO","PS Validated"
"1102015","1102015-01","M","YES","YES","YES","PS Validated"
"1102015","1102015-02","M","YES","YES","NO","PS Validated"
"1102015","1102015-03","M","YES","NO","NO","PS Validated"
"1102015","1102015-04","F","YES","NO","NO","PS Validated"
"1102015","1102015-05","F","YES","NO","NO","PS Validated"
"1102016","1102016-01","M","YES","YES","YES","PS Validated"
"1102016","1102016-02","M","YES","YES","YES","PS Validated"
"1102016","1102016-03","F","YES","YES","YES","PS Validated"
"1102017","1102017-01","M","YES","YES","NO","PS Validated"
"1102017","1102017-02","M","YES","NO","NO","PS Validated"
"1102017","1102017-03","M","YES","NO","NO","PS Validated"
"1102017","1102017-04","M","YES","NO","NO","PS Validated"
"1102017","1102017-05","F","YES","NO","NO","PS Validated"
"1102017","1102017-06","F","YES","NO","NO","PS Validated"
"1102017","1102017-07","F","YES","NO","NO","PS Validated"
"1103018","1103018-01","M","YES","YES","YES","PS Validated"
"1103018","1103018-02","M","YES","YES","YES","PS Validated"
"1103018","1103018-03","M","YES","YES","YES","PS Validated"
"1103018","1103018-04","F","YES","YES","NO","PS Validated"
"1103018","1103018-05","F","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"1103019","1103019-01","M","YES","YES","YES","PS Validated"
"1103019","1103019-02","M","YES","YES","YES","PS Validated"
"1103019","1103019-03","F","YES","YES","YES","PS Validated"
"1103019","1103019-04","F","YES","YES","NO","PS Validated"
"1103020","1103020-01","M","YES","YES","YES","PS Validated"
"1103020","1103020-02","M","YES","YES","YES","PS Validated"
"1103020","1103020-03","M","YES","YES","NO","PS Validated"
"1103020","1103020-04","F","YES","YES","NO","PS Validated"
"1103020","1103020-05","F","YES","YES","NO","PS Validated"
"1103021","1103021-01","M","YES","YES","YES","PS Validated"
"1103021","1103021-02","M","YES","YES","YES","PS Validated"
"1103021","1103021-03","F","YES","YES","YES","PS Validated"
"1103021","1103021-04","F","YES","YES","YES","PS Validated"
"1103022","1103022-01","M","YES","YES","YES","PS Validated"
"1103022","1103022-02","M","YES","YES","YES","PS Validated"
"1103022","1103022-03","F","YES","YES","YES","PS Validated"
"1103022","1103022-04","F","YES","YES","YES","PS Validated"
"1103023","1103023-01","M","YES","YES","YES","PS Validated"
"1103023","1103023-02","M","YES","YES","YES","PS Validated"
"1103023","1103023-03","M","YES","YES","YES","PS Validated"
"1103023","1103023-04","F","YES","YES","YES","PS Validated"
"1103023","1103023-05","F","YES","YES","YES","PS Validated"
"1103024","1103024-01","M","YES","NO","NO","PS Validated"
"1103024","1103024-02","M","YES","NO","NO","PS Validated"
"1103024","1103024-03","M","YES","NO","NO","PS Validated"
"1103024","1103024-04","F","YES","NO","NO","PS Validated"
"1103024","1103024-05","F","YES","NO","NO","PS Validated"
"1103025","1103025-01","M","YES","YES","YES","PS Validated"
"1103025","1103025-02","M","YES","YES","YES","PS Validated"
"1103025","1103025-03","F","YES","YES","YES","PS Validated"
"1103025","1103025-04","F","YES","NO","NO","PS Validated"
"1103026","1103026-01","M","YES","YES","YES","PS Validated"
"1103026","1103026-02","M","YES","YES","YES","PS Validated"
"1103026","1103026-03","F","YES","YES","YES","PS Validated"
"1103026","1103026-04","F","YES","YES","YES","PS Validated"
"1103027","1103027-01","M","YES","YES","YES","PS Validated"
"1103027","1103027-02","M","YES","YES","YES","PS Validated"
"1103027","1103027-03","M","YES","YES","YES","PS Validated"
"1103027","1103027-04","F","YES","YES","NO","PS Validated"
"1103027","1103027-05","F","YES","NO","NO","PS Validated"
"1103028","1103028-01","M","YES","YES","YES","PS Validated"
"1103028","1103028-02","M","YES","YES","YES","PS Validated"
"1103028","1103028-03","F","YES","NO","NO","PS Validated"
"1103028","1103028-04","F","YES","NO","NO","PS Validated"
"1103029","1103029-01","M","YES","YES","YES","PS Validated"
"1103029","1103029-02","M","YES","YES","YES","PS Validated"
"1103029","1103029-03","F","YES","YES","YES","PS Validated"
"1103029","1103029-04","F","YES","NO","NO","PS Validated"
"1103030","1103030-01","M","YES","YES","YES","PS Validated"
"1103030","1103030-02","M","YES","YES","YES","PS Validated"
"1103030","1103030-03","M","YES","YES","YES","PS Validated"
"1103030","1103030-04","F","YES","YES","YES","PS Validated"
"1103030","1103030-05","F","YES","NO","NO","PS Validated"
"1103030","1103030-06","F","YES","NO","NO","PS Validated"
"1104031","1104031-01","M","YES","YES","YES","PS Validated"
"1104031","1104031-02","M","YES","YES","YES","PS Validated"
"1104031","1104031-03","M","YES","YES","YES","PS Validated"
"1104031","1104031-04","F","YES","YES","YES","PS Validated"
"1104031","1104031-05","F","YES","YES","YES","PS Validated"
"1104031","1104031-06","F","YES","YES","NO","PS Validated"
"1104032","1104032-01","M","YES","YES","YES","PS Validated"
"1104032","1104032-02","M","YES","YES","YES","PS Validated"
"1104032","1104032-03","M","YES","YES","YES","PS Validated"
"1104032","1104032-04","F","YES","YES","YES","PS Validated"
"1104032","1104032-05","F","YES","YES","YES","PS Validated"
"1104033","1104033-01","M","YES","YES","YES","PS Validated"
"1104033","1104033-02","M","YES","YES","YES","PS Validated"
"1104033","1104033-03","M","YES","YES","YES","PS Validated"
"1104033","1104033-04","F","YES","YES","YES","PS Validated"
"1104033","1104033-05","F","YES","YES","YES","PS Validated"
"1104034","1104034-01","M","YES","YES","YES","PS Validated"
"1104034","1104034-02","M","YES","YES","YES","PS Validated"
"1104034","1104034-03","M","YES","YES","YES","PS Validated"
"1104034","1104034-04","F","YES","YES","YES","PS Validated"
"1104034","1104034-05","F","YES","YES","YES","PS Validated"
"1104035","1104035-01","M","YES","YES","YES","PS Validated"
"1104035","1104035-02","M","YES","YES","YES","PS Validated"
"1104035","1104035-03","M","YES","YES","YES","PS Validated"
"1104035","1104035-04","F","YES","YES","YES","PS Validated"
"1104035","1104035-05","F","YES","YES","YES","PS Validated"
"1104036","1104036-01","M","YES","YES","YES","PS Validated"
"1104036","1104036-02","M","YES","YES","YES","PS Validated"
"1104036","1104036-03","M","YES","NO","NO","PS Validated"
"1104036","1104036-04","F","YES","NO","NO","PS Validated"
"1104036","1104036-05","F","YES","NO","NO","PS Validated"
"1104037","1104037-01","M","YES","YES","YES","PS Validated"
"1104037","1104037-02","M","YES","YES","YES","PS Validated"
"1104037","1104037-03","M","YES","YES","YES","PS Validated"
"1104037","1104037-04","F","YES","YES","YES","PS Validated"
"1104037","1104037-05","F","YES","YES","YES","PS Validated"
"1105038","1105038-01","M","YES","YES","YES","PS Validated"
"1105038","1105038-02","M","YES","YES","YES","PS Validated"
"1105038","1105038-03","M","YES","YES","YES","PS Validated"
"1105038","1105038-04","F","YES","YES","YES","PS Validated"
"1105038","1105038-05","F","YES","YES","YES","PS Validated"
"1105038","1105038-06","K","YES","YES","YES","PS Validated"
"1105038","1105038-07","K","YES","YES","YES","PS Validated"
"1105039","1105039-01","M","YES","YES","YES","PS Validated"
"1105039","1105039-02","M","YES","YES","YES","PS Validated"
"1105039","1105039-03","F","YES","YES","YES","PS Validated"
"1105039","1105039-04","F","YES","YES","YES","PS Validated"
"1105040","1105040-01","M","YES","YES","YES","PS Validated"
"1105040","1105040-02","M","YES","YES","YES","PS Validated"
"1105040","1105040-03","M","YES","YES","YES","PS Validated"
"1105040","1105040-04","F","YES","YES","YES","PS Validated"
"1105040","1105040-05","F","YES","YES","YES","PS Validated"
"1105041","1105041-01","M","YES","YES","YES","PS Validated"
"1105041","1105041-02","M","YES","YES","YES","PS Validated"
"1105041","1105041-03","M","YES","YES","YES","PS Validated"
"1105041","1105041-04","F","YES","YES","YES","PS Validated"
"1105041","1105041-05","F","YES","YES","YES","PS Validated"
"1105041","1105041-06","F","YES","NO","NO","PS Validated"
"1105042","1105042-01","M","YES","YES","YES","PS Validated"
"1105042","1105042-02","M","YES","YES","YES","PS Validated"
"1105042","1105042-03","M","YES","YES","YES","PS Validated"
"1105042","1105042-04","F","YES","NO","NO","PS Validated"
"1105042","1105042-05","F","YES","NO","NO","PS Validated"
"1106043","1106043-01","M","YES","YES","YES","PS Validated"
"1106043","1106043-02","M","YES","YES","YES","PS Validated"
"1106043","1106043-03","M","YES","YES","YES","PS Validated"
"1106043","1106043-04","F","YES","YES","NO","PS Validated"
"1106043","1106043-05","F","YES","NO","NO","PS Validated"
"1106044","1106044-01","M","YES","YES","YES","PS Validated"
"1106044","1106044-02","M","YES","YES","NO","PS Validated"
"1106044","1106044-03","F","YES","NO","NO","PS Validated"
"1106044","1106044-04","F","YES","NO","NO","PS Validated"
"1106045","1106045-01","M","YES","YES","YES","PS Validated"
"1106045","1106045-02","M","YES","YES","YES","PS Validated"
"1106045","1106045-03","F","YES","YES","NO","PS Validated"
"1106045","1106045-04","F","YES","NO","NO","PS Validated"
"1106046","1106046-01","M","YES","YES","YES","PS Validated"
"1106046","1106046-02","M","YES","YES","YES","PS Validated"
"1106046","1106046-03","F","YES","YES","YES","PS Validated"
"1106046","1106046-04","F","YES","YES","NO","PS Validated"
"1106047","1106047-01","M","YES","YES","YES","PS Validated"
"1106047","1106047-02","M","YES","YES","YES","PS Validated"
"1106047","1106047-03","F","YES","YES","YES","PS Validated"
"1106047","1106047-04","F","YES","NO","NO","PS Validated"
"1106048","1106048-01","M","YES","YES","NO","PS Validated"
"1106048","1106048-02","M","YES","YES","NO","PS Validated"
"1106048","1106048-03","F","YES","YES","NO","PS Validated"
"1106048","1106048-04","F","YES","YES","NO","PS Validated"
"1106049","1106049-01","M","YES","YES","YES","PS Validated"
"1106049","1106049-02","M","YES","YES","YES","PS Validated"
"1106049","1106049-03","F","YES","YES","YES","PS Validated"
"1107050","1107050-01","M","YES","YES","YES","PS Validated"
"1107050","1107050-02","M","YES","YES","YES","PS Validated"
"1107050","1107050-03","M","YES","YES","YES","PS Validated"
"1107050","1107050-04","M","YES","YES","NO","PS Validated"
"1107050","1107050-05","F","YES","YES","NO","PS Validated"
"1107050","1107050-06","F","YES","YES","NO","PS Validated"
"1107050","1107050-07","F","YES","YES","NO","PS Validated"
"1107051","1107051-01","M","YES","YES","YES","PS Validated"
"1107051","1107051-02","M","YES","YES","YES","PS Validated"
"1107051","1107051-03","M","YES","YES","YES","PS Validated"
"1107051","1107051-04","M","YES","YES","YES","PS Validated"
"1107051","1107051-05","F","YES","YES","YES","PS Validated"
"1107051","1107051-06","F","YES","YES","NO","PS Validated"
"1107051","1107051-07","F","YES","YES","NO","PS Validated"
"1107052","1107052-01","M","YES","YES","YES","PS Validated"
"1107052","1107052-02","M","YES","YES","YES","PS Validated"
"1107052","1107052-03","M","YES","YES","NO","PS Validated"
"1107052","1107052-04","F","YES","YES","NO","PS Validated"
"1107052","1107052-05","F","YES","NO","NO","PS Validated"
"1107052","1107052-06","F","YES","NO","NO","PS Validated"
"1107053","1107053-01","M","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"1107053","1107053-02","M","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"1107053","1107053-03","M","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"1107053","1107053-04","F","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"1107053","1107053-05","F","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"1107053","1107053-06","F","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"1107054","1107054-01","M","YES","YES","YES","PS Validated"
"1107054","1107054-02","M","YES","YES","YES","PS Validated"
"1107054","1107054-03","M","YES","YES","YES","PS Validated"
"1107054","1107054-04","F","YES","YES","NO","PS Validated"
"1107054","1107054-05","F","YES","YES","NO","PS Validated"
"1107054","1107054-06","F","YES","YES","NO","PS Validated"
"1107055","1107055-01","M","YES","YES","YES","PS Validated"
"1107055","1107055-02","M","YES","YES","YES","PS Validated"
"1107055","1107055-03","M","YES","YES","NO","PS Validated"
"1107055","1107055-04","F","YES","YES","NO","PS Validated"
"1107055","1107055-05","F","YES","YES","NO","PS Validated"
"1108056","1108056-01","M","YES","YES","YES","PS Validated"
"1108056","1108056-02","M","YES","YES","YES","PS Validated"
"1108056","1108056-03","M","YES","YES","NO","PS Validated"
"1108056","1108056-04","F","YES","YES","NO","PS Validated"
"1108056","1108056-05","F","YES","YES","NO","PS Validated"
"1108057","1108057-01","M","YES","YES","YES","PS Validated"
"1108057","1108057-02","M","YES","YES","YES","PS Validated"
"1108057","1108057-03","M","YES","YES","YES","PS Validated"
"1108057","1108057-04","F","YES","YES","NO","PS Validated"
"1108057","1108057-05","F","YES","NO","NO","PS Validated"
"1108058","1108058-01","M","YES","YES","YES","PS Validated"
"1108058","1108058-02","M","YES","YES","YES","PS Validated"
"1108058","1108058-03","M","YES","YES","NO","PS Validated"
"1108058","1108058-04","F","YES","YES","NO","PS Validated"
"1108058","1108058-05","F","YES","YES","NO","PS Validated"
"1108059","1108059-01","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1108059","1108059-02","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1108059","1108059-03","F","YES","YES","NO","PS Validated"
"1108059","1108059-04","F","YES","YES","NO","PS Validated"
"1108060","1108060-01","M","YES","YES","YES","PS Validated"
"1108060","1108060-02","M","YES","YES","YES","PS Validated"
"1108060","1108060-03","M","YES","YES","YES","PS Validated"
"1108060","1108060-04","F","YES","YES","YES","PS Validated"
"1108060","1108060-05","F","YES","YES","NO","PS Validated"
"1108061","1108061-01","M","YES","YES","YES","PS Validated"
"1108061","1108061-02","M","YES","YES","YES","PS Validated"
"1108061","1108061-03","M","YES","YES","YES","PS Validated"
"1108061","1108061-04","F","YES","YES","NO","PS Validated"
"1108061","1108061-05","F","YES","NO","NO","PS Validated"
"1108062","1108062-01","M","YES","YES","NO","PS Validated"
"1108062","1108062-02","M","YES","YES","NO","PS Validated"
"1108062","1108062-03","M","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"1108062","1108062-04","F","YES","NO","NO","PS Validated"
"1108062","1108062-05","F","YES","NO","NO","PS Validated"
"1108062","1108062-06","F","YES","NO","NO","PS Validated"
"1109063","1109063-01","M","YES","YES","YES","PS Validated"
"1109063","1109063-02","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1109063","1109063-03","M","YES","YES","NO","PS Validated"
"1109063","1109063-04","F","YES","YES","NO","PS Validated"
"1109063","1109063-05","F","YES","YES","NO","PS Validated"
"1109064","1109064-01","M","YES","YES","YES","PS Validated"
"1109064","1109064-02","M","YES","YES","YES","PS Validated"
"1109064","1109064-03","M","YES","YES","YES","PS Validated"
"1109064","1109064-04","F","YES","YES","NO","PS Validated"
"1109064","1109064-05","F","YES","YES","NO","PS Validated"
"1109065","1109065-01","M","YES","YES","YES","PS Validated"
"1109065","1109065-02","M","YES","YES","YES","PS Validated"
"1109065","1109065-03","M","YES","YES","YES","PS Validated"
"1109065","1109065-04","F","YES","YES","YES","PS Validated"
"1109065","1109065-05","F","YES","YES","NO","PS Validated"
"1109065","1109065-06","F","YES","YES","NO","PS Validated"
"1109066","1109066-01","M","YES","YES","YES","PS Validated"
"1109066","1109066-02","M","YES","YES","YES","PS Validated"
"1109066","1109066-03","M","YES","YES","YES","PS Validated"
"1109066","1109066-04","F","YES","YES","YES","PS Validated"
"1109066","1109066-05","F","YES","YES","YES","PS Validated"
"1109067","1109067-01","M","YES","YES","YES","PS Validated"
"1109067","1109067-02","M","YES","YES","YES","PS Validated"
"1109067","1109067-03","M","YES","YES","YES","PS Validated"
