pc_code,ps_code,ps_type,vr_final_total_19
3003066,3003066-08,M,237
3003066,3003066-09,F,400
3003066,3003066-10,F,229
3003066,3003066-11,F,229
3003068,3003068-01,M,400
3003068,3003068-02,M,400
3003068,3003068-03,M,400
3003068,3003068-04,M,270
3003068,3003068-05,M,270
3003068,3003068-06,F,45
3003069,3003069-01,M,400
3003069,3003069-02,M,400
3003069,3003069-03,M,400
3003069,3003069-04,M,400
3003069,3003069-05,M,400
3003069,3003069-06,M,400
3003069,3003069-07,M,400
3003069,3003069-08,M,212
3003069,3003069-09,M,211
3003069,3003069-10,F,367
3003070,3003070-01,M,400
3003070,3003070-02,M,400
3003070,3003070-03,M,400
3003070,3003070-04,M,400
3003070,3003070-05,M,372
3003070,3003070-06,M,371
3003070,3003070-07,F,400
3003070,3003070-08,F,209
3003070,3003070-09,F,208
3004077,3004077-01,M,313
3004077,3004077-02,M,313
3004086,3004086-01,M,400
3004086,3004086-02,M,400
3004086,3004086-03,M,224
3004086,3004086-04,M,223
3004086,3004086-05,F,181
3004088,3004088-01,M,400
3004088,3004088-02,M,400
3004088,3004088-03,M,400
3004088,3004088-04,M,400
3004088,3004088-05,M,400
3004088,3004088-06,M,400
3004088,3004088-07,M,400
3004088,3004088-08,M,400
3004088,3004088-09,M,400
3004088,3004088-10,M,400
3004088,3004088-11,M,259
3004088,3004088-12,M,259
3004088,3004088-13,F,265
3004089,3004089-01,M,400
3004089,3004089-02,M,400
3004089,3004089-03,M,400
3004089,3004089-04,M,400
3004089,3004089-05,M,400
3004089,3004089-06,M,400
3004089,3004089-07,M,400
3004089,3004089-08,M,400
3004089,3004089-09,M,400
3004089,3004089-10,M,400
3004089,3004089-11,M,380
3004089,3004089-12,M,380
3004089,3004089-13,F,400
3004089,3004089-14,F,400
3004089,3004089-15,F,222
3004089,3004089-16,F,222
3004090,3004090-01,M,400
3004090,3004090-02,M,400
3004090,3004090-03,M,400
3004090,3004090-04,M,400
3004090,3004090-05,M,400
3004090,3004090-06,M,400
3004090,3004090-07,M,400
3004090,3004090-08,M,400
3004090,3004090-09,M,400
3004090,3004090-10,M,400
3004090,3004090-11,M,400
3004090,3004090-12,M,400
3004090,3004090-13,M,400
3004090,3004090-14,M,400
3004090,3004090-15,M,347
3004090,3004090-16,M,347
3004090,3004090-17,F,400
3004090,3004090-18,F,400
3004090,3004090-19,F,400
3004090,3004090-20,F,347
3004090,3004090-21,F,347
3004091,3004091-01,M,400
3004091,3004091-02,M,400
3004091,3004091-03,M,400
3004091,3004091-04,M,400
3004091,3004091-05,M,400
3004091,3004091-06,M,400
3004091,3004091-07,M,400
3004091,3004091-08,M,400
3004091,3004091-09,M,400
3004091,3004091-10,M,400
3004091,3004091-11,M,400
3004091,3004091-12,M,383
3004091,3004091-13,M,383
3004091,3004091-14,F,368
3004091,3004091-15,F,367
3004092,3004092-01,M,400
3004092,3004092-02,M,400
3004092,3004092-03,M,400
3004092,3004092-04,M,400
3004092,3004092-05,M,400
3004092,3004092-06,M,400
3004092,3004092-07,M,400
3004092,3004092-08,M,400
3004092,3004092-09,M,400
3004092,3004092-10,M,400
3004092,3004092-11,M,400
3004092,3004092-12,M,400
3004092,3004092-13,M,400
3004092,3004092-14,M,318
3004092,3004092-15,M,317
3004092,3004092-16,F,262
3004092,3004092-17,F,261
3004093,3004093-01,M,400
3004093,3004093-02,M,400
3004093,3004093-03,M,400
3004093,3004093-04,M,400
3004093,3004093-05,M,400
3004093,3004093-06,M,400
3004093,3004093-07,M,400
3004093,3004093-08,M,400
3004093,3004093-09,M,400
3004093,3004093-10,M,400
3004093,3004093-11,M,280
3004093,3004093-12,M,280
3004093,3004093-13,F,400
3004093,3004093-14,F,323
3004093,3004093-15,F,322
3004094,3004094-01,M,400
3004094,3004094-02,M,400
3004094,3004094-03,M,400
3004094,3004094-04,M,400
3004094,3004094-05,M,400
3004094,3004094-06,M,400
3004094,3004094-07,M,400
3004094,3004094-08,M,400
3004094,3004094-09,M,400
3004094,3004094-10,M,400
3004094,3004094-11,M,273
3004094,3004094-12,M,272
3004094,3004094-13,F,346
3004095,3004095-01,M,400
3004095,3004095-02,M,400
3004095,3004095-03,M,400
3004095,3004095-04,M,400
3004095,3004095-05,M,400
3004095,3004095-06,M,400
3004095,3004095-07,M,400
3004095,3004095-08,M,400
3004095,3004095-09,M,400
3004095,3004095-10,M,400
3004095,3004095-11,M,400
3004095,3004095-12,M,205
3004095,3004095-13,M,204
3004095,3004095-14,F,400
3004095,3004095-15,F,341
3004095,3004095-16,F,340
3005099,3005099-01,M,400
3005099,3005099-02,M,400
3005099,3005099-03,M,400
3005099,3005099-04,M,400
3005099,3005099-05,M,376
3005099,3005099-06,M,375
3005099,3005099-07,F,1
3005100,3005100-01,M,400
3005100,3005100-02,M,400
3005100,3005100-03,M,400
3005100,3005100-04,M,256
3005100,3005100-05,M,256
3005100,3005100-06,F,5
3006109,3006109-01,M,400
3006109,3006109-02,M,400
3006109,3006109-03,M,324
3006109,3006109-04,M,323
3006109,3006109-05,F,11
3006110,3006110-01,M,360
3006110,3006110-02,M,359
3006110,3006110-03,F,19
3006111,3006111-01,M,400
3006111,3006111-02,M,400
3006111,3006111-03,M,400
3006111,3006111-04,M,400
3006111,3006111-05,M,400
3006111,3006111-06,M,217
3006111,3006111-07,M,216
3006111,3006111-08,F,120
3006112,3006112-01,M,400
3006112,3006112-02,M,400
3006112,3006112-03,M,389
3006112,3006112-04,M,389
3006112,3006112-05,F,37
3006113,3006113-01,M,400
3006113,3006113-02,M,400
3006113,3006113-03,M,400
3006113,3006113-04,M,400
3006113,3006113-05,M,400
3006113,3006113-06,M,400
3006113,3006113-07,M,266
3006113,3006113-08,M,266
3006113,3006113-09,F,5
3008140,3008140-01,M,400
3008140,3008140-02,M,400
3008140,3008140-03,M,400
3008140,3008140-04,M,238
3008140,3008140-05,M,237
3010163,3010163-01,M,195
3010164,3010164-01,M,223
3010164,3010164-02,M,223
3014217,3014217-01,M,400
3014217,3014217-02,M,400
3014217,3014217-03,M,400
3014217,3014217-04,M,400
3014217,3014217-05,M,400
3014217,3014217-06,M,400
3014217,3014217-07,M,400
3014217,3014217-08,M,400
3014217,3014217-09,M,400
3014217,3014217-10,M,400
3014217,3014217-11,M,400
3014217,3014217-12,M,400
3014217,3014217-13,M,400
3014217,3014217-14,M,400
3014217,3014217-15,M,400
3014217,3014217-16,M,400
3014217,3014217-17,M,400
3014217,3014217-18,M,400
3014217,3014217-19,M,400
3014217,3014217-20,M,400
3014217,3014217-21,M,400
3014217,3014217-22,M,400
3014217,3014217-23,M,400
3014217,3014217-24,M,242
3014217,3014217-25,M,241
3014217,3014217-26,F,232
3014217,3014217-27,F,231
3015226,3015226-01,M,337
3015226,3015226-02,F,297
3015227,3015227-01,M,104
3015227,3015227-02,F,143
3015228,3015228-01,M,205
3015228,3015228-02,F,329
3015229,3015229-01,M,366
3015229,3015229-02,M,365
3015229,3015229-03,F,247
3015229,3015229-04,F,247
3015230,3015230-01,M,208
3015230,3015230-02,F,231
3015231,3015231-01,M,175
3015231,3015231-02,F,290
3015232,3015232-01,M,153
3015232,3015232-02,F,211
3015233,3015233-01,M,179
3015233,3015233-02,F,263
3015234,3015234-01,M,192
3015234,3015234-02,F,170
3015235,3015235-01,M,336
3015235,3015235-02,F,337
3015236,3015236-01,M,173
3015236,3015236-02,F,188
3015237,3015237-01,M,119
3015237,3015237-02,F,58
3015238,3015238-01,M,64
3015238,3015238-02,F,136
3015239,3015239-01,M,220
3015239,3015239-02,F,259
3015240,3015240-01,M,85
3015240,3015240-02,F,153
3015241,3015241-01,M,81
3015241,3015241-02,F,99
3015242,3015242-01,M,143
3015242,3015242-02,F,203
3015243,3015243-01,M,68
3015243,3015243-02,F,96
3015244,3015244-01,M,80
3015244,3015244-02,F,122
3015245,3015245-01,M,174
3015245,3015245-02,F,212
3015246,3015246-01,M,238
3015246,3015246-02,F,295
3015247,3015247-01,M,115
3015247,3015247-02,F,133
3101001,3101001-01,M,40
3101001,3101001-02,F,400
3101001,3101001-03,F,400
3101001,3101001-04,F,400
3101001,3101001-05,F,400
3101001,3101001-06,F,400
3101001,3101001-07,F,400
3101001,3101001-08,F,400
3101001,3101001-09,F,400
3101001,3101001-10,F,400
3101001,3101001-11,F,263
3101001,3101001-12,F,262
3101002,3101002-01,M,400
3101002,3101002-02,M,400
3101002,3101002-03,M,400
3101002,3101002-04,M,400
3101002,3101002-05,M,400
3101002,3101002-06,M,400
3101002,3101002-07,M,400
3101002,3101002-08,M,400
3101002,3101002-09,M,400
3101002,3101002-10,M,400
3101002,3101002-11,M,400
3101002,3101002-12,M,400
3101002,3101002-13,M,400
3101002,3101002-14,M,400
3101002,3101002-15,M,400
3101002,3101002-16,M,400
3101002,3101002-17,M,316
3101002,3101002-18,M,315
3101002,3101002-19,F,7
3101003,3101003-01,M,400
3101003,3101003-02,M,227
3101003,3101003-03,M,226
3101003,3101003-04,F,356
3101003,3101003-05,F,356
3101004,3101004-01,M,400
3101004,3101004-02,M,400
3101004,3101004-03,M,400
3101004,3101004-04,M,400
3101004,3101004-05,M,400
3101004,3101004-06,M,322
3101004,3101004-07,M,322
3101004,3101004-08,F,400
3101004,3101004-09,F,400
3101004,3101004-10,F,400
3101004,3101004-11,F,400
3101004,3101004-12,F,284
3101004,3101004-13,F,284
3101005,3101005-01,M,400
3101005,3101005-02,M,238
3101005,3101005-03,M,238
3101005,3101005-04,F,392
3101005,3101005-05,F,391
3101006,3101006-01,M,278
3101006,3101006-02,F,149
3101007,3101007-01,M,262
3101007,3101007-02,M,261
3101007,3101007-03,F,273
3101007,3101007-04,F,272
3101008,3101008-01,M,400
3101008,3101008-02,M,317
3101008,3101008-03,M,316
3101008,3101008-04,F,400
3101008,3101008-05,F,227
3101008,3101008-06,F,226
3101009,3101009-01,M,344
3101009,3101009-02,F,326
3101010,3101010-01,M,354
3101010,3101010-02,F,277
3101011,3101011-01,M,244
3101011,3101011-02,F,37
3101012,3101012-01,M,175
3101012,3101012-02,F,186
3101013,3101013-01,M,305
3101013,3101013-02,F,260
3101014,3101014-01,M,263
3101014,3101014-02,M,262
3101014,3101014-03,F,215
3101014,3101014-04,F,214
3101015,3101015-01,M,260
3101015,3101015-02,M,260
3101015,3101015-03,F,141
3101020,3101020-01,M,339
3101020,3101020-02,F,246
3101021,3101021-01,M,384
3101021,3101021-02,F,246
3101021,3101021-03,F,245
3101022,3101022-01,M,376
3101022,3101022-02,M,375
3101022,3101022-03,F,400
3101022,3101022-04,F,329
3101022,3101022-05,F,328
3101023,3101023-01,M,262
3101023,3101023-02,M,262
3101023,3101023-03,F,291
3101023,3101023-04,F,291
3101211,3101211-01,M,355
3101211,3101211-02,M,355
3101211,3101211-03,F,215
3101211,3101211-04,F,214
3102024,3102024-01,M,157
3102024,3102024-02,F,68
3102025,3102025-01,M,183
3102025,3102025-02,F,103
3102026,3102026-01,M,99
3102026,3102026-02,F,34
3102027,3102027-01,M,356
3102027,3102027-02,F,327
3102028,3102028-01,M,182
3102028,3102028-02,F,38
3102029,3102029-01,M,308
3102029,3102029-02,F,332
3102030,3102030-01,M,268
3102030,3102030-02,F,329
3102031,3102031-01,M,345
3102031,3102031-02,F,360
3102032,3102032-01,M,201
3102032,3102032-02,M,201
3102032,3102032-03,F,210
3102032,3102032-04,F,209
3102033,3102033-01,M,211
3102033,3102033-02,M,211
3102033,3102033-03,F,389
3102034,3102034-01,M,78
3102034,3102034-02,F,24
3102035,3102035-01,M,165
3102035,3102035-02,F,135
3102041,3102041-01,M,257
3102041,3102041-02,M,256
3102041,3102041-03,F,204
3102041,3102041-04,F,203
3102042,3102042-01,M,235
3102042,3102042-02,F,235
3102043,3102043-01,M,400
3102043,3102043-02,M,400
3102043,3102043-03,M,400
3102043,3102043-04,M,400
3102043,3102043-05,M,400
3102043,3102043-06,M,400
3102043,3102043-07,M,268
3102043,3102043-08,M,268
3102043,3102043-09,F,400
3102043,3102043-10,F,400
3102043,3102043-11,F,400
3102043,3102043-12,F,400
3102043,3102043-13,F,210
3102043,3102043-14,F,210
3102054,3102054-01,M,369
3102054,3102054-02,M,368
3102054,3102054-03,F,298
3102055,3102055-01,M,385
3102055,3102055-02,F,204
3102055,3102055-03,F,204
3103061,3103061-01,M,17
3103062,3103062-01,M,342
3103062,3103062-02,M,341
3103062,3103062-03,F,41
3103063,3103063-01,M,300
3103063,3103063-02,M,300
3103063,3103063-03,F,290
3103064,3103064-01,M,243
3103064,3103064-02,M,242
3103064,3103064-03,F,187
3103065,3103065-01,M,342
3103065,3103065-02,F,173
3103068,3103068-01,M,240
3103068,3103068-02,M,240
3103068,3103068-03,F,139
3103069,3103069-01,M,209
3103069,3103069-02,M,209
3103069,3103069-03,F,252
3103069,3103069-04,F,252
3104089,3104089-01,M,214
3104089,3104089-02,M,213
3104089,3104089-03,F,104
3104090,3104090-01,M,267
3104090,3104090-02,F,364
3104091,3104091-01,M,233
3104091,3104091-02,F,73
3104099,3104099-01,M,400
3104099,3104099-02,M,400
3104099,3104099-03,M,352
3104099,3104099-04,M,351
3104099,3104099-05,F,400
3104099,3104099-06,F,342
3104099,3104099-07,F,341
3104100,3104100-01,M,346
3104100,3104100-02,F,279
3104104,3104104-01,M,250
3104104,3104104-02,M,249
3104104,3104104-03,F,49
3105113,3105113-01,M,400
3105113,3105113-02,M,299
3105113,3105113-03,M,298
3105113,3105113-04,F,45
3105127,3105127-01,M,400
3105127,3105127-02,M,400
3105127,3105127-03,M,386
3105127,3105127-04,M,385
3105127,3105127-05,F,244
3105127,3105127-06,F,243
3105132,3105132-01,M,400
3105132,3105132-02,M,400
3105132,3105132-03,M,215
3105132,3105132-04,M,215
3105132,3105132-05,F,14
3105133,3105133-01,M,400
3105133,3105133-02,M,400
3105133,3105133-03,M,400
3105133,3105133-04,M,400
3105133,3105133-05,M,400
3105133,3105133-06,M,355
3105133,3105133-07,M,355
3105133,3105133-08,F,82
3105134,3105134-01,M,5
3105134,3105134-02,F,289
3105135,3105135-01,M,400
3105135,3105135-02,M,400
3105135,3105135-03,M,400
3105135,3105135-04,M,400
3105135,3105135-05,M,400
3105135,3105135-06,M,400
3105135,3105135-07,M,275
3105135,3105135-08,M,274
3105135,3105135-09,F,4
3105136,3105136-01,M,400
3105136,3105136-02,M,400
3105136,3105136-03,M,400
3105136,3105136-04,M,318
3105136,3105136-05,M,317
3105136,3105136-06,F,67
3105137,3105137-01,M,400
3105137,3105137-02,M,400
3105137,3105137-03,M,400
3105137,3105137-04,M,400
3105137,3105137-05,M,275
3105137,3105137-06,M,274
3105137,3105137-07,F,233
3105137,3105137-08,F,232
3105138,3105138-01,M,400
3105138,3105138-02,M,400
3105138,3105138-03,M,269
3105138,3105138-04,M,269
3105138,3105138-05,F,213
3106145,3106145-01,M,400
3106145,3106145-02,M,344
3106145,3106145-03,M,343
3106145,3106145-04,F,263
3106145,3106145-05,F,263
3106146,3106146-01,M,400
3106146,3106146-02,M,335
3106146,3106146-03,M,334
3106146,3106146-04,F,231
3106147,3106147-01,M,400
3106147,3106147-02,M,339
3106147,3106147-03,M,338
3106147,3106147-04,F,272
3106147,3106147-05,F,272
3106148,3106148-01,M,400
3106148,3106148-02,M,333
3106148,3106148-03,M,333
3106148,3106148-04,F,222
3106148,3106148-05,F,221
3106149,3106149-01,M,400
3106149,3106149-02,M,350
3106149,3106149-03,M,349
3106149,3106149-04,F,395
3106150,3106150-01,M,240
3106150,3106150-02,M,239
3106150,3106150-03,F,52
3106160,3106160-01,M,260
3106160,3106160-02,M,260
3106160,3106160-03,F,134
3106161,3106161-01,M,267
3106161,3106161-02,M,266
3106161,3106161-03,F,235
3106161,3106161-04,F,234
3106162,3106162-01,M,392
3106162,3106162-02,F,227
3106163,3106163-01,M,243
3106163,3106163-02,M,242
3106163,3106163-03,F,311
3106164,3106164-01,M,325
3106164,3106164-02,M,324
3106164,3106164-03,F,236
3106164,3106164-04,F,236
3106173,3106173-01,M,400
3106173,3106173-02,M,282
3106173,3106173-03,M,282
3106173,3106173-04,F,241
3106183,3106183-01,M,400
3106183,3106183-02,M,334
3106183,3106183-03,M,334
3106183,3106183-04,F,245
3106183,3106183-05,F,245
3106186,3106186-01,M,400
3106186,3106186-02,M,349
3106186,3106186-03,M,348
3106186,3106186-04,F,400
3106186,3106186-05,F,228
3106186,3106186-06,F,227
3107193,3107193-01,M,400
3107193,3107193-02,M,400
3107193,3107193-03,M,400
3107193,3107193-04,M,400
3107193,3107193-05,M,400
3107193,3107193-06,M,400
3107193,3107193-07,M,373
3107193,3107193-08,M,372
3107193,3107193-09,F,400
3107193,3107193-10,F,330
3107193,3107193-11,F,330
3107195,3107195-01,M,400
3107195,3107195-02,M,400
3107195,3107195-03,M,400
3107195,3107195-04,M,400
3107195,3107195-05,M,362
3107195,3107195-06,M,361
3107195,3107195-07,F,400
3107195,3107195-08,F,267
3107195,3107195-09,F,266
3107196,3107196-01,M,400
3107196,3107196-02,M,400
3107196,3107196-03,M,400
3107196,3107196-04,M,400
3107196,3107196-05,M,400
3107196,3107196-06,M,400
3107196,3107196-07,M,400
3107196,3107196-08,M,400
3107196,3107196-09,M,341
3107196,3107196-10,M,341
3107196,3107196-11,F,400
3107196,3107196-12,F,332
3107196,3107196-13,F,332
3201001,3201001-01,M,400
3201001,3201001-02,M,400
3201001,3201001-03,M,400
3201001,3201001-04,M,400
3201001,3201001-05,M,400
3201001,3201001-06,M,400
3201001,3201001-07,M,400
3201001,3201001-08,M,391
3201001,3201001-09,M,390
3201001,3201001-10,F,400
3201001,3201001-11,F,400
3201001,3201001-12,F,400
3201001,3201001-13,F,400
3201001,3201001-14,F,400
3201001,3201001-15,F,400
3201001,3201001-16,F,400
3201001,3201001-17,F,400
3201001,3201001-18,F,400
3201001,3201001-19,F,400
3201001,3201001-20,F,269
3201001,3201001-21,F,269
3201002,3201002-01,M,56
3201002,3201002-02,F,13
3201003,3201003-01,M,400
3201003,3201003-02,M,400
3201003,3201003-03,M,400
3201003,3201003-04,M,400
3201003,3201003-05,M,400
3201003,3201003-06,M,400
3201003,3201003-07,M,400
3201003,3201003-08,M,400
3201003,3201003-09,M,400
3201003,3201003-10,M,243
3201003,3201003-11,M,242
3201003,3201003-12,F,400
3201003,3201003-13,F,400
3201003,3201003-14,F,400
3201003,3201003-15,F,265
3201003,3201003-16,F,265
3201004,3201004-01,M,400
3201004,3201004-02,M,400
3201004,3201004-03,M,400
3201004,3201004-04,M,278
3201004,3201004-05,M,278
3201004,3201004-06,F,400
3201004,3201004-07,F,400
3201004,3201004-08,F,360
3201004,3201004-09,F,360
3201005,3201005-01,M,347
3201005,3201005-02,M,347
3201005,3201005-03,F,400
3201005,3201005-04,F,294
3201005,3201005-05,F,293
3201006,3201006-01,M,400
3201006,3201006-02,M,400
3201006,3201006-03,M,400
3201006,3201006-04,M,400
3201006,3201006-05,M,400
3201006,3201006-06,M,400
3201006,3201006-07,M,400
3201006,3201006-08,M,400
3201006,3201006-09,M,400
3201006,3201006-10,M,379
3201006,3201006-11,M,379
3201006,3201006-12,F,400
3201006,3201006-13,F,400
3201006,3201006-14,F,400
3201006,3201006-15,F,290
3201006,3201006-16,F,290
3201007,3201007-01,M,400
3201007,3201007-02,M,400
3201007,3201007-03,M,218
3201007,3201007-04,M,217
3201007,3201007-05,F,219
3201007,3201007-06,F,218
3201008,3201008-01,M,400
3201008,3201008-02,M,400
3201008,3201008-03,M,400
3201008,3201008-04,M,400
3201008,3201008-05,M,400
3201008,3201008-06,M,400
3201008,3201008-07,M,400
3201008,3201008-08,M,232
3201008,3201008-09,M,232
3201008,3201008-10,F,400
3201008,3201008-11,F,400
3201008,3201008-12,F,400
3201008,3201008-13,F,400
3201008,3201008-14,F,400
3201008,3201008-15,F,400
3201008,3201008-16,F,316
3201008,3201008-17,F,316
3201009,3201009-01,M,400
3201009,3201009-02,M,400
3201009,3201009-03,M,400
3201009,3201009-04,M,254
3201009,3201009-05,M,253
3201009,3201009-06,F,400
3201009,3201009-07,F,400
3201009,3201009-08,F,400
3201009,3201009-09,F,344
3201009,3201009-10,F,343
3201010,3201010-01,M,400
3201010,3201010-02,M,400
3201010,3201010-03,M,400
3201010,3201010-04,M,400
3201010,3201010-05,M,305
3201010,3201010-06,M,304
3201010,3201010-07,F,400
3201010,3201010-08,F,400
3201010,3201010-09,F,400
3201010,3201010-10,F,400
3201010,3201010-11,F,400
3201010,3201010-12,F,297
3201010,3201010-13,F,297
3201011,3201011-01,M,400
3201011,3201011-02,M,400
3201011,3201011-03,M,400
3201011,3201011-04,M,400
3201011,3201011-05,M,400
3201011,3201011-06,M,400
3201011,3201011-07,M,400
3201011,3201011-08,M,219
3201011,3201011-09,M,218
3201011,3201011-10,F,400
3201011,3201011-11,F,379
3201011,3201011-12,F,379
3201012,3201012-01,M,400
3201012,3201012-02,M,400
3201012,3201012-03,M,400
3201012,3201012-04,M,400
3201012,3201012-05,M,400
3201012,3201012-06,M,400
3201012,3201012-07,M,400
3201012,3201012-08,M,400
3201012,3201012-09,M,400
3201012,3201012-10,M,247
3201012,3201012-11,M,246
3201012,3201012-12,F,400
3201012,3201012-13,F,400
3201012,3201012-14,F,400
3201012,3201012-15,F,400
3201012,3201012-16,F,400
3201012,3201012-17,F,390
3201012,3201012-18,F,389
3201013,3201013-01,M,400
3201013,3201013-02,M,400
3201013,3201013-03,M,400
3201013,3201013-04,M,252
3201013,3201013-05,M,251
3201013,3201013-06,F,400
3201013,3201013-07,F,400
3201013,3201013-08,F,284
3201013,3201013-09,F,284
3201014,3201014-01,M,400
3201014,3201014-02,M,400
3201014,3201014-03,M,400
3201014,3201014-04,M,296
3201014,3201014-05,M,295
3201014,3201014-06,F,400
3201014,3201014-07,F,400
3201014,3201014-08,F,400
3201014,3201014-09,F,400
3201014,3201014-10,F,362
3201014,3201014-11,F,361
3201015,3201015-01,M,400
3201015,3201015-02,M,400
3201015,3201015-03,M,400
3201015,3201015-04,M,400
3201015,3201015-05,M,400
3201015,3201015-06,M,400
3201015,3201015-07,M,400
3201015,3201015-08,M,400
3201015,3201015-09,M,214
3201015,3201015-10,M,214
3201015,3201015-11,F,400
3201015,3201015-12,F,400
3201015,3201015-13,F,400
3201015,3201015-14,F,400
3201015,3201015-15,F,400
3201015,3201015-16,F,400
3201015,3201015-17,F,400
3201015,3201015-18,F,400
3201015,3201015-19,F,400
3201015,3201015-20,F,345
3201015,3201015-21,F,345
3201016,3201016-01,M,400
3201016,3201016-02,M,400
3201016,3201016-03,M,292
3201016,3201016-04,M,292
3201016,3201016-05,F,400
3201016,3201016-06,F,270
3201016,3201016-07,F,270
3201017,3201017-01,M,400
3201017,3201017-02,M,400
3201017,3201017-03,M,288
3201017,3201017-04,M,287
3201017,3201017-05,F,400
3201017,3201017-06,F,247
3201017,3201017-07,F,247
3201018,3201018-01,M,400
3201018,3201018-02,M,400
3201018,3201018-03,M,293
3201018,3201018-04,M,292
3201018,3201018-05,F,400
3201018,3201018-06,F,400
3201018,3201018-07,F,321
3201018,3201018-08,F,320
3201019,3201019-01,M,400
3201019,3201019-02,M,216
3201019,3201019-03,M,216
3201019,3201019-04,F,339
3201019,3201019-05,F,339
3201020,3201020-01,M,400
3201020,3201020-02,M,400
3201020,3201020-03,M,400
3201020,3201020-04,M,400
3201020,3201020-05,M,347
3201020,3201020-06,M,346
3201020,3201020-07,F,400
3201020,3201020-08,F,400
3201020,3201020-09,F,400
3201020,3201020-10,F,400
3201020,3201020-11,F,326
3201020,3201020-12,F,326
3201021,3201021-01,M,400
3201021,3201021-02,M,400
3201021,3201021-03,M,400
3201021,3201021-04,M,400
3201021,3201021-05,M,400
3201021,3201021-06,M,400
3201021,3201021-07,M,400
3201021,3201021-08,M,248
3201021,3201021-09,M,247
3201021,3201021-10,F,400
3201021,3201021-11,F,400
3201021,3201021-12,F,400
3201021,3201021-13,F,400
3201021,3201021-14,F,400
3201021,3201021-15,F,344
3201021,3201021-16,F,344
3201022,3201022-01,M,400
3201022,3201022-02,M,400
3201022,3201022-03,M,400
3201022,3201022-04,M,361
3201022,3201022-05,M,360
3201022,3201022-06,F,400
3201022,3201022-07,F,400
3201022,3201022-08,F,400
3201022,3201022-09,F,359
3201022,3201022-10,F,358
3201023,3201023-01,M,400
3201023,3201023-02,M,400
3201023,3201023-03,M,289
3201023,3201023-04,M,288
3201023,3201023-05,F,376
3201023,3201023-06,F,376
3201024,3201024-01,M,400
3201024,3201024-02,M,400
3201024,3201024-03,M,400
3201024,3201024-04,M,400
3201024,3201024-05,M,400
3201024,3201024-06,M,400
3201024,3201024-07,M,400
3201024,3201024-08,M,400
3201024,3201024-09,M,400
3201024,3201024-10,M,400
3201024,3201024-11,M,298
3201024,3201024-12,M,298
3201024,3201024-13,F,400
3201024,3201024-14,F,400
3201024,3201024-15,F,400
3201024,3201024-16,F,400
3201024,3201024-17,F,400
3201024,3201024-18,F,385
3201024,3201024-19,F,385
3201025,3201025-01,M,400
3201025,3201025-02,M,400
3201025,3201025-03,M,400
3201025,3201025-04,M,382
3201025,3201025-05,M,381
3201025,3201025-06,F,400
3201025,3201025-07,F,400
3201025,3201025-08,F,400
3201025,3201025-09,F,260
3201025,3201025-10,F,260
3201026,3201026-01,M,400
3201026,3201026-02,M,400
3201026,3201026-03,M,400
3201026,3201026-04,M,400
3201026,3201026-05,M,400
3201026,3201026-06,M,400
3201026,3201026-07,M,400
3201026,3201026-08,M,237
3201026,3201026-09,M,236
3201026,3201026-10,F,400
3201026,3201026-11,F,400
3201026,3201026-12,F,400
3201026,3201026-13,F,400
3201026,3201026-14,F,400
3201026,3201026-15,F,400
3201026,3201026-16,F,255
3201026,3201026-17,F,254
3201027,3201027-01,M,400
3201027,3201027-02,M,400
3201027,3201027-03,M,400
3201027,3201027-04,M,400
3201027,3201027-05,M,400
3201027,3201027-06,M,400
3201027,3201027-07,M,400
3201027,3201027-08,M,400
3201027,3201027-09,M,258
3201027,3201027-10,M,258
3201027,3201027-11,F,400
3201027,3201027-12,F,400
3201027,3201027-13,F,400
3201027,3201027-14,F,400
3201027,3201027-15,F,400
3201027,3201027-16,F,400
3201027,3201027-17,F,400
3201027,3201027-18,F,284
3201027,3201027-19,F,284
3201028,3201028-01,M,400
3201028,3201028-02,M,400
3201028,3201028-03,M,400
3201028,3201028-04,M,232
3201028,3201028-05,M,232
3201028,3201028-06,F,400
3201028,3201028-07,F,400
3201028,3201028-08,F,293
3201028,3201028-09,F,293
3201029,3201029-01,M,400
3201029,3201029-02,M,400
3201029,3201029-03,M,400
3201029,3201029-04,M,400
3201029,3201029-05,M,400
3201029,3201029-06,M,286
3201029,3201029-07,M,285
3201029,3201029-08,F,400
3201029,3201029-09,F,400
3201029,3201029-10,F,400
3201029,3201029-11,F,281
3201029,3201029-12,F,280
3201030,3201030-01,M,387
3201030,3201030-02,M,387
3201030,3201030-03,F,395
3201030,3201030-04,F,394
3201031,3201031-01,M,400
3201031,3201031-02,M,400
3201031,3201031-03,M,400
3201031,3201031-04,M,400
3201031,3201031-05,M,400
3201031,3201031-06,M,400
3201031,3201031-07,M,203
3201031,3201031-08,M,202
3201031,3201031-09,F,400
3201031,3201031-10,F,400
3201031,3201031-11,F,400
3201031,3201031-12,F,400
3201031,3201031-13,F,400
3201031,3201031-14,F,325
3201031,3201031-15,F,325
3201032,3201032-01,M,400
3201032,3201032-02,M,400
3201032,3201032-03,M,400
3201032,3201032-04,M,400
3201032,3201032-05,M,400
3201032,3201032-06,M,400
3201032,3201032-07,M,400
3201032,3201032-08,M,400
3201032,3201032-09,M,222
3201032,3201032-10,M,222
3201032,3201032-11,F,400
3201032,3201032-12,F,400
3201032,3201032-13,F,400
3201032,3201032-14,F,400
3201032,3201032-15,F,400
