"province_code","pc_code","ps_code","ps_type","audit_or_recount","prelim_results_reporting","ps_invalidated","ps_open"
"02","0201002","0201002-06","M","YES","YES","NO","YES"
"02","0201002","0201002-07","M","YES","YES","NO","YES"
"02","0201002","0201002-08","F","YES","YES","NO","YES"
"02","0201002","0201002-09","F","YES","YES","NO","YES"
"02","0201002","0201002-10","F","YES","YES","NO","YES"
"02","0201003","0201003-01","M","NO","YES",NA,"YES"
"02","0201003","0201003-02","M","NO","YES",NA,"YES"
"02","0201003","0201003-03","M","NO","YES",NA,"YES"
"02","0201003","0201003-04","M","NO","YES",NA,"YES"
"02","0201003","0201003-05","F","YES","YES","YES","YES"
"02","0201003","0201003-06","F","NO","YES",NA,"YES"
"02","0201004","0201004-01","M","NO","YES",NA,"YES"
"02","0201004","0201004-02","M","NO","YES",NA,"YES"
"02","0201004","0201004-03","M","NO","YES",NA,"YES"
"02","0201004","0201004-04","M","NO","YES",NA,"YES"
"02","0201004","0201004-05","M","NO","YES",NA,"YES"
"02","0201004","0201004-06","F","YES","YES","YES","YES"
"02","0201004","0201004-07","F","YES","YES","YES","YES"
"02","0201004","0201004-08","F","NO","YES",NA,"YES"
"02","0201005","0201005-01","M","NO","YES",NA,"YES"
"02","0201005","0201005-02","M","NO","YES",NA,"YES"
"02","0201005","0201005-03","M","YES","YES","NO","YES"
"02","0201005","0201005-04","F","YES","YES","YES","YES"
"02","0201005","0201005-05","F","NO","YES",NA,"YES"
"02","0201006","0201006-01","M","NO","YES",NA,"YES"
"02","0201006","0201006-02","M","NO","YES",NA,"YES"
"02","0201006","0201006-03","M","NO","YES",NA,"YES"
"02","0201006","0201006-04","M","NO","YES",NA,"YES"
"02","0201006","0201006-05","F","NO","YES",NA,"YES"
"02","0201007","0201007-01","M","YES","YES","NO","YES"
"02","0201007","0201007-02","M","NO","YES",NA,"YES"
"02","0201007","0201007-03","F","NO","YES",NA,"YES"
"02","0201008","0201008-01","M","YES","YES","NO","YES"
"02","0201008","0201008-02","M","YES","YES","NO","YES"
"02","0201008","0201008-03","M","YES","YES","NO","YES"
"02","0201008","0201008-04","M","YES","YES","NO","YES"
"02","0201008","0201008-05","M","NO","YES",NA,"YES"
"02","0201008","0201008-06","M","NO","YES",NA,"YES"
"02","0201008","0201008-07","F","YES","YES","NO","YES"
"02","0201008","0201008-08","F","YES","YES","NO","YES"
"02","0201008","0201008-09","F","YES","YES","NO","YES"
"02","0201008","0201008-10","F","YES","YES","NO","YES"
"02","0201009","0201009-01","M","NO","YES",NA,"YES"
"02","0201009","0201009-02","M","NO","YES",NA,"YES"
"02","0201009","0201009-03","M","NO","YES",NA,"YES"
"02","0201009","0201009-04","F","NO","YES",NA,"YES"
"02","0201010","0201010-01","M","NO","YES",NA,"YES"
"02","0201010","0201010-02","M","NO","YES",NA,"YES"
"02","0201010","0201010-03","M","NO","YES",NA,"YES"
"02","0201010","0201010-04","F","NO","YES",NA,"YES"
"02","0201011","0201011-01","M","NO","YES",NA,"YES"
"02","0201011","0201011-02","M","NO","YES",NA,"YES"
"02","0201011","0201011-03","M","NO","YES",NA,"YES"
"02","0201011","0201011-04","F","NO","YES",NA,"YES"
"02","0201011","0201011-05","F","YES","NO","YES","YES"
"02","0201012","0201012-01","M","NO","YES",NA,"YES"
"02","0201012","0201012-02","M","NO","YES",NA,"YES"
"02","0201012","0201012-03","M","NO","YES",NA,"YES"
"02","0201012","0201012-04","F","NO","YES",NA,"YES"
"02","0201013","0201013-01","M","YES","YES","NO","YES"
"02","0201013","0201013-02","M","NO","YES",NA,"YES"
"02","0201013","0201013-03","M","NO","YES",NA,"YES"
"02","0201013","0201013-04","M","NO","YES",NA,"YES"
"02","0201013","0201013-05","F","YES","YES","NO","YES"
"02","0201013","0201013-06","F","NO","YES",NA,"YES"
"02","0201014","0201014-01","M","YES","YES","NO","YES"
"02","0201014","0201014-02","M","YES","YES","NO","YES"
"02","0201014","0201014-03","M","YES","YES","NO","YES"
"02","0201014","0201014-04","M","NO","YES",NA,"YES"
"02","0201014","0201014-05","M","YES","YES","NO","YES"
"02","0201014","0201014-06","F","NO","YES",NA,"YES"
"02","0201014","0201014-07","F","YES","YES","NO","YES"
"02","0201014","0201014-08","F","YES","YES","NO","YES"
"02","0201015","0201015-01","M","NO","YES",NA,"YES"
"02","0201015","0201015-02","M","NO","YES",NA,"YES"
"02","0201015","0201015-03","F","NO","YES",NA,"YES"
"02","0201015","0201015-04","F","NO","YES",NA,"YES"
"02","0201016","0201016-01","M","NO","YES",NA,"YES"
"02","0201016","0201016-02","M","NO","YES",NA,"YES"
"02","0201016","0201016-03","F","NO","YES",NA,"YES"
"02","0201016","0201016-04","F","NO","YES",NA,"YES"
"02","0202017","0202017-01","M","NO","YES",NA,"YES"
"02","0202017","0202017-02","M","NO","YES",NA,"YES"
"02","0202017","0202017-03","M","YES","YES","NO","YES"
"02","0202017","0202017-04","F","NO","YES",NA,"YES"
"02","0202017","0202017-05","F","NO","YES",NA,"YES"
"02","0202018","0202018-01","M","NO","YES",NA,"YES"
"02","0202018","0202018-02","M","NO","YES",NA,"YES"
"02","0202018","0202018-03","M","NO","YES",NA,"YES"
"02","0202018","0202018-04","F","NO","YES",NA,"YES"
"02","0202018","0202018-05","F","NO","YES",NA,"YES"
"02","0202019","0202019-01","M","NO","YES",NA,"YES"
"02","0202019","0202019-02","M","NO","YES",NA,"YES"
"02","0202019","0202019-03","M","NO","YES",NA,"YES"
"02","0202019","0202019-04","M","NO","YES",NA,"YES"
"02","0202019","0202019-05","M","NO","YES",NA,"YES"
"02","0202019","0202019-06","M","YES","YES","NO","YES"
"02","0202019","0202019-07","F","NO","YES",NA,"YES"
"02","0202019","0202019-08","F","NO","YES",NA,"YES"
"02","0202019","0202019-09","F","NO","YES",NA,"YES"
"02","0202019","0202019-10","F","NO","YES",NA,"YES"
"02","0202020","0202020-01","M","NO","YES",NA,"YES"
"02","0202020","0202020-02","M","NO","YES",NA,"YES"
"02","0202020","0202020-03","M","YES","YES","NO","YES"
"02","0202020","0202020-04","F","NO","YES",NA,"YES"
"02","0202020","0202020-05","F","YES","YES","NO","YES"
"02","0202021","0202021-01","M","NO","YES",NA,"YES"
"02","0202021","0202021-02","M","NO","YES",NA,"YES"
"02","0202021","0202021-03","M","NO","YES",NA,"YES"
"02","0202021","0202021-04","M","YES","YES","NO","YES"
"02","0202021","0202021-05","M","NO","YES",NA,"YES"
"02","0202021","0202021-06","F","NO","YES",NA,"YES"
"02","0202021","0202021-07","F","NO","YES",NA,"YES"
"02","0202021","0202021-08","F","NO","YES",NA,"YES"
"02","0202022","0202022-01","M","NO","YES",NA,"YES"
"02","0202022","0202022-02","M","NO","YES",NA,"YES"
"02","0202022","0202022-03","M","NO","YES",NA,"YES"
"02","0202022","0202022-04","M","NO","YES",NA,"YES"
"02","0202022","0202022-05","M","NO","YES",NA,"YES"
"02","0202022","0202022-06","F","NO","YES",NA,"YES"
"02","0202022","0202022-07","F","NO","YES",NA,"YES"
"02","0202023","0202023-01","M","YES","YES","NO","YES"
"02","0202023","0202023-02","M","YES","YES","NO","YES"
"02","0202023","0202023-03","M","NO","YES",NA,"YES"
"02","0202023","0202023-04","M","NO","YES",NA,"YES"
"02","0202023","0202023-05","M","YES","YES","NO","YES"
"02","0202023","0202023-06","M","YES","YES","NO","YES"
"02","0202023","0202023-07","M","NO","YES",NA,"YES"
"02","0202023","0202023-08","M","NO","YES",NA,"YES"
"02","0202023","0202023-09","F","YES","YES","YES","YES"
"02","0202023","0202023-10","F","NO","YES",NA,"YES"
"02","0202023","0202023-11","F","YES","YES","NO","YES"
"02","0202023","0202023-12","F","YES","YES","NO","YES"
"02","0202023","0202023-13","F","YES","YES","NO","YES"
"02","0202024","0202024-01","M","NO","YES",NA,"YES"
"02","0202024","0202024-02","M","YES","YES","NO","YES"
"02","0202024","0202024-03","M","NO","YES",NA,"YES"
"02","0202024","0202024-04","M","NO","YES",NA,"YES"
"02","0202024","0202024-05","M","YES","YES","NO","YES"
"02","0202024","0202024-06","M","NO","YES",NA,"YES"
"02","0202024","0202024-07","F","NO","YES",NA,"YES"
"02","0202024","0202024-08","F","NO","YES",NA,"YES"
"02","0202094","0202094-01","M","NO","YES",NA,"YES"
"02","0202094","0202094-02","M","NO","YES",NA,"YES"
"02","0202094","0202094-03","M","NO","YES",NA,"YES"
"02","0202094","0202094-04","F","YES","YES","YES","YES"
"02","0202094","0202094-05","F","NO","YES",NA,"YES"
"02","0203025","0203025-01","M","YES","YES","NO","YES"
"02","0203025","0203025-02","M","YES","YES","NO","YES"
"02","0203025","0203025-03","M","YES","YES","NO","YES"
"02","0203025","0203025-04","M","YES","YES","NO","YES"
"02","0203025","0203025-05","M","YES","YES","NO","YES"
"02","0203025","0203025-06","F","YES","YES","NO","YES"
"02","0203025","0203025-07","F","YES","YES","NO","YES"
"02","0203025","0203025-08","F","YES","YES","NO","YES"
"02","0203025","0203025-09","F","YES","YES","NO","YES"
"02","0203025","0203025-10","F","YES","YES","NO","YES"
"02","0203026","0203026-01","M","NO","YES",NA,"YES"
"02","0203026","0203026-02","M","YES","YES","NO","YES"
"02","0203026","0203026-03","M","YES","YES","NO","YES"
"02","0203026","0203026-04","M","YES","YES","NO","YES"
"02","0203026","0203026-05","F","NO","YES",NA,"YES"
"02","0203026","0203026-06","F","NO","YES",NA,"YES"
"02","0203027","0203027-01","M","YES","YES","YES","YES"
"02","0203027","0203027-02","M","YES","YES","NO","YES"
"02","0203027","0203027-03","M","YES","YES","NO","YES"
"02","0203027","0203027-04","M","YES","YES","NO","YES"
"02","0203027","0203027-05","M","YES","YES","NO","YES"
"02","0203027","0203027-06","M","YES","YES","NO","YES"
"02","0203027","0203027-07","F","YES","YES","YES","YES"
"02","0203027","0203027-08","F","YES","YES","NO","YES"
"02","0203027","0203027-09","F","YES","YES","NO","YES"
"02","0203028","0203028-01","M","NO","YES",NA,"YES"
"02","0203028","0203028-02","M","YES","YES","NO","YES"
"02","0203028","0203028-03","M","NO","YES",NA,"YES"
"02","0203028","0203028-04","M","NO","YES",NA,"YES"
"02","0203028","0203028-05","M","YES","YES","NO","YES"
"02","0203028","0203028-06","M","YES","YES","NO","YES"
"02","0203028","0203028-07","F","YES","YES","NO","YES"
"02","0203028","0203028-08","F","YES","YES","NO","YES"
"02","0203028","0203028-09","F","YES","NO","YES","YES"
"02","0203028","0203028-10","F","YES","NO","NO","NO"
"02","0203028","0203028-11","F","YES","NO","NO","NO"
"02","0203029","0203029-01","M","YES","YES","YES","YES"
"02","0203029","0203029-02","M","YES","YES","YES","YES"
"02","0203029","0203029-03","M","YES","YES","YES","YES"
"02","0203029","0203029-04","M","YES","YES","NO","YES"
"02","0203029","0203029-05","M","YES","YES","NO","YES"
"02","0203029","0203029-06","M","YES","YES","NO","YES"
"02","0203029","0203029-07","M","YES","NO","YES","YES"
"02","0203029","0203029-08","F","YES","NO","YES","YES"
"02","0203029","0203029-09","F","YES","NO","YES","YES"
"02","0203029","0203029-10","F","YES","NO","YES","YES"
"02","0203029","0203029-11","F","YES","NO","YES","YES"
"02","0203029","0203029-12","F","YES","NO","YES","YES"
"02","0203030","0203030-01","M","NO","YES",NA,"YES"
"02","0203030","0203030-02","M","NO","YES",NA,"YES"
"02","0203030","0203030-03","M","NO","YES",NA,"YES"
"02","0203030","0203030-04","M","YES","YES","NO","YES"
"02","0203030","0203030-05","M","YES","YES","NO","YES"
"02","0203030","0203030-06","F","NO","YES",NA,"YES"
"02","0203030","0203030-07","F","NO","YES",NA,"YES"
"02","0203031","0203031-01","M","YES","YES","YES","YES"
"02","0203031","0203031-02","M","NO","YES",NA,"YES"
"02","0203031","0203031-03","F","YES","NO","YES","YES"
"02","0203032","0203032-01","M","YES","YES","NO","YES"
"02","0203032","0203032-02","M","YES","YES","NO","YES"
"02","0203032","0203032-03","F","YES","YES","NO","YES"
"02","0204033","0204033-01","M","NO","YES",NA,"YES"
"02","0204033","0204033-02","M","NO","YES",NA,"YES"
"02","0204033","0204033-03","M","NO","YES",NA,"YES"
"02","0204033","0204033-04","M","YES","YES","NO","YES"
"02","0204033","0204033-05","M","NO","YES",NA,"YES"
"02","0204033","0204033-06","F","NO","YES",NA,"YES"
"02","0204033","0204033-07","F","NO","YES",NA,"YES"
"02","0204034","0204034-01","M","NO","YES",NA,"YES"
"02","0204034","0204034-02","M","NO","YES",NA,"YES"
"02","0204034","0204034-03","M","NO","YES",NA,"YES"
"02","0204034","0204034-04","M","NO","YES",NA,"YES"
"02","0204034","0204034-05","M","NO","YES",NA,"YES"
"02","0204034","0204034-06","F","NO","YES",NA,"YES"
"02","0204034","0204034-07","F","NO","YES",NA,"YES"
"02","0204035","0204035-01","M","NO","YES",NA,"YES"
"02","0204035","0204035-02","M","NO","YES",NA,"YES"
"02","0204035","0204035-03","M","NO","YES",NA,"YES"
"02","0204035","0204035-04","F","NO","YES",NA,"YES"
"02","0204035","0204035-05","F","NO","YES",NA,"YES"
"02","0204036","0204036-01","M","NO","YES",NA,"YES"
"02","0204036","0204036-02","M","NO","YES",NA,"YES"
"02","0204036","0204036-03","M","YES","YES","NO","YES"
"02","0204036","0204036-04","M","NO","YES",NA,"YES"
"02","0204036","0204036-05","F","NO","YES",NA,"YES"
"02","0204036","0204036-06","F","NO","YES",NA,"YES"
"02","0204036","0204036-07","F","NO","YES",NA,"YES"
"02","0204037","0204037-01","M","NO","YES",NA,"YES"
"02","0204037","0204037-02","M","NO","YES",NA,"YES"
"02","0204037","0204037-03","M","NO","YES",NA,"YES"
"02","0204037","0204037-04","M","NO","YES",NA,"YES"
"02","0204037","0204037-05","F","NO","YES",NA,"YES"
"02","0204037","0204037-06","F","NO","YES",NA,"YES"
"02","0204038","0204038-01","M","NO","YES",NA,"YES"
"02","0204038","0204038-02","M","NO","YES",NA,"YES"
"02","0204038","0204038-03","M","NO","YES",NA,"YES"
"02","0204038","0204038-04","M","NO","YES",NA,"YES"
"02","0204038","0204038-05","M","NO","YES",NA,"YES"
"02","0204038","0204038-06","F","NO","YES",NA,"YES"
"02","0204038","0204038-07","F","NO","YES",NA,"YES"
"02","0204039","0204039-01","M","NO","YES",NA,"YES"
"02","0204039","0204039-02","M","NO","YES",NA,"YES"
"02","0204039","0204039-03","M","NO","YES",NA,"YES"
"02","0204039","0204039-04","M","NO","YES",NA,"YES"
"02","0204039","0204039-05","M","NO","YES",NA,"YES"
"02","0204039","0204039-06","F","NO","YES",NA,"YES"
"02","0204039","0204039-07","F","NO","YES",NA,"YES"
"02","0204039","0204039-08","F","NO","YES",NA,"YES"
"02","0204040","0204040-01","M","YES","YES","YES","YES"
"02","0204040","0204040-02","M","NO","YES",NA,"YES"
"02","0204040","0204040-03","M","YES","YES","NO","YES"
"02","0204040","0204040-04","F","NO","YES",NA,"YES"
"02","0204041","0204041-01","M","YES","YES","NO","YES"
"02","0204041","0204041-02","M","NO","YES",NA,"YES"
"02","0204041","0204041-03","M","NO","YES",NA,"YES"
"02","0204041","0204041-04","F","YES","YES","NO","YES"
"02","0204041","0204041-05","F","NO","YES",NA,"YES"
"02","0204041","0204041-06","F","NO","YES",NA,"YES"
"02","0204042","0204042-01","M","NO","YES",NA,"YES"
"02","0204042","0204042-02","M","NO","YES",NA,"YES"
"02","0204042","0204042-03","M","NO","YES",NA,"YES"
"02","0204042","0204042-04","M","NO","YES",NA,"YES"
"02","0204042","0204042-05","M","NO","YES",NA,"YES"
"02","0204042","0204042-06","F","NO","YES",NA,"YES"
"02","0204042","0204042-07","F","NO","YES",NA,"YES"
"02","0204042","0204042-08","F","NO","YES",NA,"YES"
"02","0204043","0204043-01","M","NO","YES",NA,"YES"
"02","0204043","0204043-02","M","NO","YES",NA,"YES"
"02","0204043","0204043-03","M","NO","YES",NA,"YES"
"02","0204043","0204043-04","F","NO","YES",NA,"YES"
"02","0204043","0204043-05","F","NO","YES",NA,"YES"
"02","0204044","0204044-01","M","NO","YES",NA,"YES"
"02","0204044","0204044-02","M","NO","YES",NA,"YES"
"02","0204044","0204044-03","M","NO","YES",NA,"YES"
"02","0204044","0204044-04","F","NO","YES",NA,"YES"
"02","0204044","0204044-05","F","NO","YES",NA,"YES"
"02","0204045","0204045-01","M","NO","YES",NA,"YES"
"02","0204045","0204045-02","M","NO","YES",NA,"YES"
"02","0204045","0204045-03","M","NO","YES",NA,"YES"
"02","0204045","0204045-04","M","NO","YES",NA,"YES"
"02","0204045","0204045-05","M","NO","YES",NA,"YES"
"02","0204045","0204045-06","F","NO","YES",NA,"YES"
"02","0204045","0204045-07","F","NO","YES",NA,"YES"
"02","0204046","0204046-01","M","NO","YES",NA,"YES"
"02","0204046","0204046-02","M","NO","YES",NA,"YES"
"02","0204046","0204046-03","M","NO","YES",NA,"YES"
"02","0204046","0204046-04","M","NO","YES",NA,"YES"
"02","0204046","0204046-05","M","NO","YES",NA,"YES"
"02","0204046","0204046-06","F","NO","YES",NA,"YES"
"02","0204046","0204046-07","F","NO","YES",NA,"YES"
"02","0204046","0204046-08","F","NO","YES",NA,"YES"
"02","0205047","0205047-01","M","NO","YES",NA,"YES"
"02","0205047","0205047-02","M","YES","YES","NO","YES"
"02","0205047","0205047-03","M","YES","YES","NO","YES"
"02","0205047","0205047-04","M","YES","YES","NO","YES"
"02","0205047","0205047-05","M","YES","YES","NO","YES"
"02","0205047","0205047-06","F","YES","NO","YES","YES"
"02","0205047","0205047-07","F","YES","NO","YES","YES"
"02","0205047","0205047-08","F","YES","NO","YES","YES"
"02","0205047","0205047-09","F","YES","NO","YES","YES"
"02","0205047","0205047-10","F","YES","NO","YES","YES"
"02","0205048","0205048-01","M","NO","YES",NA,"YES"
"02","0205048","0205048-02","F","NO","YES",NA,"YES"
"02","0205049","0205049-01","M","NO","YES",NA,"YES"
"02","0205049","0205049-02","M","NO","YES",NA,"YES"
"02","0205049","0205049-03","F","NO","YES",NA,"YES"
"02","0205050","0205050-01","M","NO","YES",NA,"YES"
"02","0205050","0205050-02","M","NO","YES",NA,"YES"
"02","0205050","0205050-03","M","NO","YES",NA,"YES"
"02","0205050","0205050-04","F","NO","YES",NA,"YES"
"02","0205050","0205050-05","F","NO","YES",NA,"YES"
"02","0205051","0205051-01","M","NO","YES",NA,"YES"
"02","0205051","0205051-02","M","NO","YES",NA,"YES"
"02","0205051","0205051-03","M","NO","YES",NA,"YES"
"02","0205051","0205051-04","M","NO","YES",NA,"YES"
"02","0205051","0205051-05","M","NO","YES",NA,"YES"
"02","0205051","0205051-06","M","NO","YES",NA,"YES"
"02","0205051","0205051-07","F","NO","YES",NA,"YES"
"02","0205051","0205051-08","F","NO","YES",NA,"YES"
"02","0205052","0205052-01","M","NO","YES",NA,"YES"
"02","0205052","0205052-02","M","NO","YES",NA,"YES"
"02","0205052","0205052-03","F","NO","YES",NA,"YES"
"02","0205052","0205052-04","F","NO","YES",NA,"YES"
"02","0205053","0205053-01","M","NO","YES",NA,"YES"
"02","0205053","0205053-02","M","NO","YES",NA,"YES"
"02","0205053","0205053-03","F","NO","YES",NA,"YES"
"02","0205054","0205054-01","M","NO","YES",NA,"YES"
"02","0205054","0205054-02","M","NO","YES",NA,"YES"
"02","0205054","0205054-03","M","NO","YES",NA,"YES"
"02","0205054","0205054-04","M","NO","YES",NA,"YES"
"02","0205054","0205054-05","M","NO","YES",NA,"YES"
"02","0205054","0205054-06","F","YES","YES","YES","YES"
"02","0205054","0205054-07","F","NO","YES",NA,"YES"
"02","0205054","0205054-08","F","NO","YES",NA,"YES"
"02","0205055","0205055-01","M","NO","YES",NA,"YES"
"02","0205055","0205055-02","M","NO","YES",NA,"YES"
"02","0205055","0205055-03","M","NO","YES",NA,"YES"
"02","0205055","0205055-04","F","YES","YES","NO","YES"
"02","0205055","0205055-05","F","YES","YES","NO","YES"
"02","0205056","0205056-01","M","YES","YES","NO","YES"
"02","0205056","0205056-02","M","YES","YES","NO","YES"
"02","0205056","0205056-03","F","NO","YES",NA,"YES"
"02","0205056","0205056-04","F","NO","YES",NA,"YES"
"02","0205057","0205057-01","M","NO","NO",NA,"NO"
"02","0205057","0205057-02","M","NO","NO",NA,"NO"
"02","0205057","0205057-03","M","NO","NO",NA,"NO"
"02","0205057","0205057-04","M","NO","NO",NA,"NO"
"02","0205057","0205057-05","F","NO","NO",NA,"NO"
"02","0205057","0205057-06","F","NO","NO",NA,"NO"
"02","0205058","0205058-01","M","NO","YES",NA,"YES"
"02","0205058","0205058-02","M","NO","YES",NA,"YES"
"02","0205058","0205058-03","M","YES","YES","NO","YES"
"02","0205058","0205058-04","F","NO","YES",NA,"YES"
"02","0205058","0205058-05","F","YES","YES","NO","YES"
"02","0205059","0205059-01","M","NO","YES",NA,"YES"
"02","0205059","0205059-02","M","NO","YES",NA,"YES"
"02","0205059","0205059-03","F","NO","YES",NA,"YES"
"02","0205060","0205060-01","M","NO","YES",NA,"YES"
"02","0205060","0205060-02","M","YES","YES","NO","YES"
"02","0205060","0205060-03","F","YES","YES","NO","YES"
"02","0205061","0205061-01","M","YES","YES","NO","YES"
"02","0205061","0205061-02","M","YES","YES","NO","YES"
"02","0205061","0205061-03","M","YES","YES","NO","YES"
"02","0205061","0205061-04","F","NO","YES",NA,"YES"
"02","0205061","0205061-05","F","NO","YES",NA,"YES"
"02","0205062","0205062-01","M","YES","YES","NO","YES"
"02","0205062","0205062-02","M","YES","YES","NO","YES"
"02","0205062","0205062-03","M","YES","YES","NO","YES"
"02","0205062","0205062-04","F","YES","YES","NO","YES"
"02","0205062","0205062-05","F","YES","YES","NO","YES"
"02","0205063","0205063-01","M","NO","YES",NA,"YES"
"02","0205063","0205063-02","M","NO","YES",NA,"YES"
"02","0205063","0205063-03","M","NO","YES",NA,"YES"
"02","0205063","0205063-04","F","NO","YES",NA,"YES"
"02","0205063","0205063-05","F","NO","YES",NA,"YES"
"02","0205063","0205063-06","F","NO","YES",NA,"YES"
"02","0205064","0205064-01","M","YES","YES","NO","YES"
"02","0205064","0205064-02","M","YES","YES","NO","YES"
"02","0205064","0205064-03","M","YES","YES","NO","YES"
"02","0205064","0205064-04","M","YES","YES","NO","YES"
"02","0205064","0205064-05","F","YES","YES","YES","YES"
"02","0205064","0205064-06","F","YES","YES","YES","YES"
"02","0205064","0205064-07","F","YES","YES","NO","YES"
"02","0205065","0205065-01","M","YES","YES","NO","YES"
"02","0205065","0205065-02","M","YES","YES","NO","YES"
"02","0205065","0205065-03","F","NO","YES",NA,"YES"
"02","0205066","0205066-01","M","YES","YES","NO","YES"
"02","0205066","0205066-02","M","YES","YES","NO","YES"
"02","0205066","0205066-03","M","YES","YES","NO","YES"
"02","0205066","0205066-04","F","YES","YES","NO","YES"
"02","0205066","0205066-05","F","YES","YES","NO","YES"
"02","0205067","0205067-01","M","YES","YES","NO","YES"
"02","0205067","0205067-02","M","YES","YES","NO","YES"
"02","0205067","0205067-03","F","YES","NO","YES","YES"
"02","0206070","0206070-01","M","YES","YES","NO","YES"
"02","0206070","0206070-02","M","YES","YES","NO","YES"
"02","0206070","0206070-03","M","YES","YES","NO","YES"
"02","0206070","0206070-04","F","YES","NO","YES","YES"
"02","0206071","0206071-01","M","YES","YES","NO","YES"
"02","0206071","0206071-02","M","YES","YES","NO","YES"
"02","0206071","0206071-03","M","YES","YES","YES","YES"
"02","0206071","0206071-04","M","YES","YES","NO","YES"
"02","0206071","0206071-05","F","YES","NO","YES","YES"
"02","0206072","0206072-01","M","NO","YES",NA,"YES"
"02","0206072","0206072-02","M","NO","YES",NA,"YES"
"02","0206072","0206072-03","M","YES","YES","YES","YES"
"02","0206072","0206072-04","M","YES","YES","NO","YES"
"02","0206072","0206072-05","M","NO","YES",NA,"YES"
"02","0206072","0206072-06","M","NO","YES",NA,"YES"
"02","0206072","0206072-07","F","YES","NO","YES","YES"
"02","0206073","0206073-01","M","YES","YES","NO","YES"
"02","0206073","0206073-02","M","NO","YES",NA,"YES"
"02","0206073","0206073-03","M","YES","YES","NO","YES"
"02","0206073","0206073-04","M","NO","YES",NA,"YES"
"02","0206073","0206073-05","M","YES","YES","NO","YES"
"02","0206073","0206073-06","F","YES","NO","YES","YES"
"02","0206076","0206076-01","M","YES","YES","YES","YES"
"02","0206076","0206076-02","M","YES","YES","NO","YES"
"02","0206076","0206076-03","M","YES","YES","YES","YES"
"02","0206076","0206076-04","M","NO","YES",NA,"YES"
"02","0206076","0206076-05","M","YES","YES","NO","YES"
"02","0206076","0206076-06","M","YES","NO","YES","YES"
"02","0206076","0206076-07","F","YES","NO","YES","YES"
"02","0206077","0206077-01","M","NO","YES",NA,"YES"
"02","0206077","0206077-02","M","NO","YES",NA,"YES"
"02","0206077","0206077-03","M","NO","YES",NA,"YES"
"02","0206077","0206077-04","M","YES","YES","NO","YES"
"02","0206077","0206077-05","M","NO","YES",NA,"YES"
"02","0206077","0206077-06","M","YES","YES","NO","YES"
"02","0206077","0206077-07","M","YES","YES","NO","YES"
"02","0206077","0206077-08","M","YES","YES","YES","YES"
"02","0206077","0206077-09","F","YES","YES","NO","YES"
"02","0206084","0206084-01","M","YES","YES","NO","YES"
"02","0206084","0206084-02","M","YES","YES","YES","YES"
"02","0206084","0206084-03","M","YES","YES","NO","YES"
"02","0206084","0206084-04","M","YES","YES","NO","YES"
"02","0206084","0206084-05","M","YES","YES","NO","YES"
"02","0206084","0206084-06","F","YES","NO","YES","YES"
"02","0206084","0206084-07","F","YES","NO","YES","YES"
"02","0206085","0206085-01","M","YES","YES","NO","YES"
"02","0206085","0206085-02","M","YES","YES","NO","YES"
"02","0206085","0206085-03","M","YES","YES","NO","YES"
"02","0206085","0206085-04","M","NO","YES",NA,"YES"
"02","0206085","0206085-05","M","YES","YES","NO","YES"
"02","0206085","0206085-06","M","YES","YES","NO","YES"
"02","0206085","0206085-07","F","YES","NO","YES","YES"
"02","0206085","0206085-08","F","YES","NO","YES","YES"
"02","0206086","0206086-01","M","NO","YES",NA,"YES"
"02","0206086","0206086-02","M","NO","YES",NA,"YES"
"02","0206086","0206086-03","M","YES","YES","NO","YES"
"02","0206086","0206086-04","M","NO","YES",NA,"YES"
"02","0206086","0206086-05","M","NO","YES",NA,"YES"
"02","0206086","0206086-06","F","YES","NO","YES","YES"
"02","0206086","0206086-07","F","YES","NO","YES","YES"
"02","0207087","0207087-01","M","NO","NO",NA,"NO"
"02","0207087","0207087-02","M","NO","NO",NA,"NO"
"02","0207087","0207087-03","M","NO","NO",NA,"NO"
"02","0207087","0207087-04","F","NO","NO",NA,"NO"
"02","0207088","0207088-01","M","NO","YES",NA,"YES"
"02","0207088","0207088-02","M","NO","YES",NA,"YES"
"02","0207088","0207088-03","M","NO","NO",NA,"NO"
"02","0207088","0207088-04","F","NO","NO",NA,"NO"
"02","0207089","0207089-01","M","NO","NO",NA,"NO"
"02","0207089","0207089-02","M","NO","NO",NA,"NO"
"02","0207089","0207089-03","M","NO","NO",NA,"NO"
"02","0207089","0207089-04","F","NO","NO",NA,"NO"
"03","0301001","0301001-01","M","NO","YES",NA,"YES"
"03","0301001","0301001-02","M","NO","YES",NA,"YES"
"03","0301001","0301001-03","F","NO","YES",NA,"YES"
"03","0301001","0301001-04","F","NO","YES",NA,"YES"
"03","0301002","0301002-01","M","NO","YES",NA,"YES"
"03","0301002","0301002-02","M","NO","YES",NA,"YES"
"03","0301002","0301002-03","M","NO","YES",NA,"YES"
"03","0301002","0301002-04","M","NO","YES",NA,"YES"
"03","0301002","0301002-05","M","YES","YES","NO","YES"
"03","0301002","0301002-06","M","YES","YES","NO","YES"
"03","0301002","0301002-07","M","YES","YES","NO","YES"
"03","0301002","0301002-08","M","YES","YES","NO","YES"
"03","0301002","0301002-09","M","NO","YES",NA,"YES"
"03","0301002","0301002-10","F","YES","YES","NO","YES"
