"province_code","province_name_eng","district_sub_code","district_or_subdivision_name_eng","provincial_capital","ps_planned","ps_reporting","ps_audited","missing_bvv_ps_reporting","missing_bvv_new_votes","ps_reporting_zero_votes","ps_reporting_excess_turnout","ps_added_votes_in_audit","known_bvv_votes_under_audit","known_net_change_from_audit","total_vr","total_preliminary_votes","turnout","candidate_1","candidate_2","candidate_3","candidate_5","candidate_6","candidate_7","candidate_8","candidate_9","candidate_10","candidate_11","candidate_12","candidate_15","candidate_16","candidate_17"
"12","PAKTIKA","1205","SAR RAWZA","NO",22,15,15,7,0,2,0,0,370,-36,6237,563,0.0902677569344236,0,2,0,0,0,0,505,1,0,55,0,0,0,0
"12","PAKTIKA","1206","OMNA","NO",10,2,8,8,0,0,0,0,0,0,3333,44,0.0132013201320132,1,0,0,0,0,0,29,0,0,14,0,0,0,0
"12","PAKTIKA","1207","ZARGHONSHAHR","NO",81,78,62,3,0,9,0,12,6426,-365,26977,6845,0.253734662860956,2,9,4,1,1,6,6690,74,8,46,1,0,0,3
"12","PAKTIKA","1208","GOMAL","NO",44,27,24,17,0,3,0,0,227,-11,14650,816,0.0556996587030717,1,0,0,0,0,1,793,7,2,12,0,0,0,0
"12","PAKTIKA","1209","JANIKHEL","NO",59,45,30,14,0,12,0,0,340,-122,19298,1461,0.0757073271841642,0,8,1,2,0,7,1355,71,1,14,0,0,0,2
"12","PAKTIKA","1210","SAROBI","NO",52,43,31,9,0,6,1,3,1227,51,16532,2071,0.125272199370917,5,2,0,0,0,1,2027,3,1,31,0,0,0,1
"12","PAKTIKA","1211","URGUN","NO",75,71,20,4,0,6,1,0,868,-52,22134,2754,0.124423963133641,80,8,4,1,1,5,2378,155,0,119,1,1,0,1
"12","PAKTIKA","1212","‌‌ZEEROK‌‎‌‎‌‎‌‎","NO",32,24,11,8,0,2,0,0,28,-9,9934,391,0.0393597745117777,0,1,0,0,0,1,360,19,0,10,0,0,0,0
"12","PAKTIKA","1213","NEEKA‌‎‌‎‌‎‌‎","NO",22,12,18,10,0,8,0,0,0,0,6963,19,0.00272870888984633,0,0,0,0,0,0,18,0,0,1,0,0,0,0
"12","PAKTIKA","1214","BARAL","NO",40,33,16,7,0,0,0,1,429,-6,10161,801,0.0788308237378211,8,1,0,0,3,17,724,17,1,26,2,0,0,2
"12","PAKTIKA","1216","DELA","NO",18,4,17,12,0,2,0,0,43,-21,5754,12,0.00208550573514077,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"12","PAKTIKA","1217","WAZAKHUA","NO",40,34,16,6,0,1,0,0,850,-291,11322,1230,0.10863804981452,2,1,0,1,1,4,1151,50,0,15,0,0,1,4
"12","PAKTIKA","1218","WORMAMAY","NO",45,40,17,5,0,3,0,1,1007,-116,13184,2090,0.158525485436893,0,2,3,0,0,1,1905,174,1,4,0,0,0,0
"12","PAKTIKA","1219","TURWO","NO",29,24,8,5,0,1,0,0,121,-2,7919,695,0.0877636065159742,0,2,0,0,0,0,600,92,0,0,0,0,0,1
"13","PAKTYA","1301","GARDEZ","YES",155,147,50,8,0,5,1,4,2890,-77,52483,8822,0.168092525198636,36,54,17,45,3,6,7590,737,10,314,7,1,2,0
"13","PAKTYA","1302","AHMADABA","NO",84,84,64,0,0,8,0,4,4323,-148,27756,4961,0.178736129125234,3,13,3,1,2,3,4851,18,2,63,1,0,0,1
"13","PAKTYA","1303","ZURMAT","NO",110,26,92,67,0,8,0,0,1110,-56,34543,1304,0.0377500506614944,0,3,0,0,0,43,1250,3,0,5,0,0,0,0
"13","PAKTYA","1304","SHUWAK","NO",26,18,10,8,0,1,0,0,137,-2,8757,401,0.0457919378782688,0,3,0,0,0,0,366,8,1,23,0,0,0,0
"13","PAKTYA","1305","ZADRAN","NO",60,26,43,34,0,3,1,1,438,6,19233,1267,0.0658763583424323,0,1,0,0,0,2,1225,36,0,2,0,0,0,1
"13","PAKTYA","1306","SAYEDKARAM","NO",66,53,62,13,0,12,0,4,2500,-101,22522,2438,0.108249711393304,0,0,2,0,1,0,2395,29,2,9,0,0,0,0
"13","PAKTYA","1307","JAJEE","NO",170,90,101,15,0,20,0,3,2331,-296,60136,2162,0.0359518424903552,1,0,0,0,2,2,1728,336,2,91,0,0,0,0
"13","PAKTYA","1308","LEJA AHMADKHEL","NO",79,7,16,15,0,1,0,0,0,0,25700,31,0.00120622568093385,0,0,0,0,0,0,29,0,0,2,0,0,0,0
"13","PAKTYA","1309","JANIKHEL","NO",65,14,10,8,0,0,0,1,31,-1,22532,254,0.0112728563820344,0,0,0,0,0,0,247,6,0,1,0,0,0,0
"13","PAKTYA","1310","CHAMKANI","NO",103,96,58,7,0,0,0,6,5101,6,35231,7484,0.212426556157929,2,14,0,0,1,3,7279,90,1,90,0,0,0,4
"13","PAKTYA","1311","DAND WA PATAN","NO",84,80,56,4,0,9,0,3,4213,-66,28685,5945,0.207251176573122,0,3,0,0,0,3,5587,245,2,104,0,0,1,0
"13","PAKTYA","1312","LEJAMANGAL","NO",59,30,37,7,0,19,0,1,406,12,19631,418,0.0212928531404411,1,0,0,0,0,0,387,29,0,1,0,0,0,0
"13","PAKTYA","1313","MEARZAKA","NO",61,41,59,20,0,13,1,1,710,158,20359,920,0.0451888599636524,36,0,0,0,0,0,781,89,0,14,0,0,0,0
"13","PAKTYA","1314","GARDA SIRAY","NO",28,20,17,8,0,0,0,3,291,0,9272,743,0.0801337359792925,2,3,0,0,0,0,718,15,1,3,0,0,0,1
"13","PAKTYA","1315","ROHANI BABA","NO",44,27,40,13,0,3,0,1,1259,-23,13969,1236,0.0884816379125206,0,0,0,0,0,5,1224,2,0,5,0,0,0,0
"14","KHOST","1401","KHOST (MATON)","YES",236,235,58,1,0,3,2,12,7504,187,73729,25894,0.351205088906672,26,21,6,1,2,21,25029,266,10,500,2,0,0,10
"14","KHOST","1402","MANDOZAY","NO",68,68,13,0,0,1,0,0,1849,-25,19703,8003,0.40618179972593,4,4,2,5,0,8,7806,42,3,129,0,0,0,0
"14","KHOST","1403","GURBUZ","NO",48,45,14,3,0,2,0,0,1460,-19,14985,4688,0.312846179512846,6,8,7,1,2,5,4529,40,3,85,1,0,0,1
"14","KHOST","1404","TANI","NO",85,85,21,0,0,2,0,0,2188,-35,23350,7852,0.33627408993576,10,4,3,3,3,10,7617,97,1,97,1,2,0,4
"14","KHOST","1405","MOSAKHEL","NO",51,45,33,5,0,6,0,1,1832,-143,15052,2563,0.170276375232527,6,1,2,0,2,0,2420,11,1,119,0,0,0,1
"14","KHOST","1406","NADIRSHAHKOT","NO",30,25,9,5,0,0,0,1,402,-4,9312,1908,0.204896907216495,2,2,2,0,1,3,1875,3,0,20,0,0,0,0
"14","KHOST","1407","SABARI","NO",68,58,59,10,0,12,0,21,2755,1405,23797,4782,0.200949699541959,1,4,2,0,1,4,4596,12,1,158,0,0,1,2
"14","KHOST","1408","TIREZAYE","NO",57,51,19,6,0,2,0,1,1396,-11,18569,4684,0.252248370940815,6,8,6,1,2,9,4510,42,3,93,1,0,0,3
"14","KHOST","1409","BAK","NO",42,41,39,1,0,3,0,3,4583,-43,14666,5047,0.344129278603573,3,5,3,2,3,1,4904,29,0,95,1,0,0,1
"14","KHOST","1410","QALANDAR","NO",26,25,24,1,0,1,0,6,2175,21,7682,2319,0.301874511845873,1,0,1,0,1,1,2281,5,0,28,0,0,0,1
"14","KHOST","1411","SPERA","NO",42,36,26,6,0,0,0,1,1743,-31,11655,3616,0.31025311025311,0,3,1,0,0,1,3427,156,1,25,0,0,0,2
"14","KHOST","1412","SHAMAL","NO",25,18,9,7,0,1,1,0,89,0,6790,1375,0.202503681885125,1,4,0,0,0,5,1320,17,1,27,0,0,0,0
"14","KHOST","1413","JAJIMAYDAN","NO",57,57,4,0,0,1,0,0,326,0,18826,5135,0.272761075108892,6,6,0,0,0,6,4795,67,2,249,3,0,0,1
"15","KUNARHA","1501","ASADABAD","YES",75,75,19,0,0,0,0,0,2777,-49,23402,11522,0.492351081104179,97,9,4,1,8,18,10138,690,3,549,2,1,0,2
"15","KUNARHA","1502","MARAWARA","NO",35,35,3,0,0,0,0,0,576,-4,11507,3070,0.266794125315026,8,2,1,0,0,22,2819,131,1,81,1,2,0,2
"15","KUNARHA","1503","WATAPOOR","NO",19,19,2,0,0,0,0,0,127,-4,5930,1655,0.279089376053963,9,0,0,0,0,0,1535,43,1,67,0,0,0,0
"15","KUNARHA","1504","NARANG","NO",35,35,10,0,0,0,0,2,1402,-12,11078,4242,0.38292110489258,47,1,0,0,0,5,3755,103,2,325,1,0,0,3
"15","KUNARHA","1505","SARKANI","NO",50,50,21,0,0,0,0,3,2679,-34,17295,5068,0.293032668401272,18,6,0,1,1,12,4663,98,4,260,3,0,0,2
"15","KUNARHA","1506","SHEGAL","NO",45,45,7,0,0,0,0,0,785,-9,15106,3751,0.248311929034821,25,1,0,0,0,12,3154,81,3,473,1,1,0,0
"15","KUNARHA","1507","DARAE PECH","NO",55,55,14,0,0,0,0,1,2061,-29,17636,5702,0.323315944658653,116,6,3,0,1,5,4576,826,4,163,1,0,1,0
"15","KUNARHA","1508","BARKUNAR","NO",33,32,2,1,0,1,0,0,0,0,10090,2541,0.25183349851338,6,4,0,0,0,0,2143,223,3,160,0,0,0,2
"15","KUNARHA","1509","SAWKAY","NO",50,50,24,0,0,0,0,2,3402,-25,16627,6508,0.391411559511638,34,9,0,0,1,7,5524,846,0,85,0,0,1,1
"15","KUNARHA","1510","KHASKUNAR","NO",51,51,6,0,0,0,0,2,869,-4,17674,6950,0.393232997623628,26,16,2,0,1,7,6614,96,1,180,1,3,1,2
"15","KUNARHA","1511","GHAZIABAD","NO",16,16,0,0,0,0,2,0,0,0,3786,1017,0.268621236133122,0,2,0,0,0,0,767,53,0,195,0,0,0,0
"15","KUNARHA","1512","DANGAM","NO",19,19,2,0,0,0,0,0,159,-1,6791,943,0.13886025622147,26,0,0,0,0,3,844,45,1,23,0,0,0,1
"15","KUNARHA","1513","CHAPADARA","NO",20,20,8,0,0,1,0,0,986,-7,6187,2552,0.412477775981898,7,9,1,0,2,0,2300,165,1,67,0,0,0,0
"15","KUNARHA","1514","NORGAL","NO",26,26,0,0,0,0,0,0,0,0,9200,2552,0.277391304347826,32,2,1,0,0,2,2315,138,0,59,2,0,0,1
"15","KUNARHA","1515","NARI","NO",46,46,7,0,0,2,0,1,683,-7,14925,5386,0.360871021775544,8,6,1,2,0,7,3115,1524,34,682,3,1,0,3
"15","KUNARHA","1516","SHELTAN","NO",11,11,0,0,0,0,0,0,0,0,3646,746,0.204607789358201,39,3,0,0,0,0,645,10,0,48,0,0,1,0
"16","NOORESTAN","1601","PAROON","YES",35,35,13,0,0,1,0,1,1224,-130,12113,3439,0.283909848922645,18,2,7,0,2,6,2369,927,8,98,0,1,0,1
"16","NOORESTAN","1602","WAYGAL","NO",39,18,15,0,0,4,0,4,1015,-7,11199,1119,0.0999196356817573,4,0,1,0,0,0,801,201,0,112,0,0,0,0
"16","NOORESTAN","1603","WAMA","NO",50,50,44,0,0,2,0,6,2553,-141,16708,2718,0.162676562125928,5,3,4,0,0,1,1362,1139,2,202,0,0,0,0
"16","NOORESTAN","1604","NOORGERAM","NO",44,5,0,0,0,0,0,0,0,0,13545,109,0.00804724990771502,0,0,0,0,0,0,47,44,0,18,0,0,0,0
"16","NOORESTAN","1605","DOAB","NO",36,0,0,0,0,0,0,0,0,0,11144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","NOORESTAN","1606","KAMDESH","NO",31,24,5,0,0,0,0,3,552,21,10189,1572,0.154284031798999,1,28,1,1,0,0,622,507,0,412,0,0,0,0
"16","NOORESTAN","1607","MANDOL","NO",14,0,0,0,0,0,0,0,0,0,4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","NOORESTAN","1608","BARGEMATAL","NO",37,37,29,0,0,4,0,4,2002,-553,11291,1912,0.169338411123904,3,1,19,7,0,3,1089,698,1,90,0,1,0,0
"17","BADAKHSHAN","1701","FAYZABAD","YES",101,87,52,0,0,0,0,4,3637,-82,30527,5840,0.191306056933207,33,49,27,53,0,2,976,3947,28,188,527,6,1,3
"17","BADAKHSHAN","1702","ARGO","NO",115,110,61,5,0,4,0,4,4074,-116,32995,7308,0.221488104258221,19,22,7,5,1,9,1274,4361,30,1521,43,9,0,7
"17","BADAKHSHAN","1703","ARGHANCHKHWA","NO",14,4,0,0,0,0,0,0,0,0,3795,56,0.0147562582345191,0,2,0,1,0,0,5,46,0,0,2,0,0,0
"17","BADAKHSHAN","1704","YAFTAL SUFLA","NO",77,77,20,0,0,1,0,2,1394,-22,23703,5454,0.230097456018226,13,19,5,2,3,6,834,4019,20,293,224,9,1,6
"17","BADAKHSHAN","1705","KHASH","NO",32,31,13,2,138,0,0,2,984,-48,10432,1908,0.182898773006135,7,14,5,3,0,3,343,1358,6,50,107,3,4,5
"17","BADAKHSHAN","1706","BAHARAK","NO",51,51,5,0,0,1,0,0,193,-5,15846,1623,0.102423324498296,13,26,25,8,1,2,189,1147,12,88,107,3,0,2
"17","BADAKHSHAN","1707","DARAYEM","NO",55,55,18,0,0,0,0,5,1514,27,17977,4930,0.274239305779607,4,14,4,5,1,43,966,3342,32,368,145,3,1,2
"17","BADAKHSHAN","1708","KOHESTAN","NO",13,12,1,1,0,0,0,0,0,0,3220,592,0.183850931677019,2,0,2,0,0,0,39,390,1,52,103,0,2,1
"17","BADAKHSHAN","1709","YAWAN","NO",47,47,3,0,0,1,0,0,249,-1,14529,4189,0.288319911900337,17,7,4,9,0,1,176,2087,12,1533,338,4,1,0
"17","BADAKHSHAN","1710","JURM","NO",45,39,6,0,0,0,0,0,134,-5,14891,1421,0.0954267678463501,28,30,17,9,0,1,286,890,9,37,106,4,1,3
"17","BADAKHSHAN","1711","TESHKAN","NO",45,23,8,4,0,0,0,1,275,12,13205,1542,0.116773949261643,23,4,2,14,1,0,315,876,10,209,84,1,0,3
"17","BADAKHSHAN","1712","SHUHADA","NO",34,34,9,0,0,1,0,0,575,-5,9714,1992,0.205064854848672,5,16,18,4,2,1,239,1163,11,377,148,3,2,3
"17","BADAKHSHAN","1713","SHAHR BUZORG","NO",56,50,17,7,36,2,0,0,626,-89,15103,3268,0.21638085148646,6,6,18,2,1,6,643,1996,19,211,353,3,1,3
"17","BADAKHSHAN","1714","RAGHESTAN","NO",23,19,7,0,0,0,0,0,432,-19,7867,791,0.100546587009025,0,1,1,0,0,0,74,403,0,210,101,1,0,0
"17","BADAKHSHAN","1715","KESHEM","NO",117,105,26,2,0,2,0,1,2236,-64,40246,8958,0.222581126074641,167,56,32,136,4,15,1544,5653,40,937,343,16,3,12
"17","BADAKHSHAN","1717","TAGAB","NO",30,11,1,0,0,0,0,1,92,1,7196,1010,0.14035575319622,47,3,6,1,0,2,254,660,0,7,28,2,0,0
"17","BADAKHSHAN","1719","SHEGHNAN","NO",30,30,3,0,0,0,0,0,368,-9,7849,3322,0.423238629124729,8,28,23,2,2,9,1905,1211,19,36,75,1,0,3
"17","BADAKHSHAN","1720","KHWAHAN","NO",26,24,5,0,0,2,0,0,80,-21,7245,1486,0.205106970324362,4,9,5,3,0,3,161,514,8,20,757,1,0,1
"17","BADAKHSHAN","1721","KOFAB","NO",28,22,3,0,0,0,0,0,113,-10,8740,828,0.0947368421052632,4,35,5,2,0,0,241,339,4,22,174,2,0,0
"17","BADAKHSHAN","1722","DARWAZ PAYEN (MAMAY)","NO",29,29,3,0,0,0,0,2,449,15,8917,3288,0.368733879107323,4,6,58,7,0,1,387,978,2,35,1802,2,3,3
"17","BADAKHSHAN","1723","ESHKASHEM","NO",21,21,1,0,0,0,0,0,143,-7,5588,2505,0.448282032927702,4,32,2,6,1,6,1639,596,8,64,140,1,1,5
"17","BADAKHSHAN","1724","SHAKI","NO",25,25,15,0,0,0,0,0,1890,-82,6443,2686,0.41688654353562,5,35,5,16,0,3,128,1439,7,43,1001,2,2,0
"17","BADAKHSHAN","1725","ZEBAK","NO",12,12,0,0,0,0,0,0,0,0,3240,1566,0.483333333333333,7,10,3,1,2,5,849,443,12,10,218,2,2,2
"17","BADAKHSHAN","1726","KERAN WA MENJAN","NO",16,16,2,0,0,0,0,0,148,-31,3876,554,0.142930856553148,0,4,2,2,2,0,128,368,1,33,14,0,0,0
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","NO",28,8,5,0,0,0,0,0,460,-5,7232,617,0.0853152654867257,10,1,2,1,0,1,52,301,1,12,234,0,0,2
"17","BADAKHSHAN","1728","WAKHAN","NO",23,22,2,1,0,0,0,0,131,-1,4951,2393,0.483336699656635,2,7,5,0,1,4,1587,719,8,12,42,3,0,3
"18","TAKHAR","1801","TALUQAN","YES",217,203,14,0,0,0,0,0,1378,-70,70062,18441,0.263209728526163,100,149,81,33,3,14,2424,14952,100,421,121,17,7,19
"18","TAKHAR","1802","HAZARSUMOCH","NO",23,6,3,2,0,1,0,0,0,0,7139,119,0.0166690012606808,1,0,0,0,0,0,29,89,0,0,0,0,0,0
"18","TAKHAR","1803","BAHARAK","NO",41,16,1,0,0,0,0,0,4,0,14230,304,0.0213633169360506,0,0,1,0,0,0,18,283,1,1,0,0,0,0
"18","TAKHAR","1804","BANGI","NO",51,51,0,0,0,0,0,0,0,0,17157,3726,0.217170834061899,15,9,6,2,4,9,414,3169,25,34,11,12,5,11
"18","TAKHAR","1805","CHAL","NO",42,42,2,1,154,0,0,0,26,-2,12647,3026,0.239266229145252,9,17,3,12,0,8,627,2192,15,110,14,9,1,9
"18","TAKHAR","1806","NAMAKAB","NO",18,18,0,0,0,0,0,0,0,0,6156,751,0.121994801819363,7,2,1,2,0,3,192,440,3,95,2,3,0,1
"18","TAKHAR","1807","KALAFGAN","NO",64,64,4,0,0,0,0,0,158,-1,20003,5372,0.268559716042594,51,19,16,8,12,13,897,4187,27,88,8,20,3,23
"18","TAKHAR","1808","FARKHAR","NO",68,68,1,0,0,0,0,0,141,-12,21838,5423,0.248328601520286,21,35,34,37,3,7,440,4682,16,108,22,7,2,9
"18","TAKHAR","1809","KHWAJAGHAR","NO",54,0,0,0,0,0,0,0,0,0,15621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","TAKHAR","1810","RUSTAQ","NO",163,157,14,8,91,1,0,0,295,-19,47751,11161,0.233733324956545,50,134,43,22,13,22,632,9765,83,210,120,28,16,23
"18","TAKHAR","1811","ESHKAMESH","NO",66,57,23,0,0,1,0,1,1357,-129,21517,3189,0.148208393363387,13,13,16,10,2,2,1163,1732,11,200,10,9,2,6
"18","TAKHAR","1812","DASHT QALA","NO",27,16,1,1,54,0,0,0,0,0,5808,743,0.127926997245179,2,3,1,1,0,2,193,521,6,5,3,1,0,5
"18","TAKHAR","1813","WARSAJ","NO",54,54,11,1,131,0,0,0,1348,-46,16206,7512,0.463532025175861,24,36,13,19,2,10,1448,5754,27,93,72,3,2,9
"18","TAKHAR","1814","KHWAJA BAHAUDIN","NO",32,27,1,0,0,0,0,0,45,-2,8238,1957,0.237557659626123,10,86,5,8,0,3,92,1656,15,40,36,1,1,4
"18","TAKHAR","1815","DARQAD","NO",6,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","TAKHAR","1816","CHAHAB","NO",77,0,0,0,0,0,0,0,0,0,24207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","TAKHAR","1817","YANGI QALA","NO",23,2,2,2,0,0,0,0,0,0,6630,111,0.0167420814479638,0,1,0,0,0,0,14,94,0,2,0,0,0,0
"19","KUNDUZ","1901","KUNDUZ","YES",233,169,28,13,0,4,0,0,370,-19,79562,5306,0.0666901284532817,28,43,45,36,0,16,1572,3201,44,158,159,1,1,2
"19","KUNDUZ","1902","CHAHAR DARAH","NO",20,4,7,7,0,1,0,0,0,0,6711,26,0.00387423632841603,0,1,0,0,0,0,8,17,0,0,0,0,0,0
"19","KUNDUZ","1903","ALI ABAD","NO",35,16,1,0,0,0,0,0,37,-6,9688,565,0.0583195706028076,2,1,2,2,0,0,37,503,3,9,5,0,1,0
"19","KUNDUZ","1904","KHAN ABAD","NO",74,55,5,2,0,2,0,0,6,-2,23761,912,0.0383822229704137,13,7,1,5,4,4,298,519,5,39,5,7,3,2
"19","KUNDUZ","1905","EMAM SAHEB","NO",151,117,10,0,0,1,0,0,453,-27,50551,5590,0.110581393048604,25,59,15,35,2,6,1652,3639,35,83,22,4,4,9
"19","KUNDUZ","1906","DASHT ARCHI","NO",29,0,0,0,0,0,0,0,0,0,9757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","KUNDUZ","1907","QALAE ZAL","NO",10,0,0,0,0,0,0,0,0,0,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","KUNDUZ","1910","AQTASH","NO",29,14,0,0,0,0,0,0,0,0,9860,277,0.0280933062880325,2,3,2,1,1,1,69,195,2,1,0,0,0,0
"20","SAMANGAN","2001","AYBAK","YES",127,115,12,0,0,1,0,1,1486,-41,38427,15044,0.391495563015588,69,81,33,30,13,36,2514,11888,77,210,30,31,8,24
"20","SAMANGAN","2002","HAZRATE SULTAN","NO",49,33,0,0,0,0,0,0,0,0,17339,3699,0.213334102312705,13,13,11,2,4,14,1021,2535,26,46,0,6,0,8
"20","SAMANGAN","2003","KHURAM WA SARBAGH","NO",31,29,0,0,0,0,0,0,0,0,9807,3223,0.328642806158866,13,11,7,11,4,2,296,2599,16,243,4,6,6,5
"20","SAMANGAN","2004","FIROZ NAKHCHEER","NO",19,19,1,0,0,0,0,0,84,-2,6191,1811,0.292521402035212,14,7,2,3,1,8,360,1385,7,7,7,5,2,3
"20","SAMANGAN","2005","ROYE DOAB","NO",70,65,5,2,0,0,0,0,249,-5,19912,4539,0.227952993169948,32,15,9,14,0,14,1051,3217,7,152,2,6,18,2
"20","SAMANGAN","2006","DARAE SOFE PAYEN","NO",65,13,0,0,0,0,0,0,0,0,19052,432,0.0226747847994961,1,2,2,2,0,1,68,341,0,12,2,0,0,1
"20","SAMANGAN","2007","DARAE SOFE BALA","NO",96,88,10,0,0,1,0,0,1039,-41,30776,8645,0.280900701845594,122,74,26,16,2,9,1813,6427,26,17,16,6,82,9
"21","BALKH","2101-01","MAZARE SHARIF NAHIA 01","YES",63,63,2,0,0,1,0,0,98,0,22836,5437,0.238088982308635,173,91,39,17,0,4,1874,3073,36,78,30,2,17,3
"21","BALKH","2101-02","MAZARE SHARIF NAHIA 02","YES",30,30,0,0,0,0,0,0,0,0,9949,2512,0.252487687204744,81,22,13,3,1,2,749,1574,10,42,9,0,4,2
"21","BALKH","2101-03","MAZARE SHARIF NAHIA 03","YES",41,41,1,0,0,0,0,0,110,-3,14962,3671,0.245354899077663,171,42,24,5,0,1,1364,1910,24,66,33,1,29,1
"21","BALKH","2101-04","MAZARE SHARIF NAHIA 04","YES",32,32,0,0,0,0,0,0,0,0,12083,3084,0.255234627162129,39,57,10,13,1,3,1236,1577,19,119,6,4,0,0
"21","BALKH","2101-05","MAZARE SHARIF NAHIA 05","YES",60,60,1,0,0,0,0,0,98,-11,20707,5227,0.252426715603419,219,108,33,8,0,5,1406,3238,44,116,19,3,18,10
"21","BALKH","2101-06","MAZARE SHARIF NAHIA 06","YES",26,26,1,0,0,0,0,0,155,-1,8987,2437,0.2711694670079,62,27,18,8,0,0,646,1576,15,41,27,1,16,0
"21","BALKH","2101-07","MAZARE SHARIF NAHIA 07","YES",41,41,0,0,0,0,0,0,0,0,14544,3742,0.257288228822882,92,60,24,10,0,5,1567,1681,37,132,121,1,8,4
"21","BALKH","2101-08","MAZARE SHARIF NAHIA 08","YES",45,45,0,0,0,0,0,0,0,0,15292,3881,0.25379283285378,362,82,33,14,2,2,1258,1976,40,42,25,1,41,3
"21","BALKH","2101-09","MAZARE SHARIF NAHIA 09","YES",30,30,0,0,0,0,0,0,0,0,9299,2212,0.237875040326917,64,26,10,7,1,2,705,1323,18,49,5,0,1,1
"21","BALKH","2101-10","MAZARE SHARIF NAHIA 10","YES",51,51,1,0,0,0,0,0,77,-3,17866,5067,0.283611328780925,525,123,44,2,2,6,1188,2995,33,36,35,5,68,5
"21","BALKH","2102","NAHR SHAHI","NO",81,66,3,0,0,1,0,0,133,-7,28701,5646,0.196717884394272,1055,127,32,4,2,7,1176,2815,24,96,12,9,280,7
"21","BALKH","2103","DEHDADI","NO",87,87,0,0,0,0,0,0,0,0,28943,5432,0.187679231593131,151,151,35,5,1,3,2231,2531,34,255,25,3,4,3
"21","BALKH","2104","CHARKENT","NO",61,51,3,3,0,0,0,0,0,0,20157,1770,0.0878106861140051,50,20,11,0,4,9,529,1115,6,5,5,2,11,3
"21","BALKH","2105","MARMUL","NO",26,26,0,0,0,0,0,0,0,0,9254,1598,0.172682083423384,10,14,7,3,1,1,206,1272,7,38,37,2,0,0
"21","BALKH","2106","BALKH","NO",128,69,10,1,0,3,0,0,406,-11,42026,2863,0.0681244943606339,20,68,13,5,0,2,1126,1554,12,52,3,4,1,3
"21","BALKH","2107","SHOLGARA","NO",151,83,1,0,0,0,0,1,117,32,49114,6645,0.135297471189478,22,69,17,6,2,11,3072,3333,17,72,8,8,3,5
"21","BALKH","2108","CHEMTAL","NO",63,12,3,3,0,0,0,0,0,0,19582,114,0.00582167296496783,2,2,2,1,0,0,62,39,2,4,0,0,0,0
"21","BALKH","2109","DAWLATABAD","NO",66,11,0,0,0,0,0,0,0,0,18146,168,0.00925823873029869,1,1,0,0,0,0,21,135,4,6,0,0,0,0
"21","BALKH","2110","KHULM","NO",71,71,4,0,0,0,0,0,543,-49,20311,7146,0.351829058145832,21,67,42,13,5,19,2471,4322,44,109,13,5,5,10
"21","BALKH","2111","CHARBOLAK","NO",72,5,5,4,0,2,0,0,0,0,20705,5,0.000241487563390485,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"21","BALKH","2112","SHORTEPA","NO",34,24,0,0,0,0,0,0,0,0,9629,1267,0.131581680340638,6,26,3,1,1,3,579,595,3,37,3,0,3,7
"21","BALKH","2113","KALDAR","NO",37,37,0,0,0,0,0,0,0,0,9212,2162,0.23469387755102,37,34,14,4,0,1,551,1247,24,47,196,2,2,3
"21","BALKH","2114","KUSHENDEH","NO",77,8,0,0,0,0,0,0,0,0,21300,259,0.0121596244131455,0,2,1,1,0,0,52,196,1,6,0,0,0,0
"21","BALKH","2115","ZARI","NO",94,0,0,0,0,0,0,0,0,0,28362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","SARE PUL","2201","SARE PUL","YES",149,137,6,5,39,0,0,0,34,-1,50578,17265,0.341353948356993,189,154,59,19,15,23,2125,14372,80,144,24,20,29,12
"22","SARE PUL","2202","SAYAD","NO",22,17,1,0,0,0,0,0,128,0,7063,1664,0.235593940252018,6,8,2,2,3,3,169,1451,5,6,3,2,2,2
"22","SARE PUL","2204","SOZMAQALA","NO",24,16,0,0,0,0,0,0,0,0,6460,709,0.109752321981424,6,5,3,0,0,0,305,369,6,14,1,0,0,0
"22","SARE PUL","2205","SANCHARAK","NO",89,55,1,0,0,0,0,1,63,1,28609,3507,0.122583802299976,31,46,14,6,3,4,612,2735,20,18,2,3,10,3
"22","SARE PUL","2206","GOSFANDI","NO",62,58,1,1,84,0,0,0,0,0,17523,2981,0.170119271814187,17,37,2,3,4,4,472,2399,5,22,6,3,3,4
"22","SARE PUL","2207","BALKHAB","NO",90,90,34,6,380,0,0,1,2385,-64,30715,8076,0.26293342015302,332,101,30,6,7,9,2471,4997,23,15,12,6,59,8
"23","GHOR","2301","FEROZKOH (CHEGHCHERAN)","YES",225,125,76,2,0,2,0,6,5186,-335,72451,7475,0.10317317911416,77,407,53,408,3,8,3700,1907,21,804,59,4,16,8
