"ps_code","post_audit_status","candidate_code","votes"
"1904173-03","Validated","100_1_1",120
"1904173-03","Validated","101_1_13",101
"1904174-01","Validated","100_1_1",275
"1904174-01","Validated","101_1_13",101
"1904174-02","Recounted","100_1_1",305
"1904174-02","Recounted","101_1_13",17
"1904175-01","Validated","100_1_1",123
"1904175-01","Validated","101_1_13",32
"1904175-02","Validated","100_1_1",78
"1904175-02","Validated","101_1_13",10
"1904175-03","Validated","100_1_1",96
"1904175-03","Validated","101_1_13",8
"1904176-01","Recounted","100_1_1",26
"1904176-01","Recounted","101_1_13",79
"1904176-02","Recounted","100_1_1",10
"1904176-02","Recounted","101_1_13",272
"1904176-03","Recounted","100_1_1",13
"1904176-03","Recounted","101_1_13",495
"1904177-01","Recounted","100_1_1",335
"1904177-01","Recounted","101_1_13",232
"1904177-02","Recounted","100_1_1",252
"1904177-02","Recounted","101_1_13",230
"1904210-01","Recounted","100_1_1",121
"1904210-01","Recounted","101_1_13",25
"1904210-02","Validated","100_1_1",34
"1904210-02","Validated","101_1_13",3
"1904211-01","Validated","100_1_1",91
"1904211-01","Validated","101_1_13",0
"1904211-02","Validated","100_1_1",88
"1904211-02","Validated","101_1_13",2
"1904211-03","Recounted","100_1_1",238
"1904211-03","Recounted","101_1_13",3
"1904212-01","Validated","100_1_1",6
"1904212-01","Validated","101_1_13",8
"1904212-02","Validated","100_1_1",2
"1904212-02","Validated","101_1_13",9
"1904212-03","Validated","100_1_1",0
"1904212-03","Validated","101_1_13",0
"1904212-04","Validated","100_1_1",0
"1904212-04","Validated","101_1_13",33
"1904213-01","Validated","100_1_1",119
"1904213-01","Validated","101_1_13",122
"1904213-02","Recounted","100_1_1",335
"1904213-02","Recounted","101_1_13",47
"1905057-01","Validated","100_1_1",142
"1905057-01","Validated","101_1_13",169
"1905057-02","Recounted","100_1_1",72
"1905057-02","Recounted","101_1_13",93
"1905057-03","Validated","100_1_1",66
"1905057-03","Validated","101_1_13",167
"1905057-04","Validated","100_1_1",53
"1905057-04","Validated","101_1_13",116
"1905057-05","Validated","100_1_1",114
"1905057-05","Validated","101_1_13",234
"1905057-06","Recounted","100_1_1",111
"1905057-06","Recounted","101_1_13",175
"1905058-01","Validated","100_1_1",104
"1905058-01","Validated","101_1_13",333
"1905058-02","Validated","100_1_1",111
"1905058-02","Validated","101_1_13",220
"1905058-03","Validated","100_1_1",59
"1905058-03","Validated","101_1_13",145
"1905058-04","Recounted","100_1_1",70
"1905058-04","Recounted","101_1_13",118
"1905058-05","Validated","100_1_1",52
"1905058-05","Validated","101_1_13",102
"1905058-06","Recounted","100_1_1",31
"1905058-06","Recounted","101_1_13",96
"1905059-01","Validated","100_1_1",103
"1905059-01","Validated","101_1_13",126
"1905059-02","Validated","100_1_1",56
"1905059-02","Validated","101_1_13",207
"1905059-03","Validated","100_1_1",47
"1905059-03","Validated","101_1_13",153
"1905059-04","Recounted","100_1_1",110
"1905059-04","Recounted","101_1_13",179
"1905059-05","Validated","100_1_1",42
"1905059-05","Validated","101_1_13",306
"1905060-01","Validated","100_1_1",98
"1905060-01","Validated","101_1_13",147
"1905060-02","Validated","100_1_1",65
"1905060-02","Validated","101_1_13",153
"1905060-03","Validated","100_1_1",80
"1905060-03","Validated","101_1_13",71
"1905060-04","Validated","100_1_1",111
"1905060-04","Validated","101_1_13",291
"1905061-01","Validated","100_1_1",46
"1905061-01","Validated","101_1_13",136
"1905061-02","Validated","100_1_1",103
"1905061-02","Validated","101_1_13",66
"1905062-01","Validated","100_1_1",23
"1905062-01","Validated","101_1_13",150
"1905062-02","Validated","100_1_1",18
"1905062-02","Validated","101_1_13",77
"1905063-01","Validated","100_1_1",105
"1905063-01","Validated","101_1_13",173
"1905063-02","Validated","100_1_1",68
"1905063-02","Validated","101_1_13",140
"1905063-03","Validated","100_1_1",49
"1905063-03","Validated","101_1_13",99
"1905063-04","Recounted","100_1_1",138
"1905063-04","Recounted","101_1_13",105
"1905064-01","Validated","100_1_1",66
"1905064-01","Validated","101_1_13",251
"1905064-02","Validated","100_1_1",87
"1905064-02","Validated","101_1_13",411
"1905064-03","Validated","100_1_1",75
"1905064-03","Validated","101_1_13",358
"1905064-04","Validated","100_1_1",85
"1905064-04","Validated","101_1_13",339
"1905064-05","Recounted","100_1_1",60
"1905064-05","Recounted","101_1_13",436
"1905065-01","Validated","100_1_1",18
"1905065-01","Validated","101_1_13",81
"1905065-02","Validated","100_1_1",15
"1905065-02","Validated","101_1_13",56
"1905065-03","Validated","100_1_1",6
"1905065-03","Validated","101_1_13",45
"1905065-04","Validated","100_1_1",9
"1905065-04","Validated","101_1_13",99
"1905065-05","Validated","100_1_1",9
"1905065-05","Validated","101_1_13",88
"1905065-06","Validated","100_1_1",10
"1905065-06","Validated","101_1_13",87
"1905067-01","Recounted","100_1_1",74
"1905067-01","Recounted","101_1_13",21
"1905067-02","Validated","100_1_1",48
"1905067-02","Validated","101_1_13",20
"1905067-03","Recounted","100_1_1",77
"1905067-03","Recounted","101_1_13",27
"1905067-04","Recounted","100_1_1",139
"1905067-04","Recounted","101_1_13",10
"1905068-01","Validated","100_1_1",85
"1905068-01","Validated","101_1_13",40
"1905068-02","Validated","100_1_1",61
"1905068-02","Validated","101_1_13",49
"1905068-03","Validated","100_1_1",36
"1905068-03","Validated","101_1_13",23
"1905069-01","Validated","100_1_1",32
"1905069-01","Validated","101_1_13",14
"1905069-02","Validated","100_1_1",31
"1905069-02","Validated","101_1_13",19
"1905069-03","Validated","100_1_1",28
"1905069-03","Validated","101_1_13",30
"1905069-04","Validated","100_1_1",67
"1905069-04","Validated","101_1_13",26
"1905070-01","Validated","100_1_1",116
"1905070-01","Validated","101_1_13",160
"1905070-02","Validated","100_1_1",87
"1905070-02","Validated","101_1_13",210
"1905070-03","Validated","100_1_1",94
"1905070-03","Validated","101_1_13",82
"1905070-04","Validated","100_1_1",53
"1905070-04","Validated","101_1_13",160
"1905071-01","Validated","100_1_1",24
"1905071-01","Validated","101_1_13",149
"1905071-02","Validated","100_1_1",21
"1905071-02","Validated","101_1_13",171
"1905071-03","Validated","100_1_1",14
"1905071-03","Validated","101_1_13",103
"1905071-04","Validated","100_1_1",26
"1905071-04","Validated","101_1_13",167
"1905072-01","Validated","100_1_1",57
"1905072-01","Validated","101_1_13",120
"1905072-02","Validated","100_1_1",73
"1905072-02","Validated","101_1_13",168
"1905072-03","Validated","100_1_1",65
"1905072-03","Validated","101_1_13",160
"1905073-01","Validated","100_1_1",212
"1905073-01","Validated","101_1_13",70
"1905073-02","Recounted","100_1_1",290
"1905073-02","Recounted","101_1_13",137
"1905073-03","Recounted","100_1_1",225
"1905073-03","Recounted","101_1_13",47
"1905073-04","Validated","100_1_1",170
"1905073-04","Validated","101_1_13",61
"1905073-05","Recounted","100_1_1",167
"1905073-05","Recounted","101_1_13",36
"1905074-01","Validated","100_1_1",38
"1905074-01","Validated","101_1_13",42
"1905074-02","Validated","100_1_1",68
"1905074-02","Validated","101_1_13",213
"1905074-03","Validated","100_1_1",66
"1905074-03","Validated","101_1_13",110
"1905074-04","Validated","100_1_1",73
"1905074-04","Validated","101_1_13",152
"1905074-05","Validated","100_1_1",78
"1905074-05","Validated","101_1_13",115
"1905074-06","Recounted","100_1_1",82
"1905074-06","Recounted","101_1_13",240
"1905074-07","Validated","100_1_1",119
"1905074-07","Validated","101_1_13",120
"1905075-01","Validated","100_1_1",17
"1905075-01","Validated","101_1_13",16
"1905075-02","Validated","100_1_1",3
"1905075-02","Validated","101_1_13",54
"1905077-01","Validated","100_1_1",26
"1905077-01","Validated","101_1_13",31
"1905077-02","Validated","100_1_1",1
"1905077-02","Validated","101_1_13",5
"1905078-01","Validated","100_1_1",18
"1905078-01","Validated","101_1_13",67
"1905078-02","Recounted","100_1_1",20
"1905078-02","Recounted","101_1_13",59
"1905078-03","Validated","100_1_1",3
"1905078-03","Validated","101_1_13",3
"1905079-01","Validated","100_1_1",41
"1905079-01","Validated","101_1_13",93
"1905079-02","Validated","100_1_1",28
"1905079-02","Validated","101_1_13",146
"1905079-03","Validated","100_1_1",41
"1905079-03","Validated","101_1_13",99
"1905079-04","Validated","100_1_1",60
"1905079-04","Validated","101_1_13",52
"1905080-01","Validated","100_1_1",146
"1905080-01","Validated","101_1_13",48
"1905080-02","Recounted","100_1_1",93
"1905080-02","Recounted","101_1_13",28
"1905081-01","Validated","100_1_1",48
"1905081-01","Validated","101_1_13",350
"1905081-02","Validated","100_1_1",43
"1905081-02","Validated","101_1_13",186
"1905081-03","Validated","100_1_1",53
"1905081-03","Validated","101_1_13",222
"1905081-04","Validated","100_1_1",27
"1905081-04","Validated","101_1_13",173
"1905082-01","Recounted","100_1_1",304
"1905082-01","Recounted","101_1_13",185
"1905082-02","Validated","100_1_1",266
"1905082-02","Validated","101_1_13",182
"1905082-03","Recounted","100_1_1",207
"1905082-03","Recounted","101_1_13",113
"1905082-04","Validated","100_1_1",201
"1905082-04","Validated","101_1_13",128
"1905083-01","Recounted","100_1_1",27
"1905083-01","Recounted","101_1_13",465
"1905083-02","Recounted","100_1_1",37
"1905083-02","Recounted","101_1_13",376
"1905083-03","Validated","100_1_1",50
"1905083-03","Validated","101_1_13",280
"1905084-01","Validated","100_1_1",70
"1905084-01","Validated","101_1_13",93
"1905084-02","Validated","100_1_1",35
"1905084-02","Validated","101_1_13",30
"1905084-03","Validated","100_1_1",26
"1905084-03","Validated","101_1_13",47
"1905084-04","Validated","100_1_1",46
"1905084-04","Validated","101_1_13",90
"1905085-01","Validated","100_1_1",37
"1905085-01","Validated","101_1_13",108
"1905085-02","Validated","100_1_1",55
"1905085-02","Validated","101_1_13",233
"1905085-03","Validated","100_1_1",63
"1905085-03","Validated","101_1_13",235
"1905085-04","Recounted","100_1_1",36
"1905085-04","Recounted","101_1_13",519
"1905085-05","Recounted","100_1_1",94
"1905085-05","Recounted","101_1_13",304
"1905085-06","Invalidated","100_1_1",9
"1905085-06","Invalidated","101_1_13",21
"1905086-01","Validated","100_1_1",18
"1905086-01","Validated","101_1_13",25
"1905086-02","Validated","100_1_1",25
"1905086-02","Validated","101_1_13",30
"1905086-03","Validated","100_1_1",32
"1905086-03","Validated","101_1_13",55
"1905086-04","Validated","100_1_1",32
"1905086-04","Validated","101_1_13",47
"1905086-05","Validated","100_1_1",41
"1905086-05","Validated","101_1_13",17
"1905086-06","Validated","100_1_1",52
"1905086-06","Validated","101_1_13",19
"1905087-01","Validated","100_1_1",110
"1905087-01","Validated","101_1_13",113
"1905087-02","Validated","100_1_1",77
"1905087-02","Validated","101_1_13",133
"1905087-03","Validated","100_1_1",81
"1905087-03","Validated","101_1_13",132
"1905087-04","Validated","100_1_1",96
"1905087-04","Validated","101_1_13",70
"1905088-01","Validated","100_1_1",35
"1905088-01","Validated","101_1_13",115
"1905088-02","Validated","100_1_1",39
"1905088-02","Validated","101_1_13",106
"1905088-03","Validated","100_1_1",76
"1905088-03","Validated","101_1_13",158
"1905088-04","Validated","100_1_1",101
"1905088-04","Validated","101_1_13",184
"1905089-01","Validated","100_1_1",126
"1905089-01","Validated","101_1_13",15
"1905089-02","Recounted","100_1_1",145
"1905089-02","Recounted","101_1_13",18
"1905089-03","Recounted","100_1_1",150
"1905089-03","Recounted","101_1_13",30
"1905089-04","Recounted","100_1_1",326
"1905089-04","Recounted","101_1_13",25
"1905090-01","Validated","100_1_1",37
"1905090-01","Validated","101_1_13",141
"1905090-02","Validated","100_1_1",35
"1905090-02","Validated","101_1_13",198
"1905090-03","Recounted","100_1_1",28
"1905090-03","Recounted","101_1_13",130
"1905090-04","Recounted","100_1_1",30
"1905090-04","Recounted","101_1_13",128
"1905091-01","Validated","100_1_1",123
"1905091-01","Validated","101_1_13",76
"1905091-02","Validated","100_1_1",137
"1905091-02","Validated","101_1_13",78
"1905091-03","Validated","100_1_1",171
"1905091-03","Validated","101_1_13",60
"1905091-04","Validated","100_1_1",250
"1905091-04","Validated","101_1_13",138
"1905091-05","Validated","100_1_1",225
"1905091-05","Validated","101_1_13",94
"1905092-01","Validated","100_1_1",251
"1905092-01","Validated","101_1_13",165
"1905092-02","Validated","100_1_1",159
"1905092-02","Validated","101_1_13",71
"1905092-03","Validated","100_1_1",90
"1905092-03","Validated","101_1_13",50
"1905092-04","Validated","100_1_1",288
"1905092-04","Validated","101_1_13",210
"1905093-01","Validated","100_1_1",301
"1905093-01","Validated","101_1_13",206
"1905093-02","Validated","100_1_1",381
"1905093-02","Validated","101_1_13",196
"1905093-03","Validated","100_1_1",357
"1905093-03","Validated","101_1_13",226
"1905093-04","Validated","100_1_1",219
"1905093-04","Validated","101_1_13",172
"1905094-01","Validated","100_1_1",62
"1905094-01","Validated","101_1_13",43
"1905094-02","Validated","100_1_1",82
"1905094-02","Validated","101_1_13",23
"1905094-03","Validated","100_1_1",67
"1905094-03","Validated","101_1_13",36
"1905094-04","Validated","100_1_1",147
"1905094-04","Validated","101_1_13",20
"1905095-01","Validated","100_1_1",79
"1905095-01","Validated","101_1_13",10
"1905095-02","Validated","100_1_1",56
"1905095-02","Validated","101_1_13",7
"1905095-03","Validated","100_1_1",36
"1905095-03","Validated","101_1_13",8
"1905095-04","Validated","100_1_1",108
"1905095-04","Validated","101_1_13",2
"1905096-01","Validated","100_1_1",130
"1905096-01","Validated","101_1_13",11
"1905096-02","Validated","100_1_1",94
"1905096-02","Validated","101_1_13",5
"1905096-03","Validated","100_1_1",93
"1905096-03","Validated","101_1_13",7
"1905096-04","Recounted","100_1_1",113
"1905096-04","Recounted","101_1_13",4
"1905097-01","Validated","100_1_1",26
"1905097-01","Validated","101_1_13",150
"1905097-02","Validated","100_1_1",43
"1905097-02","Validated","101_1_13",161
"1905097-03","Recounted","100_1_1",52
"1905097-03","Recounted","101_1_13",152
"1905097-04","Validated","100_1_1",13
"1905097-04","Validated","101_1_13",83
"1905098-01","Validated","100_1_1",132
"1905098-01","Validated","101_1_13",29
"1905098-02","Recounted","100_1_1",148
"1905098-02","Recounted","101_1_13",19
"1905098-03","Recounted","100_1_1",74
"1905098-03","Recounted","101_1_13",13
"1905098-04","Recounted","100_1_1",119
"1905098-04","Recounted","101_1_13",8
"1905200-01","Validated","100_1_1",67
"1905200-01","Validated","101_1_13",360
"1905200-02","Validated","100_1_1",27
"1905200-02","Validated","101_1_13",327
"1905200-03","Validated","100_1_1",33
"1905200-03","Validated","101_1_13",170
"1905200-04","Validated","100_1_1",25
"1905200-04","Validated","101_1_13",217
"1905200-05","Recounted","100_1_1",4
"1905200-05","Recounted","101_1_13",434
"1905200-06","Validated","100_1_1",3
"1905200-06","Validated","101_1_13",100
"1905201-01","Validated","100_1_1",136
"1905201-01","Validated","101_1_13",246
"1905201-02","Recounted","100_1_1",49
"1905201-02","Recounted","101_1_13",143
"1905201-03","Validated","100_1_1",305
"1905201-03","Validated","101_1_13",143
"1905202-01","Validated","100_1_1",23
"1905202-01","Validated","101_1_13",24
"1905202-02","Validated","100_1_1",38
"1905202-02","Validated","101_1_13",25
"1905202-03","Validated","100_1_1",71
"1905202-03","Validated","101_1_13",42
"1905202-04","Validated","100_1_1",48
"1905202-04","Validated","101_1_13",30
"1905203-01","Validated","100_1_1",83
"1905203-01","Validated","101_1_13",94
"1905203-02","Recounted","100_1_1",88
"1905203-02","Recounted","101_1_13",105
"1905203-03","Validated","100_1_1",80
"1905203-03","Validated","101_1_13",67
"1905203-04","Validated","100_1_1",35
"1905203-04","Validated","101_1_13",59
"1906178-01","Validated","100_1_1",64
"1906178-01","Validated","101_1_13",138
"1906178-02","Validated","100_1_1",74
"1906178-02","Validated","101_1_13",136
"1906178-03","Validated","100_1_1",73
"1906178-03","Validated","101_1_13",168
"1906178-04","Validated","100_1_1",30
"1906178-04","Validated","101_1_13",68
"1906178-05","Recounted","100_1_1",107
"1906178-05","Recounted","101_1_13",165
"1906178-06","Validated","100_1_1",63
"1906178-06","Validated","101_1_13",111
"1906179-01","Validated","100_1_1",38
"1906179-01","Validated","101_1_13",59
"1906179-02","Validated","100_1_1",56
"1906179-02","Validated","101_1_13",124
"1906179-03","Validated","100_1_1",64
"1906179-03","Validated","101_1_13",105
"1906179-04","Validated","100_1_1",158
"1906179-04","Validated","101_1_13",267
"1906180-01","Validated","100_1_1",29
"1906180-01","Validated","101_1_13",156
"1906180-02","Validated","100_1_1",15
"1906180-02","Validated","101_1_13",167
"1906180-03","Recounted","100_1_1",23
"1906180-03","Recounted","101_1_13",169
"1906180-04","Recounted","100_1_1",36
"1906180-04","Recounted","101_1_13",522
"1906181-01","Validated","100_1_1",6
"1906181-01","Validated","101_1_13",49
"1906181-02","Validated","100_1_1",17
"1906181-02","Validated","101_1_13",54
"1906181-03","Recounted","100_1_1",10
"1906181-03","Recounted","101_1_13",80
"1906181-04","Validated","100_1_1",4
"1906181-04","Validated","101_1_13",97
"1906182-01","Validated","100_1_1",69
"1906182-01","Validated","101_1_13",136
"1906182-02","Validated","100_1_1",90
"1906182-02","Validated","101_1_13",259
"1906182-03","Validated","100_1_1",86
"1906182-03","Validated","101_1_13",357
"1906182-04","Validated","100_1_1",73
"1906182-04","Validated","101_1_13",269
"1906182-05","Validated","100_1_1",66
"1906182-05","Validated","101_1_13",250
"1906182-06","Recounted","100_1_1",75
"1906182-06","Recounted","101_1_13",379
"1906183-01","Recounted","100_1_1",22
"1906183-01","Recounted","101_1_13",559
"1906183-02","Recounted","100_1_1",39
"1906183-02","Recounted","101_1_13",538
"1906183-03","Recounted","100_1_1",34
"1906183-03","Recounted","101_1_13",553
"1906185-01","Recounted","100_1_1",90
"1906185-01","Recounted","101_1_13",395
"1906185-02","Validated","100_1_1",209
"1906185-02","Validated","101_1_13",284
"1906185-03","Validated","100_1_1",27
"1906185-03","Validated","101_1_13",172
"1906187-01","Validated","100_1_1",45
"1906187-01","Validated","101_1_13",348
"1906187-02","Recounted","100_1_1",124
"1906187-02","Recounted","101_1_13",268
"1906188-01","Validated","100_1_1",1
"1906188-01","Validated","101_1_13",60
"1906188-02","Validated","100_1_1",1
"1906188-02","Validated","101_1_13",34
"1906188-03","Validated","100_1_1",4
"1906188-03","Validated","101_1_13",17
"1906189-01","Validated","100_1_1",60
"1906189-01","Validated","101_1_13",142
"1906189-02","Validated","100_1_1",46
"1906189-02","Validated","101_1_13",117
"1906189-03","Recounted","100_1_1",108
"1906189-03","Recounted","101_1_13",228
"1906189-04","Validated","100_1_1",48
"1906189-04","Validated","101_1_13",120
"1906189-05","Validated","100_1_1",22
"1906189-05","Validated","101_1_13",169
"1906190-01","Validated","100_1_1",30
"1906190-01","Validated","101_1_13",314
"1906190-02","Validated","100_1_1",53
"1906190-02","Validated","101_1_13",261
"1906190-03","Validated","100_1_1",52
"1906190-03","Validated","101_1_13",255
"1906190-04","Recounted","100_1_1",16
"1906190-04","Recounted","101_1_13",382
"1906190-05","Recounted","100_1_1",14
"1906190-05","Recounted","101_1_13",523
"1906193-01","Validated","100_1_1",26
"1906193-01","Validated","101_1_13",144
"1906193-02","Recounted","100_1_1",19
"1906193-02","Recounted","101_1_13",242
"1906193-03","Validated","100_1_1",21
"1906193-03","Validated","101_1_13",176
"1906193-04","Validated","100_1_1",54
"1906193-04","Validated","101_1_13",174
"1906193-05","Validated","100_1_1",26
"1906193-05","Validated","101_1_13",209
"1906194-01","Validated","100_1_1",31
"1906194-01","Validated","101_1_13",15
"1906214-01","Validated","100_1_1",80
"1906214-01","Validated","101_1_13",518
"1906214-02","Recounted","100_1_1",36
"1906214-02","Recounted","101_1_13",529
"1906215-01","Validated","100_1_1",33
"1906215-01","Validated","101_1_13",154
"1906216-01","Validated","100_1_1",31
"1906216-01","Validated","101_1_13",15
"1906216-02","Recounted","100_1_1",24
"1906216-02","Recounted","101_1_13",5
"1906216-03","Validated","100_1_1",45
"1906216-03","Validated","101_1_13",60
"1906216-04","Validated","100_1_1",61
"1906216-04","Validated","101_1_13",57
"1907099-01","Validated","100_1_1",46
"1907099-01","Validated","101_1_13",106
"1907099-02","Validated","100_1_1",48
"1907099-02","Validated","101_1_13",151
"1907099-03","Validated","100_1_1",51
"1907099-03","Validated","101_1_13",131
"1907099-04","Validated","100_1_1",28
"1907099-04","Validated","101_1_13",161
"1907099-05","Validated","100_1_1",63
"1907099-05","Validated","101_1_13",289
"1907100-01","Validated","100_1_1",92
"1907100-01","Validated","101_1_13",93
"1907100-02","Validated","100_1_1",102
"1907100-02","Validated","101_1_13",106
"1907100-03","Validated","100_1_1",101
"1907100-03","Validated","101_1_13",114
"1907100-04","Recounted","100_1_1",160
"1907100-04","Recounted","101_1_13",182
"1907101-01","Validated","100_1_1",58
"1907101-01","Validated","101_1_13",157
"1907101-02","Validated","100_1_1",56
"1907101-02","Validated","101_1_13",136
"1907101-03","Validated","100_1_1",26
"1907101-03","Validated","101_1_13",78
"1907101-04","Validated","100_1_1",70
"1907101-04","Validated","101_1_13",191
"1907102-01","Validated","100_1_1",52
"1907102-01","Validated","101_1_13",152
"1907102-02","Validated","100_1_1",36
"1907102-02","Validated","101_1_13",91
"1907102-03","Validated","100_1_1",45
"1907102-03","Validated","101_1_13",121
"1907103-01","Validated","100_1_1",85
"1907103-01","Validated","101_1_13",39
"1907103-02","Validated","100_1_1",82
"1907103-02","Validated","101_1_13",54
"1907103-03","Validated","100_1_1",117
"1907103-03","Validated","101_1_13",79
"1907103-04","Validated","100_1_1",174
"1907103-04","Validated","101_1_13",122
"1907104-01","Validated","100_1_1",126
"1907104-01","Validated","101_1_13",89
"1907104-02","Validated","100_1_1",97
"1907104-02","Validated","101_1_13",67
"1907104-03","Validated","100_1_1",86
"1907104-03","Validated","101_1_13",70
"1907104-04","Recounted","100_1_1",104
"1907104-04","Recounted","101_1_13",208
"1907105-01","Recounted","100_1_1",8
"1907105-01","Recounted","101_1_13",21
"1907105-02","Validated","100_1_1",6
"1907105-02","Validated","101_1_13",23
"1907105-03","Recounted","100_1_1",1
"1907105-03","Recounted","101_1_13",3
"1907105-04","Validated","100_1_1",1
"1907105-04","Validated","101_1_13",1
"1907106-01","Validated","100_1_1",15
"1907106-01","Validated","101_1_13",26
"1907106-02","Validated","100_1_1",12
"1907106-02","Validated","101_1_13",6
"1907107-01","Validated","100_1_1",39
"1907107-01","Validated","101_1_13",71
"1907107-02","Validated","100_1_1",35
"1907107-02","Validated","101_1_13",120
"1907107-03","Validated","100_1_1",58
"1907107-03","Validated","101_1_13",78
"1907108-01","Validated","100_1_1",178
"1907108-01","Validated","101_1_13",139
"1907108-02","Validated","100_1_1",223
"1907108-02","Validated","101_1_13",129
"1907108-03","Validated","100_1_1",229
"1907108-03","Validated","101_1_13",170
"1907108-04","Validated","100_1_1",313
"1907108-04","Validated","101_1_13",196
"1907109-01","Validated","100_1_1",84
"1907109-01","Validated","101_1_13",126
"1907109-02","Validated","100_1_1",94
"1907109-02","Validated","101_1_13",168
"1907109-03","Validated","100_1_1",105
"1907109-03","Validated","101_1_13",139
"1907110-01","Validated","100_1_1",15
"1907110-01","Validated","101_1_13",68
"1907110-02","Validated","100_1_1",10
"1907110-02","Validated","101_1_13",68
"1907110-03","Validated","100_1_1",1
"1907110-03","Validated","101_1_13",51
"1907111-01","Validated","100_1_1",26
"1907111-01","Validated","101_1_13",163
"1907111-02","Validated","100_1_1",8
"1907111-02","Validated","101_1_13",159
"1907112-01","Validated","100_1_1",121
"1907112-01","Validated","101_1_13",39
"1907112-02","Validated","100_1_1",46
"1907112-02","Validated","101_1_13",19
"1907113-01","Validated","100_1_1",21
"1907113-01","Validated","101_1_13",17
"1907113-02","Validated","100_1_1",2
"1907113-02","Validated","101_1_13",6
"1907204-01","Recounted","100_1_1",111
"1907204-01","Recounted","101_1_13",117
"1907204-02","Recounted","100_1_1",34
"1907204-02","Recounted","101_1_13",72
"1907205-01","Validated","100_1_1",78
"1907205-01","Validated","101_1_13",248
"1907205-02","Validated","100_1_1",27
"1907205-02","Validated","101_1_13",154
"1907206-01","Recounted","100_1_1",28
"1907206-01","Recounted","101_1_13",94
"1907206-02","Recounted","100_1_1",49
"1907206-02","Recounted","101_1_13",388
"1907219-01","Validated","100_1_1",270
"1907219-01","Validated","101_1_13",226
"1907219-02","Validated","100_1_1",280
"1907219-02","Validated","101_1_13",201
"1907219-03","Validated","100_1_1",341
"1907219-03","Validated","101_1_13",183
"2001001-01","Validated","100_1_1",158
"2001001-01","Validated","101_1_13",58
"2001001-02","Validated","100_1_1",85
"2001001-02","Validated","101_1_13",64
"2001001-03","Validated","100_1_1",76
"2001001-03","Validated","101_1_13",31
"2001002-01","Validated","100_1_1",222
"2001002-01","Validated","101_1_13",49
"2001002-02","Validated","100_1_1",162
"2001002-02","Validated","101_1_13",43
"2001002-03","Validated","100_1_1",198
"2001002-03","Validated","101_1_13",49
"2001002-04","Validated","100_1_1",215
"2001002-04","Validated","101_1_13",58
"2001003-01","Recounted","100_1_1",49
"2001003-01","Recounted","101_1_13",428
"2001003-02","Validated","100_1_1",15
"2001003-02","Validated","101_1_13",258
"2001003-03","Recounted","100_1_1",61
"2001003-03","Recounted","101_1_13",531
"2001003-04","Recounted","100_1_1",54
"2001003-04","Recounted","101_1_13",538
"2001003-05","Recounted","100_1_1",54
"2001003-05","Recounted","101_1_13",537
"2001003-06","Validated","100_1_1",6
"2001003-06","Validated","101_1_13",95
"2001004-01","Recounted","100_1_1",51
"2001004-01","Recounted","101_1_13",235
"2001004-02","Validated","100_1_1",43
"2001004-02","Validated","101_1_13",195
"2001004-03","Validated","100_1_1",46
"2001004-03","Validated","101_1_13",176
"2001004-04","Validated","100_1_1",123
"2001004-04","Validated","101_1_13",415
"2001004-05","Validated","100_1_1",33
"2001004-05","Validated","101_1_13",67
"2001005-01","Recounted","100_1_1",55
"2001005-01","Recounted","101_1_13",301
"2001005-02","Validated","100_1_1",75
"2001005-02","Validated","101_1_13",315
"2001005-03","Validated","100_1_1",55
"2001005-03","Validated","101_1_13",276
"2001005-04","Validated","100_1_1",79
"2001005-04","Validated","101_1_13",510
"2001005-05","Validated","100_1_1",102
"2001005-05","Validated","101_1_13",424
"2001006-01","Validated","100_1_1",91
"2001006-01","Validated","101_1_13",227
"2001006-02","Validated","100_1_1",139
"2001006-02","Validated","101_1_13",386
"2001006-03","Validated","100_1_1",121
"2001006-03","Validated","101_1_13",375
"2001006-04","Validated","100_1_1",99
"2001006-04","Validated","101_1_13",308
"2001006-05","Validated","100_1_1",194
"2001006-05","Validated","101_1_13",387
"2001006-06","Validated","100_1_1",162
"2001006-06","Validated","101_1_13",422
"2001006-07","Validated","100_1_1",49
"2001006-07","Validated","101_1_13",180
"2001007-01","Recounted","100_1_1",343
"2001007-01","Recounted","101_1_13",146
"2001007-02","Validated","100_1_1",396
"2001007-02","Validated","101_1_13",180
"2001007-03","Validated","100_1_1",397
"2001007-03","Validated","101_1_13",194
"2001007-04","Validated","100_1_1",409
"2001007-04","Validated","101_1_13",178
"2001007-05","Validated","100_1_1",318
"2001007-05","Validated","101_1_13",123
"2001007-06","Recounted","100_1_1",234
"2001007-06","Recounted","101_1_13",131
"2001007-07","Validated","100_1_1",397
"2001007-07","Validated","101_1_13",100
"2001007-08","Recounted","100_1_1",303
"2001007-08","Recounted","101_1_13",124
"2001007-09","Recounted","100_1_1",259
"2001007-09","Recounted","101_1_13",153
"2001008-01","Validated","100_1_1",393
"2001008-01","Validated","101_1_13",193
"2001008-02","Validated","100_1_1",417
"2001008-02","Validated","101_1_13",172
"2001008-03","Recounted","100_1_1",418
"2001008-03","Recounted","101_1_13",159
"2001008-04","Validated","100_1_1",381
"2001008-04","Validated","101_1_13",202
"2001008-05","Validated","100_1_1",398
"2001008-05","Validated","101_1_13",176
"2001008-06","Validated","100_1_1",446
"2001008-06","Validated","101_1_13",143
"2001008-07","Validated","100_1_1",243
