"pc_code","ps_code","ps_type","prelim_first_round_results_reporting","final_first_round_results_reporting","prelim_run_off_results_reporting","final_run_off_results_reporting","post_audit_status","results_barcode"
"2101041","2101041-01","M","YES","YES","YES","YES","Recounted","10813"
"2101041","2101041-02","M","YES","YES","YES","YES","Recounted","28247"
"2101041","2101041-03","M","YES","YES","YES","YES","Validated","R04493"
"2101041","2101041-04","M","YES","YES","YES","YES","Recounted","10902"
"2101041","2101041-05","F","YES","YES","YES","YES","Recounted","28234"
"2101041","2101041-06","F","YES","YES","YES","YES","Validated","R04611"
"2101041","2101041-07","F","YES","YES","YES","YES","Recounted","24754"
"2101042","2101042-01","M","YES","YES","YES","YES","Validated","R04579"
"2101042","2101042-02","M","YES","YES","YES","YES","Recounted","10039"
"2101042","2101042-03","F","YES","YES","YES","YES","Validated","R04592"
"2101042","2101042-04","F","YES","YES","YES","YES","Validated","R04582"
"2101043","2101043-01","M","YES","YES","YES","YES","Recounted","24756"
"2101043","2101043-02","M","YES","YES","YES","YES","Recounted","10674"
"2101043","2101043-03","F","YES","YES","YES","YES","Validated","R04510"
"2101043","2101043-04","F","YES","YES","YES","YES","Recounted","10679"
"2101044","2101044-01","M","YES","YES","YES","YES","Recounted","10682"
"2101044","2101044-02","M","YES","YES","YES","YES","Validated","R04642"
"2101044","2101044-03","M","YES","YES","YES","YES","Validated","R04608"
"2101044","2101044-04","M","YES","YES","YES","YES","Validated","R04631"
"2101044","2101044-05","F","YES","YES","YES","YES","Recounted","10751"
"2101044","2101044-06","F","YES","YES","YES","YES","Recounted","24992"
"2101045","2101045-01","M","YES","YES","YES","YES","Recounted","28223"
"2101045","2101045-02","M","YES","YES","YES","YES","Recounted","24923"
"2101045","2101045-03","F","YES","YES","YES","YES","Validated","R04606"
"2101046","2101046-01","M","YES","YES","YES","YES","Recounted","10784"
"2101046","2101046-02","M","YES","YES","YES","YES","Validated","R04600"
"2101046","2101046-03","F","YES","YES","YES","YES","Validated","R04622"
"2101046","2101046-04","F","YES","YES","YES","YES","Recounted","28208"
"2101047","2101047-01","M","YES","YES","YES","YES","Recounted","11262"
"2101047","2101047-02","M","YES","YES","YES","YES","Recounted","10756"
"2101047","2101047-03","F","YES","YES","YES","YES","Validated","R04633"
"2101047","2101047-04","F","YES","YES","YES","YES","Recounted","10810"
"2101048","2101048-01","M","YES","YES","YES","YES","Validated","R04542"
"2101048","2101048-02","M","YES","YES","YES","YES","Recounted","10791"
"2101048","2101048-03","F","YES","YES","YES","YES","Validated","R04617"
"2101048","2101048-04","F","YES","YES","YES","YES","Recounted","11037"
"2102063","2102063-01","M","YES","YES","YES","YES","Validated","R04718"
"2102063","2102063-02","M","YES","YES","YES","YES","Validated","R04649"
"2102063","2102063-03","M","YES","YES","YES","YES","Validated","R04694"
"2102063","2102063-04","F","YES","YES","YES","YES","Validated","R04719"
"2102063","2102063-05","F","YES","YES","YES","YES","Validated","R04717"
"2102064","2102064-01","M","YES","YES","YES","YES","Validated","R04730"
"2102064","2102064-02","M","YES","YES","YES","YES","Recounted","26321"
"2102064","2102064-03","M","NO","NO","YES","YES","Recounted","28417"
"2102064","2102064-04","F","YES","YES","YES","YES","Recounted","11291"
"2102064","2102064-05","F","NO","NO","YES","YES","Recounted","11293"
"2102065","2102065-01","M","YES","YES","YES","YES","Recounted","29996"
"2102065","2102065-02","M","NO","NO","YES","YES","Recounted","28155"
"2102065","2102065-03","M","NO","NO","YES","YES","Recounted","28153"
"2102065","2102065-04","F","YES","YES","YES","YES","Validated","R04729"
"2102066","2102066-01","M","YES","YES","YES","YES","Invalidated",NA
"2102066","2102066-02","M","YES","YES","YES","YES","Validated","R04716"
"2102066","2102066-03","F","NO","YES","YES","YES","Recounted","24749"
"2102067","2102067-01","M","NO","NO","YES","YES","Recounted","24748"
"2102067","2102067-02","M","YES","YES","YES","YES","Recounted","11292"
"2102067","2102067-03","M","NO","NO","YES","YES","Validated","R04715"
"2102067","2102067-04","M","YES","YES","YES","YES","Recounted","26324"
"2102067","2102067-05","M","NO","NO","YES","YES","Recounted","11298"
"2102067","2102067-06","F","NO","NO","YES","YES","Validated","R04750"
"2102067","2102067-07","F","NO","NO","YES","YES","Recounted","11296"
"2102067","2102067-08","F","NO","NO","YES","YES","Validated","R04705"
"2102068","2102068-01","M","YES","YES","YES","YES","Recounted","11295"
"2102068","2102068-02","M","YES","YES","YES","YES","Recounted","24746"
"2102068","2102068-03","F","YES","YES","YES","YES","Validated","R04738"
"2102069","2102069-01","M","YES","YES","YES","YES","Validated","R04693"
"2102069","2102069-02","M","YES","YES","YES","YES","Recounted","11266"
"2102069","2102069-03","F","YES","YES","YES","YES","Validated","R04678"
"2102069","2102069-04","F","YES","YES","YES","YES","Validated","R04722"
"2102070","2102070-01","M","NO","NO","YES","YES","Recounted","26323"
"2102070","2102070-02","M","NO","NO","YES","YES","Recounted","11297"
"2102070","2102070-03","M","NO","NO","YES","YES","Recounted","28420"
"2102070","2102070-04","F","YES","YES","YES","YES","Recounted","10851"
"2102070","2102070-05","F","YES","YES","YES","YES","Recounted","28419"
"2102321","2102321-01","M","YES","YES","YES","YES","Recounted","24757"
"2102321","2102321-02","F","YES","YES","YES","YES","Validated","R14226"
"2103049","2103049-01","M","YES","YES","YES","YES","Recounted","11724"
"2103049","2103049-02","M","YES","YES","YES","YES","Validated","R04605"
"2103049","2103049-03","F","NO","NO","YES","YES","Recounted","33083"
"2103050","2103050-01","M","NO","NO","YES","YES","Validated","R04559"
"2103050","2103050-02","M","YES","YES","YES","YES","Recounted","33497"
"2103050","2103050-03","M","NO","NO","YES","YES","Invalidated",NA
"2103050","2103050-04","F","NO","NO","YES","YES","Invalidated",NA
"2103050","2103050-05","F","YES","YES","YES","YES","Recounted","33467"
"2103051","2103051-01","M","YES","YES","YES","YES","Recounted","11725"
"2103051","2103051-02","F","YES","YES","YES","YES","Validated","R04653"
"2103052","2103052-01","M","YES","YES","YES","YES","Recounted","33082"
"2103052","2103052-02","M","YES","YES","YES","YES","Recounted","34989"
"2103052","2103052-03","M","YES","YES","YES","YES","Recounted","28461"
"2103052","2103052-04","M","YES","YES","YES","YES","Recounted","28502"
"2103052","2103052-05","F","YES","YES","YES","YES","Recounted","33081"
"2103052","2103052-06","F","YES","YES","YES","YES","Recounted","33084"
"2103052","2103052-07","F","YES","YES","YES","YES","Recounted","28503"
"2103053","2103053-01","M","YES","YES","YES","YES","Validated","R04654"
"2103053","2103053-02","M","YES","YES","YES","YES","Validated","R04663"
"2103053","2103053-03","F","YES","YES","YES","YES","Recounted","30965"
"2103054","2103054-01","M","YES","YES","YES","YES","Recounted","28201"
"2103054","2103054-02","F","YES","YES","YES","YES","Recounted","33495"
"2103055","2103055-01","M","YES","YES","YES","YES","Recounted","28416"
"2103055","2103055-02","F","YES","YES","YES","YES","Recounted","11728"
"2103056","2103056-01","M","YES","YES","YES","YES","Validated","R04656"
"2103056","2103056-02","M","YES","YES","YES","YES","Invalidated",NA
"2103056","2103056-03","M","NO","NO","YES","YES","Validated","R04650"
"2103056","2103056-04","F","YES","YES","YES","YES","Recounted","34990"
"2103057","2103057-01","M","YES","YES","YES","YES","Recounted","28504"
"2103057","2103057-02","M","YES","YES","YES","YES","Validated","R04673"
"2103057","2103057-03","F","YES","YES","YES","YES","Recounted","11729"
"2103057","2103057-04","F","YES","YES","YES","YES","Recounted","33499"
"2103058","2103058-01","M","YES","YES","YES","YES","Recounted","28202"
"2103058","2103058-02","M","YES","YES","YES","YES","Recounted","28465"
"2103058","2103058-03","F","NO","YES","YES","YES","Validated","R04676"
"2103058","2103058-04","F","YES","YES","YES","YES","Validated","R04672"
"2103059","2103059-01","M","YES","NO","YES","YES","Recounted","10593"
"2103059","2103059-02","M","YES","NO","YES","YES","Recounted","31000"
"2103059","2103059-03","F","NO","NO","YES","YES","Recounted","11726"
"2103059","2103059-04","F","YES","NO","YES","YES","Recounted","30998"
"2103060","2103060-01","M","YES","YES","YES","YES","Recounted","31099"
"2103060","2103060-02","F","NO","NO","YES","YES","Recounted","11723"
"2103061","2103061-01","M","YES","YES","YES","YES","Recounted","33493"
"2103061","2103061-02","M","YES","YES","YES","YES","Recounted","33496"
"2103061","2103061-03","F","YES","YES","YES","YES","Recounted","33487"
"2103062","2103062-01","M","YES","YES","YES","YES","Invalidated",NA
"2103062","2103062-02","M","YES","YES","YES","YES","Validated","R04699"
"2103062","2103062-03","F","YES","YES","YES","YES","Recounted","11727"
"2103062","2103062-04","F","YES","YES","YES","YES","Recounted","30997"
"2104274","2104274-01","M","YES","YES","YES","YES","Validated","R00465"
"2104274","2104274-02","F","YES","YES","YES","YES","Validated","R00520"
"2104275","2104275-01","M","YES","YES","YES","YES","Validated","R00515"
"2104275","2104275-02","M","YES","YES","YES","YES","Validated","R00516"
"2104275","2104275-03","F","YES","YES","YES","YES","Recounted","24699"
"2104276","2104276-01","M","YES","YES","YES","YES","Recounted","32970"
"2104276","2104276-02","F","YES","YES","YES","YES","Recounted","24696"
"2104277","2104277-01","M","YES","YES","YES","YES","Validated","R00506"
"2104277","2104277-02","M","YES","YES","YES","YES","Recounted","24621"
"2104277","2104277-03","F","YES","YES","YES","YES","Validated","R00504"
"2104278","2104278-01","M","YES","YES","YES","YES","Validated","R00503"
"2104278","2104278-02","M","YES","YES","YES","YES","Recounted","28451"
"2104278","2104278-03","F","YES","YES","YES","YES","Invalidated",NA
"2104279","2104279-01","M","YES","YES","YES","YES","Recounted","10969"
"2104279","2104279-02","F","YES","YES","YES","YES","Validated","R14018"
"2104280","2104280-01","M","YES","YES","YES","YES","Recounted","10968"
"2104280","2104280-02","F","YES","YES","YES","YES","Validated","R14019"
"2104281","2104281-01","M","YES","YES","YES","YES","Recounted","24698"
"2104281","2104281-02","F","YES","YES","YES","YES","Validated","R14052"
"2104282","2104282-01","M","YES","YES","YES","YES","Validated","R14017"
"2104282","2104282-02","F","YES","YES","YES","YES","Validated","R14011"
"2104283","2104283-01","M","YES","YES","YES","YES","Validated","R14062"
"2104283","2104283-02","M","YES","YES","YES","YES","Validated","R14063"
"2104283","2104283-03","F","YES","YES","YES","YES","Recounted","10938"
"2104284","2104284-01","M","YES","YES","YES","YES","Recounted","10746"
"2104284","2104284-02","M","YES","YES","YES","YES","Recounted","10937"
"2104284","2104284-03","F","YES","YES","YES","YES","Validated","R14097"
"2104285","2104285-01","M","YES","YES","YES","YES","Validated","R14141"
"2104285","2104285-02","M","YES","YES","YES","YES","Recounted","20007"
"2104285","2104285-03","F","YES","YES","YES","YES","Validated","R14107"
"2104286","2104286-01","M","YES","YES","YES","YES","Validated","R14098"
"2104286","2104286-02","F","YES","YES","YES","YES","Validated","R14061"
"2105071","2105071-01","M","YES","YES","YES","YES","Recounted","24615"
"2105071","2105071-02","M","YES","YES","YES","YES","Recounted","24614"
"2105071","2105071-03","F","YES","YES","YES","YES","Recounted","11634"
"2105072","2105072-01","M","YES","YES","YES","YES","Recounted","24613"
"2105072","2105072-02","M","YES","YES","YES","YES","Recounted","24611"
"2105072","2105072-03","F","YES","YES","YES","YES","Recounted","11628"
"2105073","2105073-01","M","YES","YES","YES","YES","Recounted","11629"
"2105073","2105073-02","M","YES","YES","YES","YES","Validated","R04645"
"2105073","2105073-03","F","YES","YES","YES","YES","Recounted","11631"
"2105074","2105074-01","M","YES","YES","YES","YES","Validated","R04704"
"2105074","2105074-02","M","YES","YES","YES","YES","Recounted","11630"
"2105074","2105074-03","F","YES","YES","YES","YES","Recounted","11632"
"2105075","2105075-01","M","YES","YES","YES","YES","Recounted","11633"
"2105075","2105075-02","F","YES","YES","YES","YES","Recounted","24609"
"2106147","2106147-01","M","YES","YES","YES","YES","Validated","R00487"
"2106147","2106147-02","F","YES","YES","YES","YES","Recounted","30991"
"2106147","2106147-03","F","YES","YES","YES","YES","Validated","R00436"
"2106148","2106148-01","M","YES","YES","YES","YES","Validated","R00383"
"2106148","2106148-02","M","YES","YES","YES","YES","Validated","R00407"
"2106148","2106148-03","F","YES","YES","YES","YES","Validated","R00384"
"2106149","2106149-01","M","YES","YES","YES","YES","Recounted","11740"
"2106149","2106149-02","M","YES","YES","YES","YES","Recounted","28102"
"2106149","2106149-03","F","YES","YES","YES","YES","Recounted","28456"
"2106151","2106151-01","M","NO","YES","YES","YES","Recounted","30993"
"2106151","2106151-02","M","YES","YES","YES","YES","Validated","R00409"
"2106151","2106151-03","F","YES","YES","YES","YES","Validated","R00410"
"2106152","2106152-01","M","YES","YES","YES","YES","Recounted","11701"
"2106152","2106152-02","M","YES","YES","YES","YES","Validated","R00446"
"2106152","2106152-03","F","NO","NO","YES","YES","Recounted","28078"
"2106153","2106153-01","M","YES","YES","YES","YES","Validated","R00488"
"2106153","2106153-02","F","YES","YES","YES","YES","Recounted","11704"
"2106154","2106154-01","M","YES","YES","YES","YES","Recounted","33069"
"2106154","2106154-02","M","YES","YES","YES","YES","Validated","R00390"
"2106154","2106154-03","F","YES","YES","YES","YES","Recounted","28706"
"2106155","2106155-01","M","YES","YES","YES","YES","Recounted","24763"
"2106155","2106155-02","M","YES","YES","YES","YES","Validated","R00356"
"2106155","2106155-03","F","YES","YES","YES","YES","Validated","R00391"
"2106156","2106156-01","M","YES","YES","YES","YES","Recounted","28079"
"2106156","2106156-02","M","YES","YES","YES","YES","Recounted","11703"
"2106156","2106156-03","F","NO","YES","YES","YES","Recounted","11744"
"2106156","2106156-04","F","YES","YES","YES","YES","Recounted","28414"
"2106157","2106157-01","M","YES","YES","YES","YES","Recounted","24762"
"2106157","2106157-02","M","YES","YES","YES","YES","Validated","R00348"
"2106157","2106157-03","F","YES","YES","YES","YES","Recounted","24690"
"2106158","2106158-01","M","YES","YES","YES","YES","Validated","R00260"
"2106158","2106158-02","M","YES","YES","YES","YES","Recounted","28151"
"2106158","2106158-03","M","YES","YES","YES","YES","Validated","R00401"
"2106158","2106158-04","F","YES","YES","YES","YES","Recounted","28122"
"2106159","2106159-01","M","YES","YES","YES","YES","Validated","R00412"
"2106159","2106159-02","M","YES","YES","YES","YES","Recounted","28121"
"2106159","2106159-03","F","YES","YES","YES","YES","Recounted","10027"
"2106160","2106160-01","M","YES","YES","YES","YES","Recounted","13493"
"2106160","2106160-02","M","YES","YES","YES","YES","Validated","R00358"
"2106160","2106160-03","F","YES","YES","YES","YES","Recounted","13492"
"2106161","2106161-01","M","YES","YES","YES","YES","Validated","R00474"
"2106161","2106161-02","M","YES","YES","YES","YES","Recounted","11739"
"2106161","2106161-03","F","YES","YES","YES","YES","Validated","R00525"
"2106161","2106161-04","F","YES","YES","YES","YES","Recounted","28705"
"2106162","2106162-01","M","YES","YES","YES","YES","Recounted","28415"
"2106162","2106162-02","F","YES","YES","YES","YES","Recounted","33073"
"2106163","2106163-01","M","YES","YES","YES","YES","Validated","R00528"
"2106163","2106163-02","M","YES","YES","YES","YES","Recounted","10589"
"2106163","2106163-03","F","YES","YES","YES","YES","Recounted","30989"
"2106164","2106164-01","M","YES","YES","YES","YES","Validated","R00452"
"2106164","2106164-02","M","YES","YES","YES","YES","Validated","R00492"
"2106164","2106164-03","F","YES","YES","YES","YES","Recounted","28701"
"2106165","2106165-01","M","YES","YES","YES","YES","Validated","R00428"
