"pc_code","ps_code","ps_type","prelim_first_round_results_reporting","final_first_round_results_reporting","prelim_run_off_results_reporting","final_run_off_results_reporting","post_audit_status","results_barcode"
"2003081","2003081-02","M","YES","YES","YES","YES","Recounted","20171"
"2003081","2003081-03","F","YES","YES","YES","YES","Recounted","22262"
"2003082","2003082-01","M","YES","YES","YES","YES","Validated","R21027"
"2003082","2003082-02","F","YES","YES","YES","YES","Validated","R21028"
"2003083","2003083-01","M","YES","YES","YES","YES","Recounted","26219"
"2003083","2003083-02","F","YES","YES","YES","YES","Recounted","33459"
"2003084","2003084-01","M","YES","YES","YES","YES","Recounted","34449"
"2003084","2003084-02","F","YES","YES","YES","YES","Validated","R21011"
"2003085","2003085-01","M","YES","YES","YES","YES","Recounted","26216"
"2003085","2003085-02","M","YES","YES","YES","YES","Validated","R21014"
"2003085","2003085-03","F","YES","YES","YES","YES","Validated","R21010"
"2003086","2003086-01","M","YES","YES","YES","YES","Validated","R21017"
"2003086","2003086-02","M","YES","YES","YES","YES","Validated","R21013"
"2003086","2003086-03","F","YES","YES","YES","YES","Validated","R21012"
"2003096","2003096-01","M","YES","YES","YES","YES","Validated","R21023"
"2003096","2003096-02","F","YES","YES","YES","YES","Validated","R21022"
"2003097","2003097-01","M","YES","YES","YES","YES","Recounted","13783"
"2003097","2003097-02","M","YES","YES","YES","YES","Recounted","20100"
"2003097","2003097-03","F","YES","YES","YES","YES","Recounted","22033"
"2003098","2003098-01","M","YES","YES","YES","YES","Validated","R21007"
"2003098","2003098-02","M","YES","YES","YES","YES","Validated","R21024"
"2003098","2003098-03","F","YES","YES","YES","YES","Validated","R21048"
"2004030","2004030-01","M","YES","YES","YES","YES","Validated","R21081"
"2004030","2004030-02","F","YES","YES","YES","YES","Validated","R21071"
"2004031","2004031-01","M","YES","YES","YES","YES","Validated","R21031"
"2004031","2004031-02","M","YES","YES","YES","YES","Validated","R21029"
"2004031","2004031-03","F","YES","YES","YES","YES","Validated","R21015"
"2004032","2004032-01","M","YES","YES","YES","YES","Recounted","13775"
"2004032","2004032-02","F","YES","YES","YES","YES","Validated","R21041"
"2005065","2005065-01","M","YES","YES","YES","YES","Recounted","20414"
"2005065","2005065-02","M","YES","YES","YES","YES","Validated","R21036"
"2005065","2005065-03","M","YES","YES","YES","YES","Recounted","22025"
"2005065","2005065-04","F","YES","YES","YES","YES","Recounted","20229"
"2005065","2005065-05","F","YES","YES","YES","YES","Recounted","20235"
"2005066","2005066-01","M","YES","YES","YES","YES","Recounted","26226"
"2005066","2005066-02","M","YES","YES","YES","YES","Recounted","26493"
"2005066","2005066-03","F","YES","YES","YES","YES","Recounted","26223"
"2005066","2005066-04","F","YES","YES","YES","YES","Validated","R21073"
"2005067","2005067-01","M","YES","YES","YES","YES","Validated","R21047"
"2005067","2005067-02","F","YES","YES","YES","YES","Validated","R21039"
"2005068","2005068-01","M","YES","YES","YES","YES","Validated","R21069"
"2005068","2005068-02","M","YES","YES","YES","YES","Validated","R21061"
"2005068","2005068-03","F","YES","YES","YES","YES","Validated","R21038"
"2005069","2005069-01","M","YES","YES","YES","YES","Validated","R21059"
"2005069","2005069-02","M","YES","YES","YES","YES","Validated","R21092"
"2005069","2005069-03","F","YES","YES","YES","YES","Validated","R21060"
"2005069","2005069-04","F","YES","YES","YES","YES","Recounted","22031"
"2005070","2005070-01","M","YES","YES","YES","YES","Validated","R21057"
"2005070","2005070-02","M","YES","YES","YES","YES","Recounted","12525"
"2005070","2005070-03","F","YES","YES","YES","YES","Validated","R21035"
"2005070","2005070-04","F","YES","YES","YES","YES","Validated","R21051"
"2005071","2005071-01","M","YES","YES","YES","YES","Validated","R21067"
"2005071","2005071-02","M","YES","YES","YES","YES","Recounted","34446"
"2005071","2005071-03","F","YES","YES","YES","YES","Validated","R21065"
"2005072","2005072-01","M","YES","YES","YES","YES","Recounted","20172"
"2005072","2005072-02","M","YES","YES","YES","YES","Recounted","26221"
"2005072","2005072-03","M","YES","YES","YES","YES","Validated","R21076"
"2005072","2005072-04","F","YES","YES","YES","YES","Recounted","20239"
"2005073","2005073-01","M","YES","YES","YES","YES","Validated","R21052"
"2005073","2005073-02","M","YES","YES","YES","YES","Validated","R21056"
"2005073","2005073-03","F","YES","YES","YES","YES","Recounted","33504"
"2005074","2005074-01","M","YES","YES","YES","YES","Recounted","20149"
"2005074","2005074-02","M","YES","YES","YES","YES","Validated","R21043"
"2005074","2005074-03","F","YES","YES","YES","YES","Validated","R21045"
"2005075","2005075-01","M","YES","YES","YES","YES","Validated","R21091"
"2005075","2005075-02","M","YES","YES","YES","YES","Validated","R21090"
"2005075","2005075-03","F","YES","YES","YES","YES","Validated","R21064"
"2005076","2005076-01","M","YES","YES","YES","YES","Validated","R21088"
"2005076","2005076-02","F","YES","YES","YES","YES","Validated","R21087"
"2005094","2005094-01","M","YES","YES","YES","YES","Validated","R21096"
"2005094","2005094-02","M","YES","YES","YES","YES","Validated","R21089"
"2005094","2005094-03","F","YES","YES","YES","YES","Validated","R21055"
"2005095","2005095-01","M","YES","YES","YES","YES","Validated","R21054"
"2005095","2005095-02","M","YES","YES","YES","YES","Validated","R21094"
"2005095","2005095-03","F","YES","YES","YES","YES","Validated","R21093"
"2005099","2005099-01","M","YES","YES","YES","YES","Recounted","20146"
"2005099","2005099-02","M","YES","YES","YES","YES","Recounted","20422"
"2005099","2005099-03","F","YES","YES","YES","YES","Recounted","20151"
"2005100","2005100-01","M","YES","YES","YES","YES","Validated","R21079"
"2005100","2005100-02","M","YES","YES","YES","YES","Validated","R21078"
"2005100","2005100-03","F","YES","YES","YES","YES","Recounted","12526"
"2006048","2006048-01","M","YES","YES","YES","YES","Validated","R21084"
"2006048","2006048-02","M","YES","YES","YES","YES","Validated","R21083"
"2006048","2006048-03","M","YES","YES","YES","YES","Validated","R21085"
"2006048","2006048-04","F","YES","YES","YES","YES","Validated","R21086"
"2006049","2006049-01","M","YES","YES","YES","YES","Validated","R21120"
"2006049","2006049-02","M","YES","YES","YES","YES","Validated","R21053"
"2006049","2006049-03","F","YES","YES","YES","YES","Validated","R21119"
"2006050","2006050-01","M","YES","YES","YES","YES","Recounted","22249"
"2006050","2006050-02","M","YES","YES","YES","YES","Recounted","26217"
"2006050","2006050-03","M","YES","YES","YES","YES","Recounted","20416"
"2006050","2006050-04","M","YES","YES","YES","YES","Recounted","20150"
"2006050","2006050-05","F","YES","YES","YES","YES","Recounted","12543"
"2006050","2006050-06","F","YES","YES","YES","YES","Recounted","20448"
"2006051","2006051-01","M","YES","YES","YES","YES","Recounted","22028"
"2006051","2006051-02","F","YES","YES","YES","YES","Recounted","20225"
"2006052","2006052-01","M","YES","YES","YES","YES","Validated","R21104"
"2006052","2006052-02","M","YES","YES","YES","YES","Recounted","20234"
"2006052","2006052-03","F","YES","YES","YES","YES","Recounted","22251"
"2006052","2006052-04","F","YES","YES","YES","YES","Validated","R21103"
"2006053","2006053-01","M","YES","YES","YES","YES","Recounted","20200"
"2006053","2006053-02","M","YES","YES","YES","YES","Recounted","20240"
"2006053","2006053-03","F","YES","YES","YES","YES","Recounted","20230"
"2006053","2006053-04","F","YES","YES","YES","YES","Validated","R21107"
"2006054","2006054-01","M","YES","YES","YES","YES","Recounted","22263"
"2006054","2006054-02","M","YES","YES","YES","YES","Validated","R21102"
"2006054","2006054-03","F","YES","YES","YES","YES","Validated","R21101"
"2006055","2006055-01","M","YES","YES","YES","YES","Recounted","26214"
"2006055","2006055-02","M","YES","YES","YES","YES","Recounted","12544"
"2006055","2006055-03","F","YES","YES","YES","YES","Validated","R14802"
"2006056","2006056-01","M","YES","YES","YES","YES","Recounted","20474"
"2006056","2006056-02","F","YES","YES","YES","YES","Validated","R14824"
"2006057","2006057-01","M","YES","YES","YES","YES","Validated","R14810"
"2006057","2006057-02","M","YES","YES","YES","YES","Recounted","20715"
"2006057","2006057-03","F","YES","YES","YES","YES","Recounted","22252"
"2006058","2006058-01","M","YES","YES","YES","YES","Validated","R14823"
"2006058","2006058-02","M","YES","YES","YES","YES","Validated","R14845"
"2006058","2006058-03","F","YES","YES","YES","YES","Validated","R14788"
"2006058","2006058-04","F","YES","YES","YES","YES","Validated","R14844"
"2006059","2006059-01","M","YES","YES","YES","YES","Invalidated",NA
"2006059","2006059-02","M","YES","YES","YES","YES","Validated","R14799"
"2006059","2006059-03","M","YES","YES","YES","YES","Validated","R14798"
"2006059","2006059-04","F","YES","YES","YES","YES","Validated","R14809"
"2006059","2006059-05","F","YES","YES","YES","YES","Validated","R14812"
"2006060","2006060-01","M","YES","YES","YES","YES","Validated","R14801"
"2006060","2006060-02","M","YES","YES","YES","YES","Validated","R14834"
"2006060","2006060-03","F","YES","YES","YES","YES","Recounted","12519"
"2006060","2006060-04","F","YES","YES","YES","YES","Recounted","20418"
"2006061","2006061-01","M","YES","YES","YES","YES","Recounted","22259"
"2006061","2006061-02","M","YES","YES","YES","YES","Recounted","12507"
"2006061","2006061-03","F","YES","YES","YES","YES","Recounted","26225"
"2006061","2006061-04","F","YES","YES","YES","YES","Recounted","22044"
"2006062","2006062-01","M","YES","YES","YES","YES","Validated","R14835"
"2006062","2006062-02","M","YES","YES","YES","YES","Recounted","34447"
"2006062","2006062-03","F","YES","YES","YES","YES","Recounted","12506"
"2006062","2006062-04","F","YES","YES","YES","YES","Recounted","20098"
"2006063","2006063-01","M","YES","YES","YES","YES","Validated","R14826"
"2006063","2006063-02","M","YES","YES","YES","YES","Validated","R14791"
"2006063","2006063-03","F","YES","YES","YES","YES","Recounted","22254"
"2006064","2006064-01","M","YES","YES","YES","YES","Validated","R14792"
"2006064","2006064-02","F","YES","YES","YES","YES","Recounted","22248"
"2006092","2006092-01","M","NO","NO","YES","YES","Validated","R14819"
"2006092","2006092-02","M","NO","NO","YES","YES","Recounted","20421"
"2006092","2006092-03","F","NO","NO","YES","YES","Recounted","26100"
"2006092","2006092-04","F","NO","NO","YES","YES","Recounted","20417"
"2006093","2006093-01","M","YES","YES","YES","YES","Validated","R14825"
"2006093","2006093-02","F","YES","YES","YES","YES","Recounted","12523"
"2006101","2006101-01","M","YES","YES","YES","YES","Validated","R14838"
"2006101","2006101-02","M","YES","YES","YES","YES","Validated","R14815"
"2006101","2006101-03","F","YES","YES","YES","YES","Validated","R14806"
"2007033","2007033-01","M","YES","YES","YES","YES","Validated","R14837"
"2007033","2007033-02","M","YES","YES","YES","YES","Validated","R14821"
"2007033","2007033-03","F","YES","YES","YES","YES","Validated","R14817"
"2007033","2007033-04","F","YES","YES","YES","YES","Validated","R14813"
"2007034","2007034-01","M","YES","YES","YES","YES","Validated","R14814"
"2007034","2007034-02","M","YES","YES","YES","YES","Validated","R14848"
"2007034","2007034-03","F","YES","YES","YES","YES","Recounted","20419"
"2007035","2007035-01","M","YES","YES","YES","YES","Validated","R14828"
"2007035","2007035-02","M","YES","YES","YES","YES","Validated","R14794"
"2007035","2007035-03","F","YES","YES","YES","YES","Recounted","22027"
"2007036","2007036-01","M","YES","YES","YES","YES","Validated","R14841"
"2007036","2007036-02","M","YES","YES","YES","YES","Validated","R14839"
"2007036","2007036-03","F","YES","YES","YES","YES","Validated","R14827"
"2007037","2007037-01","M","YES","YES","YES","YES","Validated","R14808"
"2007037","2007037-02","F","YES","YES","YES","YES","Validated","R14805"
"2007038","2007038-01","M","YES","YES","YES","YES","Recounted","34453"
"2007038","2007038-02","F","YES","YES","YES","YES","Recounted","32465"
"2007039","2007039-01","M","YES","YES","YES","YES","Recounted","34445"
"2007039","2007039-02","M","YES","YES","YES","YES","Validated","R14807"
"2007039","2007039-03","F","YES","YES","YES","YES","Recounted","13774"
"2007040","2007040-01","M","YES","YES","YES","YES","Validated","R14804"
"2007040","2007040-02","M","YES","YES","YES","YES","Validated","R14867"
"2007040","2007040-03","M","YES","YES","YES","YES","Recounted","26222"
"2007040","2007040-04","F","YES","YES","YES","YES","Validated","R14868"
"2007040","2007040-05","F","YES","YES","YES","YES","Recounted","20169"
"2007041","2007041-01","M","YES","YES","YES","YES","Validated","R14855"
"2007041","2007041-02","M","YES","YES","YES","YES","Validated","R14854"
"2007041","2007041-03","F","YES","YES","YES","YES","Validated","R14866"
"2007041","2007041-04","F","YES","YES","YES","YES","Recounted","20446"
"2007042","2007042-01","M","YES","YES","YES","YES","Validated","R14857"
"2007042","2007042-02","M","YES","YES","YES","YES","Validated","R14856"
"2007042","2007042-03","M","YES","YES","YES","YES","Validated","R14853"
"2007042","2007042-04","F","YES","YES","YES","YES","Validated","R14869"
"2007042","2007042-05","F","NO","YES","YES","YES","Validated","R14851"
"2007043","2007043-01","M","YES","YES","YES","YES","Validated","R14858"
"2007043","2007043-02","F","YES","YES","YES","YES","Validated","R14860"
"2007044","2007044-01","M","YES","YES","YES","YES","Validated","R14861"
"2007044","2007044-02","M","YES","YES","YES","YES","Recounted","26209"
"2007044","2007044-03","F","YES","YES","YES","YES","Recounted","29845"
"2007045","2007045-01","M","YES","YES","YES","YES","Validated","R14871"
"2007045","2007045-02","M","NO","YES","YES","YES","Validated","R14870"
"2007045","2007045-03","F","YES","YES","YES","YES","Validated","R14863"
"2007045","2007045-04","F","YES","YES","YES","YES","Validated","R14872"
"2007046","2007046-01","M","YES","YES","YES","YES","Validated","R14877"
"2007046","2007046-02","M","YES","YES","YES","YES","Validated","R14889"
"2007046","2007046-03","F","YES","YES","YES","YES","Validated","R14876"
"2007047","2007047-01","M","YES","YES","YES","YES","Recounted","22246"
"2007047","2007047-02","F","YES","YES","YES","YES","Validated","R14888"
"2007090","2007090-01","M","YES","YES","YES","YES","Recounted","12524"
"2007090","2007090-02","F","YES","YES","YES","YES","Validated","R14875"
"2007091","2007091-01","M","YES","YES","YES","YES","Validated","R14891"
"2007091","2007091-02","F","YES","YES","YES","YES","Recounted","22030"
"2101001","2101001-01","M","YES","YES","YES","YES","Recounted","10908"
"2101001","2101001-02","M","YES","YES","YES","YES","Recounted","28694"
"2101001","2101001-03","M","YES","YES","YES","YES","Recounted","10762"
"2101001","2101001-04","M","YES","YES","YES","YES","Recounted","20002"
"2101001","2101001-05","F","YES","YES","YES","YES","Validated","R04425"
"2101001","2101001-06","F","YES","YES","YES","YES","Validated","R04424"
"2101001","2101001-07","F","YES","YES","YES","YES","Validated","R04421"
"2101002","2101002-01","M","YES","YES","YES","YES","Recounted","28452"
"2101002","2101002-02","M","YES","YES","YES","YES","Invalidated",NA
"2101002","2101002-03","M","YES","YES","YES","YES","Recounted","10803"
"2101002","2101002-04","F","YES","YES","YES","YES","Validated","R04462"
"2101002","2101002-05","F","YES","YES","YES","YES","Recounted","24601"
"2101003","2101003-01","M","YES","YES","YES","YES","Validated","R04262"
"2101003","2101003-02","M","YES","YES","YES","YES","Recounted","11039"
"2101003","2101003-03","M","YES","YES","YES","YES","Validated","R04228"
"2101003","2101003-04","F","YES","YES","YES","YES","Validated","R04273"
"2101004","2101004-01","M","YES","YES","YES","YES","Validated","R04306"
"2101004","2101004-02","M","YES","YES","YES","YES","Recounted","11041"
"2101004","2101004-03","M","YES","YES","YES","YES","Recounted","10883"
"2101004","2101004-04","F","YES","YES","YES","YES","Validated","R04272"
"2101004","2101004-05","F","YES","YES","YES","YES","Recounted","10761"
"2101005","2101005-01","M","YES","YES","YES","YES","Recounted","33124"
"2101005","2101005-02","M","YES","YES","YES","YES","Recounted","10815"
"2101005","2101005-03","M","YES","YES","YES","YES","Recounted","10034"
"2101005","2101005-04","M","YES","YES","YES","YES","Validated","R04274"
"2101005","2101005-05","M","YES","NO","YES","YES","Recounted","28429"
"2101005","2101005-06","F","YES","YES","YES","YES","Recounted","24622"
"2101005","2101005-07","F","YES","YES","YES","YES","Validated","R04308"
"2101005","2101005-08","F","YES","YES","YES","YES","Recounted","28702"
"2101006","2101006-01","M","YES","YES","YES","YES","Validated","R04305"
"2101006","2101006-02","M","YES","YES","YES","YES","Validated","R04271"
"2101006","2101006-03","M","YES","YES","YES","YES","Recounted","10793"
"2101006","2101006-04","F","YES","YES","YES","YES","Recounted","10025"
"2101006","2101006-05","F","YES","YES","YES","YES","Recounted","30921"
"2101007","2101007-01","M","YES","YES","YES","YES","Recounted","33491"
"2101007","2101007-02","M","YES","YES","YES","YES","Recounted","28431"
"2101007","2101007-03","M","YES","YES","YES","YES","Validated","R04415"
"2101007","2101007-04","M","YES","YES","YES","YES","Recounted","28245"
"2101007","2101007-05","F","YES","YES","YES","YES","Validated","R04404"
"2101007","2101007-06","F","YES","YES","YES","YES","Validated","R04405"
"2101007","2101007-07","F","YES","YES","YES","YES","Recounted","10747"
"2101008","2101008-01","M","YES","YES","YES","YES","Invalidated",NA
"2101008","2101008-02","M","YES","YES","YES","YES","Recounted","28071"
"2101008","2101008-03","M","YES","YES","YES","YES","Validated","R04260"
"2101008","2101008-04","M","YES","YES","YES","YES","Validated","R04406"
"2101008","2101008-05","M","YES","YES","YES","YES","Recounted","24753"
"2101008","2101008-06","F","YES","YES","YES","YES","Recounted","11263"
"2101008","2101008-07","F","YES","YES","YES","YES","Validated","R04359"
"2101008","2101008-08","F","YES","YES","YES","YES","Validated","R04275"
"2101009","2101009-01","M","YES","YES","YES","YES","Validated","R04363"
"2101009","2101009-02","M","YES","YES","YES","YES","Recounted","10684"
"2101009","2101009-03","F","YES","YES","YES","YES","Validated","R04304"
"2101009","2101009-04","F","YES","YES","YES","YES","Recounted","31103"
"2101010","2101010-01","M","YES","YES","YES","YES","Validated","R04397"
"2101010","2101010-02","M","YES","YES","YES","YES","Validated","R04438"
"2101010","2101010-03","F","YES","YES","YES","YES","Recounted","28708"
"2101010","2101010-04","F","YES","YES","YES","YES","Validated","R04403"
"2101011","2101011-01","M","YES","YES","YES","YES","Recounted","11692"
"2101011","2101011-02","M","YES","YES","YES","YES","Validated","R04440"
"2101011","2101011-03","F","YES","YES","YES","YES","Validated","R04407"
"2101011","2101011-04","F","YES","YES","YES","YES","Validated","R04428"
"2101012","2101012-01","M","YES","YES","YES","YES","Recounted","24602"
"2101012","2101012-02","F","YES","YES","YES","YES","Validated","R04413"
"2101013","2101013-01","M","YES","YES","YES","YES","Recounted","28069"
"2101013","2101013-02","F","YES","YES","YES","YES","Recounted","11036"
"2101014","2101014-01","M","YES","YES","YES","YES","Validated","R04259"
"2101014","2101014-02","M","YES","YES","YES","YES","Invalidated",NA
"2101014","2101014-03","M","YES","YES","YES","YES","Recounted","10680"
"2101014","2101014-04","M","YES","YES","YES","YES","Validated","R04310"
"2101014","2101014-05","F","YES","YES","YES","YES","Validated","R04266"
"2101014","2101014-06","F","NO","YES","YES","YES","Recounted","33070"
"2101015","2101015-01","M","YES","YES","YES","YES","Recounted","10906"
"2101015","2101015-02","M","YES","YES","YES","YES","Recounted","10792"
"2101015","2101015-03","M","YES","YES","YES","YES","Validated","R04442"
"2101015","2101015-04","M","YES","YES","YES","YES","Validated","R04408"
"2101015","2101015-05","F","YES","YES","YES","YES","Invalidated",NA
"2101015","2101015-06","F","YES","YES","YES","YES","Validated","R04303"
"2101015","2101015-07","F","YES","YES","YES","YES","Validated","R04358"
"2101016","2101016-01","M","YES","YES","YES","YES","Validated","R04430"
"2101016","2101016-02","M","YES","YES","YES","YES","Validated","R04448"
"2101016","2101016-03","F","YES","YES","YES","YES","Recounted","10678"
"2101016","2101016-04","F","YES","YES","YES","YES","Validated","R04461"
"2101017","2101017-01","M","YES","YES","YES","YES","Recounted","28286"
"2101017","2101017-02","F","YES","YES","YES","YES","Recounted","11042"
"2101018","2101018-01","M","YES","YES","YES","YES","Recounted","24755"
"2101018","2101018-02","M","YES","YES","YES","YES","Validated","R04422"
"2101018","2101018-03","M","YES","YES","YES","YES","Recounted","26447"
"2101018","2101018-04","M","YES","NO","YES","YES","Recounted","28453"
"2101018","2101018-05","F","YES","YES","YES","YES","Recounted","11639"
"2101018","2101018-06","F","YES","YES","YES","YES","Recounted","10907"
"2101018","2101018-07","F","YES","YES","YES","YES","Validated","R04470"
"2101019","2101019-01","M","YES","YES","YES","YES","Recounted","20547"
"2101019","2101019-02","M","YES","YES","YES","YES","Validated","R04478"
"2101019","2101019-03","F","YES","YES","YES","YES","Recounted","10772"
"2101019","2101019-04","F","YES","YES","YES","YES","Recounted","10681"
"2101020","2101020-01","M","YES","YES","YES","YES","Recounted","10828"
"2101020","2101020-02","M","YES","YES","YES","YES","Recounted","28204"
"2101020","2101020-03","M","YES","YES","YES","YES","Recounted","28427"
"2101020","2101020-04","M","YES","YES","YES","YES","Validated","R04479"
"2101020","2101020-05","F","YES","YES","YES","YES","Recounted","10884"
"2101020","2101020-06","F","YES","YES","YES","YES","Recounted","10829"
"2101021","2101021-01","M","YES","YES","YES","YES","Recounted","28823"
"2101021","2101021-02","M","YES","YES","YES","YES","Invalidated",NA
"2101021","2101021-03","F","YES","YES","YES","YES","Recounted","31063"
"2101022","2101022-01","M","YES","YES","YES","YES","Validated","R04485"
"2101022","2101022-02","M","YES","YES","YES","YES","Validated","R04502"
"2101022","2101022-03","M","YES","YES","YES","YES","Validated","R04480"
"2101022","2101022-04","M","YES","YES","YES","YES","Recounted","28707"
"2101022","2101022-05","F","YES","YES","YES","YES","Validated","R04507"
"2101022","2101022-06","F","YES","YES","YES","YES","Recounted","10806"
"2101022","2101022-07","F","YES","YES","YES","YES","Recounted","10769"
"2101022","2101022-08","F","YES","YES","YES","YES","Recounted","28709"
"2101023","2101023-01","M","YES","YES","YES","YES","Recounted","11695"
"2101023","2101023-02","M","YES","YES","YES","YES","Recounted","33125"
"2101023","2101023-03","M","YES","YES","YES","YES","Recounted","28263"
"2101023","2101023-04","F","YES","YES","YES","YES","Recounted","10795"
"2101023","2101023-05","F","YES","YES","YES","YES","Validated","R04431"
"2101024","2101024-01","M","YES","YES","YES","YES","Validated","R04302"
"2101024","2101024-02","F","YES","YES","YES","YES","Recounted","28206"
"2101025","2101025-01","M","YES","YES","YES","YES","Recounted","10750"
"2101025","2101025-02","M","YES","YES","YES","YES","Recounted","30922"
"2101025","2101025-03","M","YES","YES","YES","YES","Recounted","10901"
"2101025","2101025-04","M","YES","YES","YES","YES","Validated","R04390"
"2101025","2101025-05","F","YES","YES","YES","YES","Validated","R04233"
"2101025","2101025-06","F","YES","YES","YES","YES","Validated","R04321"
"2101025","2101025-07","F","YES","YES","YES","YES","Recounted","10673"
"2101025","2101025-08","F","YES","YES","YES","YES","Validated","R04481"
"2101026","2101026-01","M","YES","YES","YES","YES","Recounted","11260"
"2101026","2101026-02","F","YES","YES","YES","YES","Validated","R04226"
"2101027","2101027-01","M","YES","YES","YES","YES","Validated","R04484"
"2101027","2101027-02","M","YES","YES","YES","YES","Recounted","11700"
"2101027","2101027-03","F","YES","YES","YES","YES","Recounted","10903"
"2101028","2101028-01","M","YES","YES","YES","YES","Validated","R04525"
"2101028","2101028-02","M","YES","YES","YES","YES","Validated","R04516"
"2101028","2101028-03","F","YES","YES","YES","YES","Validated","R04524"
"2101028","2101028-04","F","YES","YES","YES","YES","Validated","R04526"
"2101029","2101029-01","M","YES","YES","YES","YES","Recounted","28423"
"2101029","2101029-02","M","YES","YES","YES","YES","Recounted","24751"
"2101029","2101029-03","M","YES","YES","YES","YES","Recounted","10904"
"2101029","2101029-04","M","YES","YES","YES","YES","Validated","R04311"
"2101029","2101029-05","F","YES","YES","YES","YES","Recounted","10675"
"2101029","2101029-06","F","YES","YES","YES","YES","Recounted","26726"
"2101029","2101029-07","F","YES","YES","YES","YES","Recounted","10749"
"2101030","2101030-01","M","YES","YES","YES","YES","Recounted","10781"
"2101030","2101030-02","F","NO","NO","YES","YES","Validated","R04278"
"2101031","2101031-01","M","YES","YES","YES","YES","Validated","R04345"
"2101031","2101031-02","M","YES","YES","YES","YES","Recounted","28158"
"2101031","2101031-03","M","YES","YES","YES","YES","Validated","R04445"
"2101031","2101031-04","M","YES","YES","YES","YES","Recounted","28070"
"2101031","2101031-05","M","YES","YES","YES","YES","Recounted","31064"
"2101031","2101031-06","F","YES","YES","YES","YES","Recounted","10790"
"2101031","2101031-07","F","YES","YES","YES","YES","Validated","R04400"
"2101031","2101031-08","F","YES","YES","YES","YES","Recounted","13490"
"2101031","2101031-09","F","YES","YES","YES","YES","Invalidated",NA
"2101032","2101032-01","M","YES","YES","YES","YES","Recounted","28444"
"2101032","2101032-02","M","YES","YES","YES","YES","Recounted","10800"
"2101032","2101032-03","M","YES","YES","YES","YES","Validated","R04513"
"2101032","2101032-04","F","YES","YES","YES","YES","Recounted","28693"
"2101032","2101032-05","F","YES","YES","YES","YES","Validated","R04235"
"2101033","2101033-01","M","YES","YES","YES","YES","Recounted","10778"
"2101033","2101033-02","M","YES","YES","YES","YES","Validated","R04433"
"2101033","2101033-03","M","YES","YES","YES","YES","Validated","R04367"
"2101033","2101033-04","F","YES","YES","YES","YES","Validated","R04432"
"2101033","2101033-05","F","YES","YES","YES","YES","Validated","R04539"
"2101034","2101034-01","M","YES","YES","YES","YES","Validated","R04577"
"2101034","2101034-02","M","YES","YES","YES","YES","Validated","R04537"
"2101034","2101034-03","M","YES","YES","YES","YES","Validated","R04555"
"2101034","2101034-04","M","YES","YES","YES","YES","Recounted","10780"
"2101034","2101034-05","F","YES","YES","YES","YES","Validated","R04556"
"2101034","2101034-06","F","YES","YES","YES","YES","Validated","R04565"
"2101034","2101034-07","F","YES","YES","YES","YES","Validated","R04587"
"2101035","2101035-01","M","YES","YES","YES","YES","Recounted","20041"
"2101035","2101035-02","M","YES","YES","YES","YES","Invalidated",NA
"2101035","2101035-03","M","YES","YES","YES","YES","Validated","R04566"
"2101035","2101035-04","F","YES","YES","YES","YES","Recounted","10805"
"2101035","2101035-05","F","YES","YES","YES","YES","Validated","R04553"
"2101036","2101036-01","M","YES","YES","YES","YES","Recounted","10798"
"2101036","2101036-02","M","YES","YES","YES","YES","Validated","R04585"
"2101036","2101036-03","M","YES","YES","YES","YES","Validated","R04552"
"2101036","2101036-04","M","YES","YES","YES","YES","Validated","R04562"
"2101036","2101036-05","F","YES","YES","YES","YES","Validated","R04545"
"2101036","2101036-06","F","NO","NO","YES","YES","Validated","R04567"
"2101036","2101036-07","F","YES","YES","YES","YES","Validated","R04574"
"2101037","2101037-01","M","YES","YES","YES","YES","Recounted","10668"
"2101037","2101037-02","M","YES","YES","YES","YES","Validated","R04573"
"2101037","2101037-03","M","YES","YES","YES","YES","Validated","R04568"
"2101037","2101037-04","F","YES","YES","YES","YES","Recounted","28067"
"2101037","2101037-05","F","YES","YES","YES","YES","Validated","R04534"
"2101038","2101038-01","M","YES","YES","YES","YES","Recounted","10796"
"2101038","2101038-02","M","YES","NO","YES","YES","Recounted","10770"
"2101038","2101038-03","F","YES","NO","YES","YES","Recounted","10882"
"2101039","2101039-01","M","YES","YES","YES","YES","Recounted","13892"
"2101039","2101039-02","M","YES","YES","YES","YES","Validated","R04619"
"2101039","2101039-03","M","YES","YES","YES","YES","Recounted","11261"
"2101039","2101039-04","M","YES","YES","YES","YES","Recounted","32997"
"2101039","2101039-05","F","YES","YES","YES","YES","Recounted","26337"
"2101039","2101039-06","F","YES","YES","YES","YES","Recounted","26339"
"2101039","2101039-07","F","YES","YES","YES","YES","Validated","R04483"
"2101039","2101039-08","F","YES","YES","YES","YES","Recounted","28439"
"2101040","2101040-01","M","YES","YES","YES","YES","Recounted","28443"
"2101040","2101040-02","M","YES","YES","YES","YES","Validated","R04519"
"2101040","2101040-03","M","YES","YES","YES","YES","Recounted","28073"
"2101040","2101040-04","M","NO","YES","YES","YES","Recounted","11697"
"2101040","2101040-05","F","YES","YES","YES","YES","Validated","R04522"
"2101040","2101040-06","F","YES","YES","YES","YES","Recounted","10695"
"2101040","2101040-07","F","YES","YES","YES","YES","Validated","R04533"
"2101040","2101040-08","F","YES","YES","YES","YES","Recounted","28074"
