"pc_code_18","2018_IEC_district_code","pc_name_eng_18","pc_name_dari_18","assessment_status","planned_2018","2019_matched_to_2014_IEC_district_code","matched_by"
"2718225","2718"," Hasan zai School","حسن زی مکتب","Old","NO","2718",NA
"2801027","2801"," Soufi Qalla High School","لیسه صوفی قلعه","New","YES","2801",NA
"2802036","2802"," Majeed Kadooq Mosque","مسجد مجید قدوق","Not Assessed","NO","2802",NA
"2803038","2803"," Syah Kamar Mosque","مسجد سیاه کمر","Not Assessed","NO","2803",NA
"2803040","2803"," Kaltah Shakh Secondary School","مکتب متوسطه کلته شاخ","New","NO","2803",NA
"2805066","2805"," Nawabad Secondary School","مکتب متوسطه نو آباد","New","YES","2805",NA
"2805067","2805"," Khatai Sai Sher Qadoq","ختای سای شور قدوق","Not Assessed","NO","2805",NA
"2806070","2806"," Sayed Ismael School","مکتب سید اسماعیل","New","YES","2806",NA
"2807072","2807"," Boys School NO. 2","مکتب ذکور نمبر دوم","New","YES","2807",NA
"2807076","2807"," Bati Kot Uzbekyah Girls School","مکتب نسوان بتی کوت اوزبیکیه","Relocated","YES","2807",NA
"2807084","2807"," Sarwar e Kainat Mosque","مسجد سرور کائینات","New","NO","2807",NA
"2808089","2808"," Khulmi village Mosque","مسجد قریه خلمی","Not Assessed","NO","2808",NA
"2809105","2809"," Aranji Ghasha Secondary School","مکتب متوسطه ارنجی غشه","New","NO","2809",NA
"2811127","2811"," Qaragh Sutoon School","مکتب قرغ ستون","Not Assessed","NO","2811",NA
"2811128","2811"," Chakanah School","مکتب چکانه","Not Assessed","NO","2811",NA
"2901002","2901","Zahir Abad School","مکتب ظاهر آباد","New","YES","2901",NA
"2901003","2901","Maulana Amrullah Girls High School","مکتب لیسه نسوان مولانا امرالله","New","YES","2901",NA
"2901008","2901","Gohar Shad Begam High School","لیسه گوهر شاد بیگم","Old","YES","2901",NA
"2901017","2901","Yambalaq Secondary School","مکتب متوسطه یمبلاق","New","YES","2901",NA
"2901020","2901","Directorate of Faryab Teachers Training College","ریاست دارالمعلمین عالی فاریاب","New","YES","2901",NA
"2901021","2901","Chaa'tak Boys School","مکتب ذکور چعاتک","New","YES","2901",NA
"2901023","2901","Khoja Paitakht Boys School","مکتب ذکور خوجه پایتخت","New","YES","2901",NA
"2901024","2901","Deh Azizan High School","لیسه ده عزیزان","New","YES","2901",NA
"2902040","2902","Alhaj Roziqul Karwan Bashi Boys Secondary School","مکتب متوسطه ذکور مرحوم الحاج روزیقل کاروان باشی","New","YES","2902",NA
"2902044","2902","Qazal Qol High School","مکتب لیسه قزلقول","New","YES","2902",NA
"2902057","2902","Ashor Baba School","مکتب عاشور بابا","Not Assessed","NO","2902",NA
"2902066","2902","Qasaba Qala Mosque and School","مسجد و مکتب قصبه قلعه","Not Assessed","NO","2902",NA
"2904083","2904","Qara Ghoili Jami Mosque","مسجد جامع قره غویلی","Not Assessed","NO","2904",NA
"2904086","2904","Shaheed Alauddin Girls High School","مکتب لیسه نسوان شهید علاءالدین","Relocated","YES","2904",NA
"2904088","2904","Jalgaldy Jami Mosque","مسجد جامع جلگلدی","New","YES","2904",NA
"2905104","2905","Charamgari Boys Secondary School","مکتب متوسطه ذکور چرمگری","New","YES","2905",NA
"2905106","2905","Kenqol Boys and Girls Secondary School","مکتب متوسطه مختلط کینقول","New","YES","2905",NA
"2906115","2906","Qazi Qeshlaq Mosque","مسجد قاضی قشلاق","New","YES","2906",NA
"2906119","2906","Islam Qala Boys School","مکتب ذکوراسلام قلعه","Relocated","NO","2906",NA
"2906121","2906","Barakzai","بارکزی","Not Assessed","NO","2906",NA
"2907131","2907","Yangee Zarghoi Jami Mosque","مسجد جامع ینگی زرغوی","New","YES","2907",NA
"2907132","2907","Mahdi Khwaja Girls Secondary School","مکتب متوسط نسوان مهدی خواجه","New","YES","2907",NA
"2907135","2907","Yaldoz Primary School","مکتب ابتدایه یلدوز","New","YES","2907",NA
"2907136","2907","Imam Abu Hanifa Mosque","مسجد امام ابو حنیفه","New","YES","2907",NA
"2907141","2907","Zoriha Primary School","مکت ابتدائیه زوری ها","Old","YES","2907",NA
"2907142","2907","Mato Mosque","مسجد ماتو","Not Assessed","NO","2907",NA
"2907145","2907","Yambalaq Mosque","مسجد یمبلاق","Not Assessed","NO","2907",NA
"2907148","2907","As-hab-e-Kahf Mosque","مسجد اصحاب کهف","Not Assessed","NO","2907",NA
"2907152","2907","Khel Rostam Khan Mosque","مسجد خیل رستم خان","Not Assessed","NO","2907",NA
"2907156","2907","Khwaja Kanti Jami Mosque","مسجد جامع خواجه کنتی","Not Assessed","NO","2907",NA
"2908168","2908","Sarchakan Boys High School","لیسه ذکور سرچکان","Relocated","YES","2908",NA
"2908172","2908","Faresh Jami Mosque","مسجد جامع فریش","Not Assessed","NO","2908",NA
"2909180","2909","Chaghtay Village Jami Mosque","مسجد جامع قریه چغتای","New","YES","2909",NA
"2909181","2909","Abdul Rahman Shaheed High School","لیسه عبدالرحمن شهید","New","YES","2909",NA
"2909182","2909","Central Girls High School","لیسه نسوان مرکزی","Old","YES","2909",NA
"2909183","2909","Charshangho Boys High School","لیسه ذکور چارشنغو","Relocated","NO","2909",NA
"2909187","2909","Shor Daya, Tahiri School","مکتب طاهری, شور دریا","Not Assessed","NO","2909",NA
"2910191","2910","Khwaja Hashtomin Mosque","مسجد خواجه هشتمین","Not Assessed","NO","2910",NA
"2911203","2911","Aalti Bolak Boys and Girls High School","لیسه مختلط آلتی بولک","New","YES","2911",NA
"2911205","2911","Aalti Bolak Girls High School","لیسه نسوان آلتی بولک","Old","YES","2911",NA
"2911206","2911","Aalti Bolak Bala Primary School","مکتب ابتدائیه آلتی بولک بالا","New","YES","2911",NA
"2911208","2911","Yaka Toot Primary School","مکتب ابتدائیه یکه توت","New","YES","2911",NA
"2911210","2911","Aaq Guzar Primary School","مکتب ابتدائیه آقگزر","New","NO","2911",NA
"2912211","2912","Kargar Agriculture Vocational High School","لیسه مسلکی زراعت کارگر","New","YES","2912",NA
"2912213","2912","Mullah Karim Naza Boys and Girls High School","لیسه مختلط ملا کریم نظر","New","YES","2912",NA
"2912214","2912","Sorkh Bazar Primary School","مکتب ابتداییه سرخ بازار","Relocated","YES","2912",NA
"2912217","2912","Mir Sayed Barka Boys High School","لیسه ذکور میر سید برکه","New","YES","2912",NA
"2912219","2912","Mir Abad Boys Primary School","مکتب ابتداییه ذکور میراباد","Relocated","YES","2912",NA
"2912220","2912","Kohna Qorghan Secondary School","مکتب متوسطه کهنه قرغان","Old","YES","2912",NA
"2913228","2913","Ghajar Abad Girls Secondary School","مکتب متوسطهء نسوان غجرآباد","New","YES","2913",NA
"2914232","2914","Awch Tapa Boys and Girls Primary School","مکتب ابتدائیه مختلط اوچ تپه","New","YES","2914",NA
"2914235","2914","Bandar (Port) Aaqina Mosque","مسجد بندر آقینه","New","YES","2914",NA
"2914237","2914","Qala Nestan Boys and Girls Primary School","مکتب ابتدائیهء مختلط قلعهء نیستان","Relocated","YES","2914",NA
"3001002","3001","Malem Abdullah Mosque","مسجد معلم عبدالله","Relocated","YES","3001",NA
"3001004","3001","Kariz High School","دکاریز لیسه","Relocated","YES","3001",NA
"3001005","3001","Darul Uloom Naqshbandia","دارالعلوم نقشبندیه","New","YES","3001",NA
"3001006","3001","Kala Kohna Boys School","دکلا کهنه دهلکانو مکتب","Old","YES","3001",NA
"3001007","3001","Shaheed Haji Sher Mohammad Mosque","د شهید حاجی شیرمحمد مسجد","New","YES","3001",NA
"3001008","3001","New Safi High School","دنوی صافیانو عالی لیسه","New","YES","3001",NA
"3001013","3001","C3 High School","لیسه c3","New","YES","3001",NA
"3001014","3001","B2-1 High School","B2-1  لیسه","New","YES","3001",NA
"3001019","3001","Hindu School","اهل هنود مکتب","Old","YES","3001",NA
"3001022","3001","Mokhtar Secondary School","متوسطه مختار","Relocated","YES","3001",NA
"3001023","3001","Camp Mokhtar Secondary School","مکتب متوسطه کمپ مختار","Relocated","YES","3001",NA
"3001024","3001","Camp Mokhtar High School","لیسه کمپ مختار","Old","YES","3001",NA
"3001025","3001","C2 School","c 2 مکتب","New","YES","3001",NA
"3001026","3001","Karta Mamorin Primary School","ابتدائیه کارته مامورین","New","YES","3001",NA
"3001029","3001","Bahauddin House (Kuchi PC)","د بهاوالدین کور( کوچی مرکز)","Not Assessed","NO","3001",NA
"3003069","3003","Karzai School","د کرزی مکتب","Relocated","YES","3003",NA
"3003070","3003","Haji Sardar Aka Mosque","حاجی سردار اکا مسجد","New","YES","3003",NA
"3004072","3004","Koko Building","تعمیر کوکو","Not Assessed","NO","3004",NA
"3004073","3004","Ahmad Shah Building","تعمیر احمد شاه","Not Assessed","NO","3004",NA
"3004074","3004","Tor Khan House","منزل تورخان","Not Assessed","NO","3004",NA
"3004077","3004","Abdul Rashid Mosque","مسجد عبدالرشید","Not Assessed","YES","3004",NA
"3004079","3004","Meer Mandab School","مکتب میر منداب","Not Assessed","NO","3004",NA
"3004080","3004","Shorki School","مکتب  شورکی","Not Assessed","NO","3004",NA
"3004082","3004","Malak Guest House","سراچه(مهانخانه) ملک","Not Assessed","NO","3004",NA
"3004083","3004","Qala Gaz School","مکتب قلعه گز","Not Assessed","NO","3004",NA
"3004093","3004","Mirzakhan Jami Mosque","میرزاخان جامع","New","YES","3004",NA
"3004094","3004","Saminar School","دسامینار مکتب","New","YES","3004",NA
"3005099","3005","Shorab School","د شوراب مکتب","New","YES","3005",NA
"3005100","3005","Shamarzai School","مکتب شمرزی","Not Assessed","YES","3005",NA
"3005101","3005","Malak House","د ملك كور","Not Assessed","NO","3005",NA
"3005102","3005","Orband Mosque","مسجد اوربند","Not Assessed","NO","3005",NA
"3005104","3005","House","كور","Not Assessed","NO","3005",NA
"3006109","3006","Haji Shah Khan Mosque","حاجی شاه خان مسجد","Relocated","YES","3006",NA
"3006113","3006","Shamlan Haji Mohammad Yar Aka Mosque","شملان حاجی محمد یار اکا مسجد","New","YES","3006",NA
"3006123","3006","Safar School","مكتب صفار","Not Assessed","NO","3006",NA
"3007125","3007","House","كور","Not Assessed","NO","3007",NA
"3007126","3007","Abdul Ahad House","د عبدالاحد كور","Not Assessed","NO","3007",NA
"3007128","3007","Mohammad Qasim House","د محمد قاسم كور","Not Assessed","NO","3007",NA
"3007129","3007","Mohammad Husain House","د محمد حسن کور","Not Assessed","NO","3007",NA
"3007132","3007","Tezani Mosque","مسجد تیزنی","Not Assessed","NO","3007",NA
"3007133","3007","Sra Kala Mosque","مسجد  سره کلا","Not Assessed","NO","3007",NA
"3007134","3007","Parisham Mosque (Kuchi PC)","پریشام مسجد(کوچی مرکز)","Not Assessed","NO","3007",NA
"3007135","3007","Karz Mosque","مسجد کرز","Not Assessed","NO","3007",NA
"3007136","3007","Bar Nawzad School","مکتب بر نوزاد","Not Assessed","NO","3007",NA
"3007137","3007","Khawi Mosque (Kuchi PC)","مسجد(کوچی مرکز) خاوی","Not Assessed","NO","3007",NA
"3007138","3007","Kalesa School","مکتب کلیسا","Not Assessed","NO","3007",NA
"3008139","3008","Malmond Building","تعمير مالموند","Not Assessed","NO","3008",NA
"3008144","3008","Gharaki School","مكتب غارکی","Not Assessed","NO","3008",NA
"3008145","3008","Katozi School","مكتب كټوزي","Not Assessed","NO","3008",NA
"3009151","3009","Mazar Abad Mosque","مسجد مزر آباد","Not Assessed","NO","3009",NA
"3009152","3009","Khwaja Dad - Pir Mohammad Mosque","خواجه داد - پیرمحمد مسجد","Not Assessed","NO","3009",NA
"3009158","3009","Kas School","مكتب کڅ","Not Assessed","NO","3009",NA
"3009159","3009","Mohammad Rasol Khan Mosque","د محمد رسول خان مسجد","Not Assessed","NO","3009",NA
"3009162","3009","Shahrak School","مکتب شهرک","Not Assessed","NO","3009",NA
"3010164","3010","Mosque","مسجد","Relocated","YES","3010",NA
"3010165","3010","Mosque","مسجد","Relocated","NO","3010",NA
"3010167","3010","Dewalak Mosque","مسجد ديوالک","Not Assessed","NO","3010",NA
"3010168","3010","Loya Necha School","مكتب لویه نیچه","Not Assessed","NO","3010",NA
"3010169","3010","Gandom Riz School","مكتب گندم ريز","Not Assessed","NO","3010",NA
"3010170","3010","Khanjakak School","د خنجکک مکتب","Not Assessed","NO","3010",NA
"3010171","3010","Sheri Mosque","شیري مسجد","Not Assessed","NO","3010",NA
"3010172","3010","Sochi School","مكتب سوچی","Not Assessed","NO","3010",NA
"3010173","3010","Wacha Necha School","مكتب وچه نیچه","Not Assessed","NO","3010",NA
"3010174","3010","Chilton Mosque","د چهلتن مسجد","Not Assessed","NO","3010",NA
"3010175","3010","Mohammad Wali House","د محمد ولي کور","Not Assessed","NO","3010",NA
"3010176","3010","Kheshti Pokhta Mosque","مسجد خشت پخته","Not Assessed","NO","3010",NA
"3010177","3010","Bala Joy, Ibrahim Khan House","بلاجوی د ابراهیم کور","Not Assessed","NO","3010",NA
"3010178","3010","Dawar School","مكتب داور","Not Assessed","NO","3010",NA
"3010179","3010","Deh Baha School","مكتب ده بایا","Not Assessed","NO","3010",NA
"3010180","3010","Mullah Salam Mosque","ملا سلام مسجد","Not Assessed","NO","3010",NA
"3010181","3010","Roshan Abad Mosque","مسجد روشن آباد","Not Assessed","NO","3010",NA
"3010182","3010","Abdul Ghani Mosque","د عبدالغني مسجد","Not Assessed","NO","3010",NA
"3010183","3010","Abdul Jabar House","د عبدالجبار کور","Not Assessed","NO","3010",NA
"3012192","3012","Warkak Village Bazaar Shops","د ورکک کلی د بازار دکانونه","Not Assessed","NO",NA,NA
"3012193","3012","Khanjak Mazar Building","تعمیر خنجک مزار","Not Assessed","NO",NA,NA
"3012194","3012","Lewaniano Mosque","د ليونيانو مسجد","Not Assessed","NO",NA,NA
"3012195","3012","Sarbaz Village Building","د سرباز کلی تعمیر","Not Assessed","NO",NA,NA
"3012196","3012","Naw Mesh Village Bazaar Building","د ناومیش کلی د بازار تعمير","Not Assessed","NO",NA,NA
"3012197","3012","Naw Mesh Village Bazaar","د ناومیش کلی بازار","Not Assessed","NO",NA,NA
"3012198","3012","Reshta Village Madrasa","د رشتی کلی مدرسه","Not Assessed","NO",NA,NA
"3012199","3012","Gharian Madrasa","مدرسه غاریان","Not Assessed","NO",NA,NA
"3012200","3012","Miakan Village Bazaar Shops","د میاکان کلی د بازار دوکانونه","Not Assessed","NO",NA,NA
"3012201","3012","Dahnawar Khan Village Shops","د دهنه ور خان د کلی دکانونه","Not Assessed","NO",NA,NA
"3012202","3012","Kondalan Madrasa","مدرسه کوندلان","Not Assessed","NO",NA,NA
"3012203","3012","Sokhta Bazaar Shops","د سوخته بازار دکانونه","Not Assessed","NO",NA,NA
"3012204","3012","Gardi Baghran Village Shops","د گردی باغران کلی دوكانونه","Not Assessed","NO",NA,NA
"3012205","3012","Paysang Village Market","د پای سنگ کلی ماركيت","Not Assessed","NO",NA,NA
"3012206","3012","Paysang Village Bazaar","د پای سنگ کلی بازار","Not Assessed","NO",NA,NA
"3012207","3012","Khod Village Madrasa","د خود کلی مدرسه","Not Assessed","NO",NA,NA
"3013208","3013","Tanna Rabbat","تاڼه رباط","Not Assessed","NO",NA,NA
"3013209","3013","Haji Bilal Building","د حاجی بلال تعمير","Not Assessed","NO",NA,NA
"3013210","3013","Baramcha Hotel","هوتل بارامچه","Not Assessed","NO",NA,NA
"3013211","3013","District Center Mosque","مسجد مرکز ولسوالی","Not Assessed","NO",NA,NA
"3014216","3014","Faizullah House (Kuchi PC)","د فيض الله كور( کوچی مرکز)","Not Assessed","NO","3014",NA
"3014217","3014","Mir Hamza House","د مير همزه كور","Not Assessed","YES","3014",NA
"3014218","3014","Amir Bolan Marja Private House","امر بلند مارجه شخصي كور","Not Assessed","NO","3014",NA
"3015226","3015","Minbar Gardani","منبر گردنی","New","YES",NA,NA
"3015227","3015","Moghol Abad Mosque","مسجد مغول آباد","New","YES",NA,NA
"3015228","3015","Nawa Mesh Central High School","لیسه مرکزی ناوه میش","New","YES",NA,NA
"3015229","3015","Nawa Mesh Bazaar Jami Mosque","مسجد جامع بازار ناوه میش","New","YES",NA,NA
"3015230","3015","Sorkh Joy","منبر سرخ جوی","New","YES",NA,NA
"3015231","3015","Sadiqia Gumbad Jami Mosque","مسجد جامع صادقیه گنبد","New","YES",NA,NA
"3015232","3015","Hafak Husainia","حسینیه هفتک","New","YES",NA,NA
"3015233","3015","Sarwar Khan Mosque","مسجد سرور خان","Old","YES",NA,NA
"3015234","3015","Minbar Dahan Orkhan","منبر دهن اورخان","New","YES",NA,NA
"3015235","3015","Imam Sadiq Mosque","مسجد امام صادق","New","YES",NA,NA
"3015236","3015","Sari Pul Mosque","مسجد سرپل","New","YES",NA,NA
"3015237","3015","Minbar Sayed Abad","منبر سید آباد","New","YES",NA,NA
"3015238","3015","Minbar Jozari","منبر جوزاری","New","YES",NA,NA
"3015239","3015","Hazrat Ali Jami Mosque","مسجد جامع حضرت علی","New","YES",NA,NA
"3015240","3015","Minbar Shania","منبر شنیه","New","YES",NA,NA
"3015241","3015","Gardi Football Ground","میدان فوتبال گردی","Relocated","YES",NA,NA
"3015242","3015","Shani Husainia","حسینیه شانی","New","YES",NA,NA
"3015243","3015","Minbar Shalgham","منبرشلغم","New","YES",NA,NA
"3015244","3015","Minbar Anjeer Bash","منبر انجیر باش","New","YES",NA,NA
"3015245","3015","Hazrat Abul Fazal Husainia","حسینیه حضرت ابوالفضل","New","YES",NA,NA
"3015246","3015","Gheech Secondary School","مکتب متوسطه غیچ","New","YES",NA,NA
"3015247","3015","Menbar e Qul Aalo","مني قول آلو",NA,"YES",NA,NA
"3101004","3101","Zard Shamal School, Shahr e Qalla Naw Darya","مکتب زرد شمال دریا شهر قلعه نو","New","YES","3101",NA
"3101009","3101","Baghban Sang Panjah School","مکتب باغبان سنگ پنجه","New","YES","3101",NA
"3101010","3101","Khana Ijtemai (Social Hall)","خانه اجتماعی","Old","YES","3101",NA
"3101012","3101","Barati Mosque","مسجد براتی","Old","YES","3101",NA
"3101015","3101","Laman High School","مکتب لیسه  لامان","Old","YES","3101",NA
"3101018","3101","Chashmah Senjad School","مکتب چشمه سنجد","Relocated","NO","3101",NA
"3101019","3101","Najak Deemah School","مکتب نجک دیمه","New","NO","3101",NA
"3101020","3101","Kharestan School","مکتب خارستان","Old","YES","3101",NA
"3101021","3101","Chahar Bagh School","مکتب چهار باغ","New","YES","3101",NA
"3101211","3101","Chakaran School","مکتب چاکران",NA,"YES","3101",NA
"3102024","3102","Tagab Rubat Bala Jame Mosque","مسجدجامع تگاب رباط بالا","New","YES","3102",NA
"3102026","3102","Sang Lawh Mosque","مسجد سنگ لوح","Old","YES","3102",NA
"3102027","3102","Dehestan High School","لیسه دهستان","Relocated","YES","3102",NA
"3102028","3102","Gadar ha School","مکتب گدرها","New","YES","3102",NA
"3102030","3102","Mulla Karim Primary School","مکتب متوسطه ملاکریم","New","YES","3102",NA
"3102032","3102","Gulkhanah Girls School","مکتب نسوان گلخانه","Relocated","YES","3102",NA
"3102033","3102","Gandab Secondary School","مکتب متوسطه گنداب","Relocated","YES","3102",NA
"3102036","3102","Dahan Qul Uzbek Mosque","مسجد دهن قل ازبک","Not Assessed","NO","3102",NA
"3102042","3102","Zadmurad Secondary School","مکتب متوسطه زادمراد","New","YES","3102",NA
"3102043","3102","Aab Kamari District Clinic","کلینیک ولسوالی آبکمری_x000D_","Relocated","YES","3102",NA
"3102047","3102","Haji Abdul Latif Bye Mosque","مسجد حاجی عبدالطیف بای","Relocated","NO","3102",NA
"3102048","3102","SehShorah Mohammad Zai Mosque","مسجد سه شوره محمد زی","Old","NO","3102",NA
"3102049","3102","Dahan Jilawgeerak village Mosque","مسجد قریه دهن جلو گیرک","Not Assessed","NO","3102",NA
"3102050","3102","Tarsheekh village","قریه ترشیخ","Not Assessed","NO","3102",NA
"3102051","3102","Sayed Azim Mosque","مسجد سید اعظیم","Not Assessed","NO","3102",NA
"3102052","3102","Mohammad Zai village","قریه محمد زی","Not Assessed","NO","3102",NA
"3102053","3102","Lodin Mohamad Zai village Mosque","مسجد قریه لودین محمدزای","Old","NO","3102",NA
"3102054","3102","Sang Atash Secondary School","مکتب متوسطه سنگ آتش","New","YES","3102",NA
"3102056","3102","Turki Mosque","مسجد ترکی","Not Assessed","NO","3102",NA
"3102057","3102","Chai Sangi Center","مرکز چای سنگی","Not Assessed","NO","3102",NA
"3102058","3102","Narab Primary School","مکتب ابتدائیه نراب","Not Assessed","NO","3102",NA
"3103062","3103","Ferozi Mosque","مسجد فیروزی","Relocated","YES","3103",NA
"3103063","3103","Mazeed ha Primary School","مکتب ابتدایی مزید ها","Relocated","YES","3103",NA
"3103065","3103","Tajik ha School","مکتب تاجک ها","Relocated","YES","3103",NA
"3103066","3103","Ghal Zardak Mosque","مسجد غال زردک","Not Assessed","NO","3103",NA
"3103068","3103","Haji Mir Ahmad Khan Balouch School","مکتب حاجی میراحمد خان پلوچ","New","YES","3103",NA
"3104070","3104","Buzghai Mosque","مسجد بزغی","New","NO","3104",NA
"3104071","3104","Shutur Murdah Mosque","مسجد شتر مرده","New","NO","3104",NA
"3104072","3104","Shahr Arman Mosque","مسجد شهر آرمان","New","NO","3104",NA
"3104076","3104","Aab Podah Haji Maqsoud Mosque","مسجد آب پوده حاجی مقصود","New","NO","3104",NA
"3104078","3104","Quli Zardak Mosque","مسجد قولی زردک","Old","NO","3104",NA
"3104084","3104","Pewar village Mosque","مسجد قریه پیوار","Not Assessed","NO","3104",NA
"3104086","3104","Lakah Surkh Mosque","مسجد لکه سرخ","Not Assessed","NO","3104",NA
"3104094","3104","Hawz Sangi village Mosque","مسجد قریه حوض سنگی","New","NO","3104",NA
"3104095","3104","Dahak Deh Birinj High School","مکتب لیسه دهک ده برنج","New","NO","3104",NA
"3104102","3104","Nakhjeeristan village Mosque","مسجد قریه نخجیرستان","Not Assessed","NO","3104",NA
"3104107","3104","Nakhjeeristan","نخجیراستان","Not Assessed","NO","3104",NA
"3104110","3104","Qetta e Mahafezati (Security Post) Du Aabi","قطعه محافظتی دو آبی","Relocated","NO","3104",NA
"3105111","3105","Shor Surkh village Mosque","مسجد قریه شور سرخ","Not Assessed","NO","3105",NA
"3105112","3105","Daoudi village Mosque","مسجد قریه داودی","Not Assessed","NO","3105",NA
"3105114","3105","Saqaw Mosque","مسجد سقاو","Not Assessed","NO","3105",NA
"3105115","3105","Saidu Khan village Mosque","مسجد قریه سیدوخان","Not Assessed","NO","3105",NA
"3105116","3105","Gul Rekhtah Mosque","مسجد گل ریخته","Not Assessed","NO","3105",NA
"3105117","3105","Kham Safid village Mosque","مسجد قریه خم سفید","Not Assessed","NO","3105",NA
"3105118","3105","Saghari School","مکتب ساغری","Not Assessed","NO","3105",NA
"3105119","3105","Chalanak village Mosque","مسجد قریه چالانک","Not Assessed","NO","3105",NA
"3105120","3105","Paneerak School","مکتب پنیرک","Not Assessed","NO","3105",NA
"3105121","3105","Paneerak Mashhadi Mosque","مسجد پنیرک مشهدی","Not Assessed","NO","3105",NA
"3105122","3105","Bokan Haji Abdul Rahman Mosque","مسجد بوکن حاجی عبدالرحمن","Not Assessed","NO","3105",NA
"3105123","3105","Bokan Mosque","مسجد بوکن","Not Assessed","NO","3105",NA
"3105124","3105","Qurutu village","قریه قروتو","Not Assessed","NO","3105",NA
"3105125","3105","Dahan Chapchal village Mosque","مسجد قریه دهن چپچل","Not Assessed","NO","3105",NA
"3105126","3105","Chapchal village Mosque","مسجد قریه چپچل","Not Assessed","NO","3105",NA
"3105127","3105","Mulla Sultan Mosque","مسجد ملا سلطان","Not Assessed","YES","3105",NA
"3105128","3105","Miranzai village Mosque","مسجد قریه میرانزی","Not Assessed","NO","3105",NA
"3105129","3105","Sang Zor village Mosque","مسجد قریه سنگ زور","Not Assessed","NO","3105",NA
"3105130","3105","Aqa Mohammad Mosque","مسجد آقا محمد","Not Assessed","NO","3105",NA
"3105131","3105","Jehan Dosti School","مکتب جهان دوستی","Not Assessed","NO","3105",NA
"3105132","3105","Mawlawi Nasruddin Mosque","مسجد  مولوی نصرالدین","Relocated","YES","3105",NA
"3105136","3105","Nawabad Mosque","مسجدنوآباد","New","YES","3105",NA
"3105140","3105","Chalanak Payeen village Mosque","مسجد قریه چلانک پایین","Not Assessed","NO","3105",NA
"3105142","3105","Bazar Tu village Mosque","مسجد فریه بازار تو","Not Assessed","NO","3105",NA
"3105143","3105","Mangan village Mosque","مسجد فریه منگان","Not Assessed","NO","3105",NA
"3106166","3106","Gerzewani village Mosque","مسجد قریه گرزوانی","Not Assessed","NO","3106",NA
"3106167","3106","Khwajah Surkhyan village Mosque","مسجد قریه خواجه سرخیان","Not Assessed","NO","3106",NA
"3106170","3106","Takab Alam District building","تعمیر ولسوالی تکاب الم","Not Assessed","NO","3106",NA
"3106175","3106","Punj Buz village Mosque","مسجد قریه پنج بز","Not Assessed","NO","3106",NA
"3106176","3106","District building Dahan Kocha","تعمیرولسوالی دهن کوچه","Not Assessed","NO","3106",NA
"3106177","3106","Deh Raees village Mosque","مسجد قریه ده رئیس","Not Assessed","NO","3106",NA
"3106178","3106","Gazestan village Mosque","مسجد قریه گز ستان","Not Assessed","NO","3106",NA
"3107188","3107","Jar Syah village School","مکتب  قریه جرسیاه","Not Assessed","NO","3107",NA
"3107189","3107","Tez Nawah Mosque","مسجد تیز ناوه","Not Assessed","NO","3107",NA
"3107191","3107","Tutak village Mosque","مسجد فریه توتک","Not Assessed","NO","3107",NA
"3107197","3107","Qalla e Wali Primary School","مکتب ابتدای قلعه ولی","Not Assessed","NO","3107",NA
"3107198","3107","Shor Gul Khan village Mosque","مسجد قریه شورگل خان","Not Assessed","NO","3107",NA
"3107199","3107","Haji Ghyasuddin","حاجی غیاث الدین","Not Assessed","NO","3107",NA
"3107201","3107","Fateh Khan village Mosque","مسجد قریه فتح خان","Not Assessed","NO","3107",NA
"3107202","3107","Khatoon village School","مکتب قریه  خاتون","Not Assessed","NO","3107",NA
"3107203","3107","Karez Mohammad Khan Mosque","مسجد کاریز محمد خان","Not Assessed","NO","3107",NA
"3107204","3107","Pai Mukhtu Mosque","مسجد پای مختو","Not Assessed","NO","3107",NA
"3107205","3107","Karez Dewanah village Mosque","مسجد قریه کاریز دیوانه","Not Assessed","NO","3107",NA
"3107206","3107","Ghorband village Mosque","مسجد قریه غوربند","Not Assessed","NO","3107",NA
"3107208","3107","Shar Shar Abdul Rahman village","قریه شرشرعبدالرحمن","Not Assessed","NO","3107",NA
"3107209","3107","Shar Shar Tajmir","شر شر تا چمیر","Not Assessed","NO","3107",NA
"3107210","3107","Shar Shar Tajmir Mosque","مسجد شرشر تاجمیر","Not Assessed","NO","3107",NA
"3201005","3201","Speen Ade High School","مکتب لیسه اسپین ادی","New","YES","3201",NA
"3201013","3201","Menbar Mehdiah Ghor Darwaz","منبر مهدیه غور درواز","Old","YES","3201",NA
"3201019","3201","Chahar Yar Kubar Mosque","مسجد چهار یار کبار","New","YES","3201",NA
"3201025","3201","Tawheed Jame Mosque","مسجد جامع توحید","Relocated","YES","3201",NA
"3201030","3201","Shaheed Mirwai Sadeq High School","لیسه شهید میرویس صادق","Relocated","YES","3201",NA
"3201032","3201","Hawz Karbas Girls High School","لیسه دخترانه حوض کرباس","Old","YES","3201",NA
"3201033","3201","Ba Ba e Barq Health Center","مرکز صحی جامع بابای برق","Relocated","YES","3201",NA
"3201036","3201","Shaheed Dashti High School","لیسه شهید دشتی","Old","YES","3201",NA
"3201037","3201","Mawlana Abdullah Shafiqi Herawi Secondary School","مکتب متوسطه مولانا عبدالله شفیقی هروی","New","YES","3201",NA
"3201040","3201","Sayed Qanad Girls School","مکتب دختران سید قناد","New","YES","3201",NA
"3201044","3201","Ba Ba G High School","مکتب لیسه باباجی","Old","YES","3201",NA
