"pc_code_18","2018_IEC_district_code","pc_name_eng_18","pc_name_dari_18","assessment_status","planned_2018","2019_matched_to_2014_IEC_district_code","matched_by"
"0409156","0409","Hasht Darakht Madrassah","مدرسه هشت درخت","New","YES","0409",NA
"0501018","0501","Kamidan Girls High School","لیسه نسوان کمیدان","Relocated","YES","0501",NA
"0502024","0502","Rustam Khil Secondary School","مکتب متوسطه رستم خيل","Not Assessed","NO","0502",NA
"0502036","0502","Tagab Secondary School","مکتب متوسطه تگاب","Not Assessed","NO","0502",NA
"0502039","0502","Sajawand School","مکتب سجاوند","Not Assessed","NO","0502",NA
"0506071","0506","Oryakhil Primary School","مکتب ابتدائيه هورياخيل","Old","NO","0506",NA
"0506073","0506","Aapa Khan School","مکتب اپه خان","Not Assessed","NO","0506",NA
"0507074","0507","Wacha Margha School","مکتب وچه مرغا","Not Assessed","NO","0507",NA
"0507076","0507","Razi Khil Secondary School","مکتب متوسطه رازى خيل","Old","NO","0507",NA
"0507077","0507","Mangal School","مکتب منگل","Old","NO","0507",NA
"0507079","0507","Maruof Khil School","مکتب معروف خیل","Not Assessed","NO","0507",NA
"0601003","0601","Hazrat Abu Qatadah Jame Mosque","حضرت ابو قتاده جامع جومات","New","YES","0601",NA
"0601005","0601","Sediqullah Reshteen School","مکتب صدیق الله ریشتن","Relocated","YES","0601",NA
"0601021","0601","Mehtarlam Jame Mosque","مهترلام جامع جومات","New","YES","0601",NA
"0601022","0601","Zafar Abad Mosque","مسجد ظفر آباد","New","YES","0601",NA
"0601026","0601","Abdullah Bin Masoud Jame Mosque","عبدالله بن مسعودجامع جومات","Relocated","YES","0601",NA
"0601027","0601","Base Ikmalati Mosque","مسجد بیز اکمالاتی","Old","YES","0601",NA
"0601030","0601","Bibi Ayesha High School","دبی بی عایشه لیسه","Old","YES","0601",NA
"0601036","0601","Imam Abu Hanifa Mosque","دامام ابوحنیفه جومات","New","YES","0601",NA
"0601037","0601","Directorate of Haj and Endowment Mosque","دحج اوقاف ریاست جومات","New","YES","0601",NA
"0601042","0601","Hazrat Abas Primary School","حضرت عباس ابتدایه","New","YES","0601",NA
"0601043","0601","Nahia (District) no. 6 Building","دشپږمی ناحیی تعمیر","Relocated","YES","0601",NA
"0601045","0601","Awale Hesae Primary School","اولي حصي ابتدایه مکتب","New","YES","0601",NA
"0601047","0601","Abdullah Bin Maoud Mosque","عبدالله بن مسعود جومات","New","YES","0601",NA
"0602048","0602","Gardeks Primary School","مکتب ابتدایه ګردیکس","Old","YES","0602",NA
"0602061","0602","Haji Sarbiland Khan School","مکتب حاجی سربلند خان","New","YES","0602",NA
"0602062","0602","Shaheed Malang Jan High School","شهید ملنگ جان عالی لیسه","Relocated","YES","0602",NA
"0602067","0602","Behsoud Agriculture Cooperative","بهسود زراعتی کوپراتیف","New","YES","0602",NA
"0603070","0603","Syah Sang Secondary School","مکتب متوسطه سيا سنګ","Relocated","YES","0603",NA
"0603071","0603","Abu Baker Sedique Jame Mosque","ابوبکر صدیق جامع مسجد","New","YES","0603",NA
"0603073","0603","Koz Shiekh Mesri Clinic","کلینیک کوز شیخ مصری","New","YES","0603",NA
"0603074","0603","Da Ghochako High School","د غوچکو لیسه","Relocated","YES","0603",NA
"0603075","0603","Lal Qasem Agha Secondary School","مکتب متوسط لعل قاسم اغا","Relocated","YES","0603",NA
"0603082","0603","Peer Said Hasan Gailani High School","پيرسيد حسن ګيلاني ليسه","New","YES","0603",NA
"0603085","0603","Shaheed Mohammad Ashraf Girls High School","لیسه نسوان شهید محمد اشرف","Relocated","YES","0603",NA
"0603086","0603","Qazi Fazel Mahmoud Primary School","مکتب ابتدائیه قاضی فضل محمود","New","YES","0603",NA
"0603089","0603","Jame Mosque","سجد جامع","New","YES","0603",NA
"0603090","0603","Nazaneen Jabarkhil Girls and Boys High School","لیسه نازنین جبارخیل اناث وذکور","Relocated","YES","0603",NA
"0603091","0603","Hazrat Bilal Jame Mosque","مسجد جامع حضرت بلال","Relocated","YES","0603",NA
"0603092","0603","Shamspour Girls High School","لیسه نسوان شمسپور","Old","YES","0603",NA
"0603094","0603","Abu Baker Sedique Jame Mosque","مسجد جامع ابوبکر صدیق","New","YES","0603",NA
"0603095","0603","Koshkak Girls High School","لیسه نسوان کوشکک","Old","YES","0603",NA
"0603096","0603","Koz Fateh Abad School","کوز فتح آباد مکتب","New","YES","0603",NA
"0603099","0603","Koz Kakrrak School","کوزککرک مکتب","Not Assessed","NO","0603",NA
"0603100","0603","Private house","شخصي کور","Not Assessed","NO","0603",NA
"0604101","0604","Manno High School","ماڼو لیسه","Old","YES","0604",NA
"0604102","0604","Sangeenah School","سنګينه مکتب","Old","YES","0604",NA
"0604103","0604","Dago Girls High School","ډاګو نصوانو لیسه","Relocated","YES","0604",NA
"0604104","0604","Gratak School","ګراتک مکتب","Old","YES","0604",NA
"0604106","0604","Speen Jumat Mosque","سپين جومات","Not Assessed","YES","0604",NA
"0604110","0604","Kundi Bagh School","کنډي باغ مکتب","Old","YES","0604",NA
"0604117","0604","Itefaq School","اتفاق مکتب","New","YES","0604",NA
"0604118","0604"," Dawlat Zai Family Jame Mosque","جامع جومات دولت زيی فامیلی","Old","YES","0604",NA
"0604119","0604"," Kochi Dawlat Abad Secondary School","کوچی دولت اباد متوسطه ۍونڅی","New","YES","0604",NA
"0604120","0604"," Salozai School","څلوزي مکتب","Old","YES","0604",NA
"0604121","0604"," Paterai School","پټیری مکتب","Relocated","YES","0604",NA
"0605124","0605"," Qalla e Akhund High School","قلعه اخند لیسه","Relocated","YES","0605",NA
"0605126","0605"," Hazrat Omer Farouq Jame Mosque","حصرت عمر فارق جامع مدرسه","Relocated","YES","0605",NA
"0605127","0605"," Hazar Baig School","هزاربیک مکتب","Relocated","YES","0605",NA
"0605136","0605"," Mama Khilo High School","ماماخیلو لیسه","Relocated","YES","0605",NA
"0605138","0605"," Bazidkhil Mosque","بازیدخیلو جومات","Old","YES","0605",NA
"0605145","0605"," Da Kochi Kali Jame Mosque","دکوچی کلی جامع مسجد","Relocated","YES","0605",NA
"0605146","0605"," Malik Sherren Dil School","ملک شیریندل مکتب","Relocated","YES","0605",NA
"0606150","0606"," Koz Kash Kot Girls School","کوزکاشکوټ دجینکو مکتب","Relocated","YES","0606",NA
"0606151","0606"," Goreek School","گوریک مکتب","Relocated","YES","0606",NA
"0606155","0606"," Bodialai village Girls School","جينکو مکتب بوډیالی کلی","Old","YES","0606",NA
"0606156","0606"," Sourach Jame Mosque","سورچ جامع جومات","Relocated","YES","0606",NA
"0606157","0606"," Sarjal Madrassah","سرجل مدرسه_x000D_","Relocated","YES","0606",NA
"0606158","0606"," Tawkal Baba High School","توکل بابا لیسه","Relocated","YES","0606",NA
"0606159","0606"," Markaz Khewah central Mosque","مرکزي جومات مرکز ښیوه","Old","YES","0606",NA
"0606161","0606"," Qalla Tak Marakazi Mosque","مرکزي جومات قله ټک","Old","YES","0606",NA
"0606166","0606"," Sayed Jamaluddin Afghan High School","افغان سید جمال الدین لیسه","Relocated","YES","0606",NA
"0606167","0606"," Kachrra School","کچړه مکتب","Relocated","YES","0606",NA
"0606168","0606"," Shiekhan Girls School","جينکو مکتب شیخان","Old","YES","0606",NA
"0606169","0606"," Yaseen Baba Girls High School","یاسین بابا جینکو لیسه","Relocated","YES","0606",NA
"0606170","0606"," Sayed Abad School","سعید اباد مکتب","New","YES","0606",NA
"0606171","0606"," Adel Khil Girls High School","عدلخیل نسوان لیسه","New","YES","0606",NA
"0607177","0607"," Da Roghano School","د روغانو مکتب","Old","YES","0607",NA
"0607180","0607"," Muftia Qalla Jame Mosque","مفتی قلعه جامع جومات","Relocated","YES","0607",NA
"0607181","0607"," Chaghari Jame Mosque","چغری جامع مسجد","Relocated","YES","0607",NA
"0607182","0607"," Hazrat Omer Farouq Darul Uloom","حضرت عمرفاروق دارالعلوم","Relocated","YES","0607",NA
"0607185","0607"," Hejrat Abad High School","هجرت اباد لیسه","Relocated","YES","0607",NA
"0607186","0607"," Tube well Mosque","ټویل جومات","Relocated","YES","0607",NA
"0607187","0607"," Hesar Shahi Camp School","حصارشاهی کمپ مکتب","Relocated","YES","0607",NA
"0607188","0607"," Abu Baker Sedique Jame Mosque","ابوبکر صدیق جامع مسجد","Relocated","YES","0607",NA
"0607190","0607"," Kan High School","کان ليسه","Old","YES","0607",NA
"0608192","0608"," Khidar Khil Primary School","خدر خيل ابتدائيه","Not Assessed","YES","0608",NA
"0608194","0608"," Kambo Primary School, Khwaza Khil","کمبو ابتدائيه خوازه خيل","Not Assessed","YES","0608",NA
"0608197","0608"," Haji Rokhan Mosque","حاجي روښان مسجد","Relocated","YES","0608",NA
"0608201","0608"," Kaji Girls High School","کجی نسوانو لیسه","Relocated","YES","0608",NA
"0608202","0608"," Sayed Agha Banda","سيداعابانډه","New","YES","0608",NA
"0608203","0608"," Sour Daag High School","لیسه سور ډاګ","Old","YES","0608",NA
"0608206","0608"," Kala Khil Primary School","کاله‌خیلو‌ابتدئیه","New","YES","0608",NA
"0608208","0608"," Chamtala Mosque","چمتلي جومات","New","YES","0608",NA
"0608209","0608"," Chimtala High School","لیسه چمتله","Old","YES","0608",NA
"0608211","0608"," Arghach Mosque","ارغچ جومات","New","YES","0608",NA
"0608212","0608"," Tor Ghar","تورغر","Not Assessed","NO","0608",NA
"0608213","0608"," Zawah School","زاوه مکتب","Not Assessed","YES","0608",NA
"0608214","0608"," Dargai Primary School","درګۍ ابتدائيه","Not Assessed","YES","0608",NA
"0608216","0608"," Nookarr Khil School","نوکړخيل مکتب","Not Assessed","YES","0608",NA
"0608217","0608"," Shiekhano Kalai Mosque","شيخانو کلي جومات","Not Assessed","YES","0608",NA
"0608218","0608"," Do Aabah School","دو ابه مکتب","Not Assessed","YES","0608",NA
"0608219","0608"," Tatang School","ټټنګ مکتب","Not Assessed","YES","0608",NA
"0608220","0608"," Tatang Clinic","ټټنګ کلینیک","Not Assessed","YES","0608",NA
"0609225","0609"," Daman Mosque","دامان جومات","Old","YES","0609",NA
"0609226","0609"," Spagani Konj","سپګنو کونج","Not Assessed","YES","0609",NA
"0609227","0609"," Farm 3 Jame Mosque","فارم ۳ جامع جومات","New","YES","0609",NA
"0609229","0609"," 25 Wyale School","۲۵ ویالې مکتب","Relocated","YES","0609",NA
"0609230","0609"," Garbawah Mosque","ګړباوه جومات","Not Assessed","YES","0609",NA
"0609231","0609"," Takyah School","تکيه مکتب","Not Assessed","YES","0609",NA
"0609240","0609"," Farm 4 Jame Mosque","جامع جومات فارم ۴","Old","YES","0609",NA
"0610242","0610"," Awghz High School","اوغز لیسه","Not Assessed","NO","0610",NA
"0610243","0610"," Primary School","ابتدائيه مکتب","Not Assessed","YES","0610",NA
"0610244","0610"," Jaw Darah Jame Mosque","جاودره جامع مسجد","Old","YES","0610",NA
"0610246","0610"," Da Ghokht Maidan Mosque","د غوښت ميدان جومات","Old","YES","0610",NA
"0610247","0610"," Mareez Boys High School","مریز ذکور لیسه","Old","YES","0610",NA
"0610248","0610"," Yaghiband Primary School","ياغيبند ابتدائیه مکتب","Old","YES","0610",NA
"0610249","0610"," Ghalnai School","مکتب غلنۍ","Old","YES","0610",NA
"0610250","0610","  Da Guzari Mosque","د ګذاري جومات","New","YES","0610",NA
"0610251","0610"," Shpolah Boys High School","شپوله هلکانو لیسه","Old","YES","0610",NA
"0610252","0610"," Qalla Kalai School","مکتب قلا کلي","Not Assessed","NO","0610",NA
"0610253","0610"," Narai Obah High School","نری اوبه لیسه","Not Assessed","NO","0610",NA
"0610254","0610"," Payeen Lycee High School","پاپين ليسه","Not Assessed","YES","0610",NA
"0610255","0610"," Shabi High School","شابی لیسه","Not Assessed","NO","0610",NA
"0611256","0611"," Lowarrah Menah Mosque","لوړه مينه جومات","Not Assessed","NO","0611",NA
"0611257","0611"," Kharki Maidan","ښارکي  ميدان","Not Assessed","NO","0611",NA
"0611258","0611"," Bangzar Mosque","جومات بنګزار","Old","YES","0611",NA
"0611259","0611"," Payenda Khil Mosque","پایندخیلو جومات","Relocated","YES","0611",NA
"0611260","0611"," Pacheer Primary School","پچيرابتدائيه مکتب","Old","YES","0611",NA
"0611261","0611"," Mullah Saheb Mosque","ملاصاحب جومات","Old","YES","0611",NA
"0611262","0611"," Barbarah Mosque","بربره جومات","Relocated","YES","0611",NA
"0611263","0611"," Kozagam High School","کوزاګام لیسه","Relocated","YES","0611",NA
"0611265","0611"," Omer Bin Khetab Madrassah","عمر بن خطاب مدرسه","New","YES","0611",NA
"0611268","0611"," Marah Kala Primary School","مره کلا ابتداییه مکتب","New","YES","0611",NA
"0611270","0611"," Bami Khil Mosque","بامی خیلو جومات","Relocated","YES","0611",NA
"0611271","0611"," Garikhil School","مکتب ګريخيل","Old","YES","0611",NA
"0611272","0611"," Markhani Mosque","مرخاني جومات","Old","NO","0611",NA
"0612275","0612"," Qalla Shahi Girls School","جينکو مکتب قلای شاهی","Old","YES","0612",NA
"0612277","0612"," Shakyali Mosque","مسجد شکیالی","Relocated","YES","0612",NA
"0612281","0612"," Majgandol School","مجګنډول مکتب","Relocated","YES","0612",NA
"0612283","0612"," Sheemol Mosque","شیمول مسجد","Relocated","YES","0612",NA
"0612284","0612"," Kandak Mosque","کندک مسجد","New","YES","0612",NA
"0612285","0612"," Waigal Mosque","وایګل مسجد","Relocated","YES","0612",NA
"0613291","0613"," Pourshah Khil Primary School","مکتب ابتدائیه پورشاه خیل","Old","YES","0613",NA
"0613292","0613"," Loy Jomat Bandook Mosque","لوي جومات باندوک","Old","YES","0613",NA
"0613293","0613"," Loy Jomat Se Pai Kalai Mosque","لوي جومات سيپاي کلي","Old","YES","0613",NA
"0613294","0613"," Open ground Se pai Kalai","آزاد میدان سيپاي کلي","Old","YES","0613",NA
"0614314","0614"," Zyarat Gaad School","زیارت ګاډ مکتب","Relocated","YES","0614",NA
"0614315","0614"," Shah Lala School","شالالا مکتب","Relocated","YES","0614",NA
"0614316","0614"," Torgani School","تورگانی مکتب","New","YES","0614",NA
"0614317","0614"," Darukhil School","دروخيل مکتب","Relocated","YES","0614",NA
"0614318","0614"," Da Lalo Kali Mosque","دلعلو کلی جومات","New","YES","0614",NA
"0614320","0614"," Daag Kali Primary School","ډاګ کلي ابتدايه مکتب","New","YES","0614",NA
"0615321","0615"," Zaree Khola Jomat Mosque","زري خوله جومات","Not Assessed","YES","0615",NA
