"results_date","results_status","election_type","province_code","province_name_eng","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","withdrawn","invalidated","past_winners","final_winner","votes"
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",70
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",29499
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",828
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",33
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",794
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",8
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",5
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",5
2019-02-18,"FINAL","PRESIDENTIAL","12","PAKTIKA","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",26
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",81
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",94
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",22
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",46
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",9
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",67
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",35657
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",1643
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",21
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",727
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",8
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",1
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",3
2019-02-18,"FINAL","PRESIDENTIAL","13","PAKTYA","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",7
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",72
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",70
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",35
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",13
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",17
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",74
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",75109
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",787
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",26
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",1625
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",9
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",2
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",1
2019-02-18,"FINAL","PRESIDENTIAL","14","KHOST","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",26
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",498
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",76
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",13
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",4
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",14
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",100
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",54907
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",5072
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",58
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",3417
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",15
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",8
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",4
2019-02-18,"FINAL","PRESIDENTIAL","15","KUNARHA","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",19
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",31
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",34
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",32
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",8
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",2
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",10
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",6290
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",3516
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",11
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",932
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",0
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",2
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",0
2019-02-18,"FINAL","PRESIDENTIAL","16","NOORESTAN","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",1
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",432
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",436
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",283
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",292
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",22
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",123
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",15234
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",39246
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",300
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",6368
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",7216
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",81
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",25
2019-02-18,"FINAL","PRESIDENTIAL","17","BADAKHSHAN","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",69
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",303
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",504
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",220
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",154
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",39
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",93
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",8583
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",49516
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",329
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",1407
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",419
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",110
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",39
2019-02-18,"FINAL","PRESIDENTIAL","18","TAKHAR","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",119
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",70
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",114
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",65
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",79
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",7
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",27
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",3636
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",8074
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",89
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",290
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",191
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",12
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",9
2019-02-18,"FINAL","PRESIDENTIAL","19","KUNDUZ","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",13
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",264
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",203
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",90
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",78
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",24
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",84
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",7123
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",28392
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",159
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",687
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",61
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",60
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",116
2019-02-18,"FINAL","PRESIDENTIAL","20","SAMANGAN","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",52
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",3163
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",1219
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",425
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",130
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",23
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",86
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",24073
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",40078
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",454
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",1448
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",612
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",53
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",511
2019-02-18,"FINAL","PRESIDENTIAL","21","BALKH","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",70
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",581
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",351
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",110
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",36
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",32
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",43
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",6154
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",26323
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",139
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",219
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",48
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",34
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",103
2019-02-18,"FINAL","PRESIDENTIAL","22","SARE PUL","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",29
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",3449
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",722
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",208
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",473
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",20
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",69
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",21553
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",19849
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",114
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",1127
2019-02-18,"FINAL","PRESIDENTIAL","23","GHOR","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",102
